"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
2922.67323564631,-0.689739415806581,0.127218944169473,-5.42167222271356,5.90440735413628e-08,2.85897619252915e-06,"PA4677"
19263.2194346151,0.654039850071975,0.120930998315238,5.40837220550392,6.36001438755783e-08,3.05280690602776e-06,"murG"
45775.9230756755,0.535265112867843,0.0991395210704377,5.39910932681974,6.69725543393869e-08,3.18696982718462e-06,"murF"
1872.35230705295,-1.08320477644317,0.201335430671943,-5.3801001285668,7.4444421159706e-08,3.51224961368869e-06,"potB"
13321.8124719063,1.64560460544069,0.307064647674569,5.35914706529395,8.36157698777723e-08,3.91151737055342e-06,"tssG1"
10702.1799180477,0.649080635755424,0.121206834538193,5.35514881011842,8.54860322027346e-08,3.96540250217727e-06,"PA2581"
14902.5468660145,1.13757108021273,0.212807479804067,5.34554086754889,9.0147454534265e-08,4.14678290857619e-06,"PA5113"
13746.8419388323,0.805505997044349,0.151322077493324,5.32312277486334,1.02000850421949e-07,4.65326193660462e-06,"tplE"
5470.17798872215,1.38693261638047,0.263783737144228,5.25783974173564,1.45757451038719e-07,6.59492729289941e-06,"pppA"
1717.9496315745,0.667221273254405,0.12700012253441,5.25370574405252,1.49068978333726e-07,6.68992488131842e-06,"PA3835"
3384.06343332577,-1.95664112440804,0.376121043590067,-5.20215807584693,1.96987558820928e-07,8.76912358622196e-06,"PA4586"
1456.80814660716,-1.26686429678251,0.243665722275892,-5.19918963139221,2.00159242467382e-07,8.81914164114778e-06,"PA2768"
1550.26707103671,-1.16900421763199,0.224889503401295,-5.19812707997316,2.01306493982721e-07,8.81914164114778e-06,"potC"
853.939779569802,-0.718278266842177,0.13841738239687,-5.18922012831259,2.11176637236728e-07,9.17870108304517e-06,"PA1866a"
20256.7971181086,-1.55237932980589,0.300716489236306,-5.16226873274654,2.43974699357521e-07,1.05214089097931e-05,"PA4584"
145691.514130928,1.03191802342414,0.200800629181772,5.13901787872393,2.76178123970638e-07,1.18178546071157e-05,"ftsZ"
2745.1068538486,1.20290484951452,0.234642395563613,5.12654521202415,2.95107213681884e-07,1.25307063040308e-05,"PA2223"
15386.3816731505,0.727735353690391,0.142306496867766,5.11385895730832,3.15643075286071e-07,1.33003799662527e-05,"ftsW"
4784.12710232776,-0.649789567602169,0.127726212737227,-5.08736267737769,3.63077102272077e-07,1.51832242768323e-05,"PA4634"
26258.2236607884,0.844749673803101,0.166410882606924,5.07628864512706,3.84878475410275e-07,1.58546954049606e-05,"PA3716"
6872.8161249242,-0.90902831014779,0.179042146129388,-5.07717501046299,3.83087982554694e-07,1.58546954049606e-05,"PA4507"
13232.4006667362,0.717752067559554,0.141716498287254,5.06470366001211,4.09036138425887e-07,1.67250332156363e-05,"PA2541"
3995.66446101827,-0.606478134732191,0.119797396401702,-5.06253184917776,4.13724921006262e-07,1.67923644408424e-05,"PA3682"
9801.63765983822,0.682900092233859,0.135053316688005,5.05652218680025,4.26971217049375e-07,1.72035118110405e-05,"PA0919"
4829.48701183253,0.637201241834272,0.12690588836617,5.02105339663761,5.13888700008033e-07,2.05555480003213e-05,"PA0735"
16357.9423793826,-1.10062543143589,0.220107940565653,-5.00038948439302,5.72146162622956e-07,2.2721200127185e-05,"PA3818"
11833.6914166735,-0.902275174500724,0.181031353680157,-4.98408234904353,6.22565626581476e-07,2.45468732766411e-05,"pctA"
5490.95573669522,-1.51557967438235,0.30437779681895,-4.97927145219415,6.38240724360049e-07,2.49864453792019e-05,"PA3262.1"
39096.4740710189,-1.50417826405732,0.305062143617811,-4.93072737973607,8.19239974585873e-07,3.18465116881269e-05,"PA2840"
24393.152235787,-0.994238397450505,0.202134581947416,-4.91869519738661,8.71230097209491e-07,3.36307002559188e-05,"trpE"
2826.67287739457,0.584222834814258,0.118837902385094,4.91613216902034,8.82708145871763e-07,3.38371455917509e-05,"PA2535"
6117.82330665004,1.1299106588653,0.230045158091568,4.91169067951234,9.02944188090255e-07,3.43741511604014e-05,"tagS1"
28463.7808276239,1.26519900690512,0.257913794403822,4.90551119931246,9.31843232139512e-07,3.52313331603432e-05,"ppkA"
158274.588188295,1.81929264490498,0.371251321206179,4.90043412908048,9.56251156443292e-07,3.59082066909318e-05,"tssC1"
8476.91407125892,1.19279018050217,0.244361124388461,4.88125999373776,1.0541015824538e-06,3.93151401023309e-05,"PA0467"
3875.98789020434,-0.731867658743266,0.150239553384678,-4.871338088109,1.10844978114865e-06,4.10647167244331e-05,"P13"
3845.32249305584,-1.10680880920183,0.227956661455403,-4.85534751270412,1.20175802315844e-06,4.42246952522305e-05,"PA1535"
61282.3329404758,-1.5000150102667,0.309258447750063,-4.85036066493805,1.2323718011199e-06,4.5050942663456e-05,"PA4583"
10656.412104891,-1.06044094466012,0.220529693074515,-4.8086084457652,1.51984571139024e-06,5.51943968873299e-05,"PA3413"
41388.0160575625,1.4542611279653,0.303226756940801,4.79595251631838,1.6190363225994e-06,5.84122908545666e-05,"icmF1"
17728.2653559653,0.871787599354492,0.182461703807957,4.77792096182583,1.77116970453592e-06,6.3486082915833e-05,"PA0329"
3571.45200690657,-1.55586122538164,0.325979212206821,-4.77288479485775,1.8160568379723e-06,6.43513712481114e-05,"PA0532"
9768.60754616475,0.838944193669876,0.17578346332932,4.77260020812175,1.81862570918576e-06,6.43513712481114e-05,"PA3727"
493.518158050055,-0.889066370368284,0.18692561634808,-4.75625753033617,1.97214855763616e-06,6.93392359117937e-05,"armR"
2307.65562945847,-0.786643026547793,0.165735324403566,-4.74638119169039,2.07088271066423e-06,7.23498263472566e-05,"fliE"
58037.8441973988,0.956464033379374,0.201708397347392,4.74181564058588,2.11811332180347e-06,7.35345002286487e-05,"PA5178"
6820.45589954924,-0.580319092156283,0.122490563072802,-4.73766368280447,2.16196217521468e-06,7.45876950449066e-05,"PA3664"
3215.6100011227,-2.27013061928992,0.47994106910622,-4.73001950743143,2.24498264282757e-06,7.64957048667171e-05,"PA1168"
7135.73379492613,0.738219820712319,0.156060088580204,4.73035628409839,2.24126144629885e-06,7.64957048667171e-05,"vgrG2b"
11611.9483200506,-0.37111593045478,0.0785879805499528,-4.72229885356181,2.33193679183992e-06,7.89711109874622e-05,"PA3355"
1681.98670535918,-0.459650940740366,0.0973995313512973,-4.71923154416948,2.36737236744431e-06,7.91993664745004e-05,"PA1026"
