"","PA-0M-4","PA-0M-6","PA-0M-7","PA-0M-8","PA-5M-4","PA-5M-6","PA-5M-7","PA-5M-8"
"PA2438",11.5841601369156,11.1432752275311,11.6189414304022,11.7629053959371,11.8384020921264,11.4141309017057,11.3153399608794,11.9513583166769
"PA2439",12.1727506417972,11.4012917282412,12.1000082707438,12.3230104750818,12.4539467375299,11.7296803865194,11.6359836305334,12.3564899370611
"PA2440",13.1791232614643,13.1586818490725,13.3998599743638,13.0975257013336,13.4765929247399,13.1795937297172,13.2870558395666,13.1456868146713
"PA2441",13.2014814630719,13.0786972514787,13.270361983559,13.016456759499,13.5533943523324,13.4756121532298,13.6857133709742,13.2676471474921
"PA2447",11.0528834615033,10.8551700226409,10.9814268298821,11.1593088578812,10.9512030521246,10.5558793135856,10.4286102973662,10.8207451306615
"PA2448",11.62400714915,11.2476125541973,11.3351187774241,11.8579664710934,11.6010585404921,11.032885648428,10.6651407800505,11.5064446633473
"PA2450",12.0867147158392,11.8965701161077,12.1298669595998,12.1135180048292,12.1013537917153,11.9596371128685,12.4210781588282,12.0551196837218
"PA2453",10.8697299363242,11.2874431721195,11.0285504921821,10.6629728751464,10.8128063833889,11.2136491453405,11.1859102256827,11.2681256901008
"PA2454",11.2467919954707,11.4118649591217,11.1939205214068,11.1094632258004,11.447109604335,11.7757016473494,11.6354038593303,11.3884809437972
"PA2455",10.3044205291647,10.4107053449599,10.1773540530188,10.1763178370863,10.4057388301781,11.1236943944435,10.5029663092443,10.3808702963591
"PA2457",9.45095880379364,9.35819991022328,9.33406646039099,9.44777444403844,9.62330996826627,9.77103824885914,9.46758699261381,9.80373059685972
"PA2458",10.4484190668422,10.214847905947,10.1285613498745,10.3641668935472,10.7284006228889,10.7732032455451,10.4192087896365,10.6270159223438
"PA2460",6.09915635237383,6.15238706073887,6.39861707099393,6.33788014563997,6.66640472433763,6.92752393318396,6.68745956046751,6.85983363965986
"PA2462",15.8124343311218,15.9612320427242,15.7567477593353,15.8033739308302,15.9991230008735,16.7216647223374,16.7050748798763,16.0073530743836
"PA2463",13.1944507701577,13.0832300974392,13.1993113553539,13.3369124021326,13.1167409217663,13.2392915855401,13.2611713424602,13.101683020322
"PA2464",12.3559751346148,12.6398426005572,12.7653880858181,11.993357819182,12.873178330378,13.3542127677644,13.2005384723411,12.8108932781671
"PA2465",9.25066855094641,8.7893759823193,8.69397936551169,9.13995742243527,10.1490272020764,8.93341178221738,9.09809423790728,9.619158788315
"PA2469",10.4780308224449,11.1439429946706,10.6098637904081,10.2904456410392,11.1505113231018,11.7969674156508,11.4447353242006,10.8290033900855
"PA2471",9.71287810179161,9.95655594297421,9.84700291241609,9.75630645687659,10.0943490870388,10.056560343756,9.66693599893607,9.71340572767974
"PA2472",10.2478718198518,9.77010863965289,9.833012916889,10.5030241660771,10.4533929573271,9.17743091116991,9.37609524373634,9.94047337101659
"PA2473",8.89572873806687,8.82983946454961,8.69397936551169,9.01904525562075,9.28061619103921,8.62037734375442,8.37862614887483,8.90482005602085
"PA2474",10.5481544817734,10.8238401339647,10.6387382285689,10.6547211237247,10.7858217454032,10.4316190891202,10.451190579453,10.6603086446104
"PA2475",11.3852989122312,11.3633762696135,11.5074250838848,11.6163754696365,11.7141484556098,11.1193595524808,11.4119356890712,11.822191099445
"PA2481",12.1339782775296,12.6532715497973,11.1681579454083,12.4837174742759,11.0145590468391,12.2535447029277,10.7371662544593,11.2228847671516
"PA2482",12.1207181677075,12.6843575517836,11.0468425586098,12.6255617417251,10.9592764109442,12.150866738629,10.844408701083,11.3872387823664
"PA2483",11.5894204175828,11.9555733198779,11.4837503861846,11.5758738134547,11.4721503715925,12.369409922188,11.8619407794027,11.5184083417321
"PA2484",12.1369750165124,12.6253314375371,12.3958009317229,12.0422497819191,12.3230604897483,13.1117530297743,12.7788215581648,12.3568072583578
"PA2485",12.3814685277163,12.0213713183668,12.7077997549393,12.4296159545449,12.3695368649748,11.9351840469569,12.4993115884284,12.7743021230109
"PA2487",10.3255929391655,10.2512549832145,10.6378445976264,10.4534581266578,10.5204096998626,10.3525615500222,10.5566272546621,10.6664663730248
"PA2488",10.2600203653809,10.3131330157692,10.0568181470174,10.5249207951236,10.5729203222205,9.94228950136105,9.77831214333287,10.2101089974433
"PA2489",11.3772112230213,11.7197479703125,11.5103572880724,11.2934417297232,11.5687084779372,11.7293643843634,11.70114965414,11.5811344236969
"PA2490",9.65716457020053,9.86715365829087,9.79663141102055,9.86189748012322,9.98152483686249,10.1235178191793,9.7929488319918,10.2240938816755
"PA2496",10.0135544287879,9.92114577128136,9.88967889034144,10.2217181414828,10.0405633023867,10.2461215858018,9.92789635823046,9.91483281603943
"PA2497",10.8833572483727,10.8608678235504,10.6288777035443,11.0733934556319,10.9871825509597,11.3750709758422,10.8292782542592,10.679718611262
"PA2498",9.69019744055581,9.25805174748571,9.19020319672507,10.0257427151209,10.0511799768759,9.2356009460288,9.23921687080872,9.53860817174545
"PA2499",9.36558590854989,8.92628172682092,8.91397531354585,9.77470479109135,9.68889279030017,8.7508823462329,9.10816824869556,9.30845916820182
"PA2500",12.5408755125477,12.0586773461965,12.6018213335838,12.7187413510244,12.6876326181042,12.3167475628341,12.4842582151035,12.5680522783577
"PA2501",12.9103291318414,12.5075640551768,13.3970903200505,12.6544012387942,13.1067821619403,12.4256888059328,13.5815202594198,13.162120625423
"PA2502",11.6989225127729,11.269196367934,11.4434081296344,11.7970438562521,11.4625269881994,10.8344318188209,10.9272733400591,11.2735142626508
"PA2503",12.4591884512422,12.2500775037651,12.3623833337058,12.2421652552248,12.5676169510981,12.3959335607674,12.1839755919741,12.3103788769586
"PA2504",11.6619510758771,11.8933968165256,11.850995550749,11.6520453251676,11.779437590636,12.0295773251027,12.1314925316365,11.9344496172928
"PA2506",9.89815091858158,9.40800542133798,9.8093902548571,9.90707144425395,9.79738869862344,9.06159167351326,9.33380733584152,10.1483788286341
"PA2529",12.8703739442566,13.1445713246003,13.1043460220911,12.7752055072446,13.13181921753,13.1937496226433,13.428630734165,13.3039745922138
"PA2530",12.3208284980801,12.5135185073424,12.5183510511248,12.1219221440473,12.6278598736562,12.9963375577893,12.8303889342036,12.7887209027552
"PA2531",11.064262993536,11.3344172897981,10.9757802811802,11.1375649917417,11.0253658024495,11.465883281726,10.7649986767272,10.8480907564163
"PA2533",13.6718289399022,13.9688757143614,13.8811670877427,13.3636079343193,13.4564867869457,13.5187636049414,13.6349923255444,13.7050793621526
"PA2534",10.4628232703404,10.3849480993347,10.2805930406474,10.568620007022,10.576073987189,10.3327252463264,10.0991767800277,10.2733454122567
"PA2535",11.1976926412043,11.2880474417738,11.0892968578797,11.0795708057151,11.8101140790305,11.8415079725621,11.7603115475504,11.5398078728175
"PA2536",12.7434063652465,12.7985956605204,12.6564453850207,12.4722603333161,13.6670528280476,13.7841556538052,13.6953411344987,13.5392615263118
"PA2537",12.6854321716048,12.7432681663016,12.7778116085557,12.4585801694095,13.5539275369712,13.3792028078493,13.7105581079401,13.5679127983767
"PA2538",11.2199095927333,10.8502682151309,11.0210311528794,11.0010358404325,12.0398762325458,11.91253787293,12.1462184893574,11.5795038939921
"PA2539",12.712602877908,12.4076788293146,12.6238746316857,12.477415613938,13.8489185013508,13.7798898356675,13.8864032805437,13.2649445311565
"PA2540",14.0603748279336,13.857977860067,14.2068413598408,13.7341227079352,15.3628382598075,15.0216413889811,15.3883786540319,14.9833052817525
"PA2541",13.2211000208706,13.4338296290267,13.3915350087499,13.1051150911905,13.9968397100958,14.0576467342626,14.1810058507219,13.773110639828
"PA2542",13.1947384089205,13.5298098234154,13.2387404399896,13.186780486464,13.4993322730282,14.0648027366027,13.6425131546853,13.2824217109485
"PA2543",12.8449426356183,12.6516290977882,12.8597978344541,12.7909134889064,12.850353811006,12.6849127102975,12.7432105927551,12.8034626846696
"PA2544",12.6050426586024,12.7815326502655,12.9741214780878,12.571801222864,12.8192004586635,12.5040704482583,12.7458986924003,12.9757393467143
"PA2546",10.6064024453725,10.4006811363252,10.6234706860021,10.5938725659134,10.6988094424489,10.6583748430944,10.5869316254634,10.5301632966357
"PA2547",10.8790677790661,11.0387197731228,10.9312535445763,10.8327717156841,10.9863926794646,11.0627918018603,10.8888704562298,10.9202937636739
"PA2548",10.0483598115258,9.85741213187737,9.77239986866375,10.3722421210418,10.6754757995345,10.0280596101689,9.75714136486487,10.3908227876163
"PA2549",12.9984791444248,13.4929406667004,13.1653000609762,13.1853492001445,12.9285025043686,13.4377212620621,13.2099142757155,13.0904691110725
"PA2550",15.1011728616359,14.4814158076867,14.0184536237772,14.4507310581793,15.6372433294839,14.122372945455,13.9564270348533,15.3079942312495
"PA2551",13.6299003353069,13.9907546853028,13.3630275236013,13.4431301688314,13.2977861249884,13.7433466516036,13.5336325701111,13.5504020408946
"PA2552",15.5072219623929,15.6284853841512,15.5953956247781,14.9219831726712,15.2098596836021,15.3542771314976,16.0996979599309,15.1876235541852
"PA2553",15.8142372945128,15.9339349090846,15.8523558944808,15.1439042985675,15.4562821910366,15.7963589783481,16.3917931495888,15.4536570260864
"PA2554",14.8741079849407,15.1877256931783,14.9503052438114,14.4028250643002,14.6995683717034,15.4369837737974,15.63096050687,14.8588906299273
"PA2555",15.6529543604529,16.4041155238987,15.8538475914872,15.3370661608984,15.4673626164224,16.8624093034088,16.7065590446761,15.8362245614908
"PA2556",12.9055925273672,13.082707803014,13.044753102609,12.7127926420634,12.7426904196338,12.7766150181635,13.1097525180488,12.8963245509183
"PA2557",14.6343430080202,15.368782463464,14.8391112840465,14.1445583449788,14.1107531240646,15.0117361958094,15.1772753869886,14.669690416295
"PA2558",12.2572518978844,12.1152730432649,12.137789203674,12.3243115720105,11.6997650416589,11.883294882137,11.6855521551689,11.7069408491071
"PA2559",13.042292547148,13.1973117020718,13.1439038657773,13.1004143745961,13.1400100833397,13.3633039339361,13.231748846218,13.1729734122529
"PA2559a",12.3631588121022,12.6443328203928,12.3675129651085,12.2550486462057,12.8451354727105,13.0295697534275,13.3470638652789,13.0120533470852
"PA2560",13.1268727800474,13.587521831039,13.1993113553539,12.9634985485339,13.7369243304425,13.8766604475269,14.4493106905747,13.995739951669
"PA2562",10.9726238200385,11.2716426518237,11.2656682128584,11.2035353137305,11.3843372786597,11.1574422836497,11.452655476558,11.5121540286945
"PA2563",11.7639489113522,11.3582063728299,11.4295339440922,11.9257077484621,11.0292058208002,11.2506736130016,10.884973330302,11.0429008472979
"PA2567",13.7718031430132,13.8970216212406,14.2051835479988,13.7712315684451,13.7599832781887,13.7012690498101,13.9529414243117,13.616159665259
"PA2568",11.9334782200781,12.1873296035353,12.0681925546595,12.0413006654035,11.844516842834,12.0187570741935,11.9140202882164,11.762606473743
"PA2569",11.071799779573,10.7952193966881,10.9500936589873,11.2838433046154,10.9076431326515,10.3277232434542,10.5467938154779,10.9659416847138
"PA2570.1",12.2056637896545,12.2005488165269,12.3501609531743,12.187162853244,11.8042996688501,11.785158039332,12.2879727143786,11.7237688144283
"PA2571",11.7577323529688,11.9056546619869,12.0155061557007,11.8927609810442,12.2416681284279,12.0008028560059,12.1409181056918,12.4813599125579
"PA2572",12.0252900411321,12.2976620583751,12.380658450368,12.2868960566292,12.6286193617768,12.114304690181,12.6481261708579,13.2211738835293
"PA2573",12.5541635000331,12.5980582774021,12.7852953903486,12.6700410815008,13.0568710872367,12.6625782062728,13.1339653216164,13.4011712659689
"PA2575",12.3618786332518,12.7210661263676,12.8565371759969,12.1320617863926,12.6586756137523,12.8198497303803,12.910443209603,12.8943585836444
"PA2576",10.2277689381928,10.1391544874253,10.1387056048962,10.099350645823,10.4268543055337,10.5629909602947,10.0856553920057,9.92514382356034
"PA2577",12.2481344037096,12.6513943090677,12.6355596659805,11.7424170754704,12.3286799685298,12.6777246092525,13.2114710027305,12.4261841956604
"PA2578",11.5277372020248,11.7375533838778,11.8103331793098,11.2226404742879,11.5932981799232,12.0930936458331,12.1788123758446,11.7554036097609
"PA2580",10.2578191376618,9.67532748972456,9.88365912392031,10.2904456410392,9.6673617356262,9.11874513548439,9.25743226644718,9.67725685072967
"PA2581",13.088069809651,12.941022126968,13.2041484291455,12.8671645398303,13.6284662237937,13.566422760893,13.7647102156145,13.7429596689346
"PA2581.1",10.5033354486779,10.7772539153391,10.5263771885625,10.6817746366455,10.2564680367319,10.588306396625,10.0390612801637,10.3607568653884
"PA2582",14.4933273573669,14.7744037404661,14.7452122840585,14.4534686485298,14.6588201190183,14.6324173553651,14.8309583694353,14.8977360461587
"PA2583",13.6164363970143,13.4743457393643,13.6318339890706,13.7248914606573,13.7706880866555,13.6145267819178,13.6139584429378,13.8177063046195
"PA2583.1",7.56453119384875,7.69402823245009,7.77469005894444,7.84266072861256,7.46139634454321,7.10489615926244,7.57113490792183,7.91297530026152
"PA2588",10.1456230138494,10.1630735466335,10.1637583466773,10.1740098634036,10.4647809090157,10.4230459111426,10.1159021381791,10.3092106852021
"PA2589",9.65381925909648,9.69186810319736,9.33627302532016,9.72195388229543,10.3974430343797,9.6127643826504,9.5634057134227,10.041867126585
"PA2590",10.8228564719755,10.1524918059165,10.3897294924035,10.8745833405288,11.2360636319403,10.0755841884513,10.1291441333748,10.9626094539712
"PA2592",12.8631534854266,12.7120887487886,12.9428107775814,13.0421451972123,12.9383374167034,12.6238315309423,12.8592263600373,13.6977081681867
"PA2603.1",7.38874916153758,7.53884524304189,7.35053548518234,7.31823394996394,7.48869930798168,7.85531979390897,7.15267627857728,7.5779000081651
"PA2604",15.4452603823352,16.4490636562474,15.9540270773457,15.1763276053006,15.8636767156713,16.9077803073609,16.9698376718843,16.1525943413
"PA2605",11.2131099798154,11.4614577370663,11.3780240637518,11.2579308140124,11.2792683350031,11.7827236080498,11.5407426688629,11.3691062003834
"PA2606",11.0736778392382,11.0023587284655,11.1337101200391,11.1399315436659,11.0452231910583,11.4651243496688,11.481974691469,11.4131021659283
"PA2607",10.800348936585,10.7003456231324,10.8308310111663,10.9984298688587,10.7415679460779,11.1375742614856,11.0038394083613,11.0702502252605
"PA2608",11.1739614354005,11.0104371694509,11.295438385133,11.3249829230822,11.0900307796412,11.367780300895,11.5024672232812,11.6634785904852
"PA2609",12.3741217072354,12.4942723772451,12.3835930867727,12.5003890832664,12.4989451690459,13.0332865186214,12.813062041384,12.8785336479075
"PA2610",12.0613855861638,11.9379703562117,11.9315897793987,12.1828658201528,11.7739557229023,12.0514830389116,12.0101764230981,11.9095745271657
"PA2613",14.2205833339736,14.5518516108585,14.3064960475649,14.2003265108373,14.3391867471337,15.2516535616359,15.0349045506641,14.5366693847908
"PA2618",11.9832815208466,12.279545571162,12.2123081698041,11.9936849524248,12.4160297290732,12.5502431453655,12.849261196826,12.8749932970113
"PA2625",11.5093536181434,11.8317387000347,11.4995766092633,11.5949736743513,11.6462639838242,12.2011833616557,11.9154537069205,11.7496153124495
"PA2627",12.4471664209201,12.1895951344874,12.3841260162607,12.6640932344422,12.2273663121931,12.2985444192428,12.1112042261448,12.3615587212082
"PA2628",11.2523299906149,11.0430221413637,11.178026588985,11.4058692235335,11.1722061216009,10.8954221180099,11.0011416044023,11.1997208665803
"PA2630",12.1339782775296,11.5643096792087,11.973981045263,12.2191288950298,12.00208234492,11.9547795461947,11.8594605659182,11.7934098767319
"PA2631",13.5777020034056,14.0076369090688,13.8116566079732,13.4708871972998,14.0293151232019,14.1594956057693,14.6099791311145,14.1934565564324
"PA2632",12.0829901983151,12.0888141237304,12.3111795372159,12.0167238314057,12.1086306872186,12.062563291956,12.4761866434628,12.2322848684246
"PA2633",12.0959841570048,12.0629204618286,12.5066519114099,12.1026402415518,12.0067637161699,11.7942507427242,12.12407279782,12.264775736828
"PA2635",11.5418250707021,11.2946777553139,11.3624218690275,12.1201253739856,11.5687084779372,11.0106922708951,10.9526290968321,11.3152601995532
"PA2636",9.75563650923266,9.79753872321114,9.48090052093205,10.1017811616269,9.86428640840482,9.47169834656172,9.23921687080872,9.46275819328142
"PA2650",11.4157238419383,11.240761825709,11.1469601904557,11.2546587778749,11.3534284718776,11.293199963606,10.9215776826141,11.2640710098785
"PA2651",13.3186829590207,13.1348631352678,13.679504178805,13.5389264308815,13.6468267570367,13.0781494562207,13.0027889260631,13.2790771170845
"PA2652",13.7626163256234,13.6853695611212,13.6331796532249,13.957161938436,12.5239254840311,13.1173185619112,12.3490051487138,12.4448115583268
"PA2653",15.0364484340939,13.9143453423338,14.5150839043231,15.2279176083627,12.9307622675222,12.7481990556525,12.4729453275219,13.1031968616333
"PA2655",15.3894350081775,15.1089094535921,15.2640834720321,15.3729668998057,15.5417235392078,14.642773428846,15.2320347121997,15.2321918915944
"PA2658",13.9021351947292,14.0905055563499,13.7805205068504,14.3103877658035,14.3423538141116,13.840176927584,13.3588770207824,14.1993959318949
"PA2659",15.4922059867052,15.6716977323701,15.4607522976037,15.801927006281,16.1662548227956,15.1736116120472,15.142710357262,16.0259790923783
"PA2660",12.395550477083,11.7837016791101,12.1071276232958,12.3605275611401,12.0881621601219,11.4475577971099,11.8524931971688,11.9254925746957
"PA2661",11.497277420615,11.1651499456424,11.5093805487499,11.4307268245672,11.4766569045182,10.9496034470908,11.4024257374067,11.4949576937929
"PA2662",11.3670374273013,11.2104810348715,11.4576566064612,11.4982245017054,11.9724744922175,11.4655038656061,11.5628639425537,11.5459436872259
"PA2666",11.4328953594847,11.4587766749891,11.5000683918945,11.3830752189594,10.9365561505244,11.3645281357626,11.122781081953,11.2360547466397
"PA2669",10.8198756821431,10.6709931076046,10.8525614091052,10.9096799837609,10.5969240176947,10.196678286645,10.7554250323068,10.7673153400204
"PA2670",10.1348678336885,9.92891795955123,9.86849881013124,10.2339566533003,10.1233853086906,10.041362186632,9.76988110702776,9.97396649838195
"PA2671",10.1820663990681,10.0873168572599,10.1067648935917,10.3000018353753,10.3986310736606,9.7771683772328,10.1340786970196,10.2129168453612
"PA2672",8.47755284205787,7.98546395380679,8.03706940148455,8.57645141844924,8.81229105244578,8.10292225151546,7.74588466015637,8.35704621785399
"PA2673",8.33409700413255,8.2424777290593,8.20639812704735,8.50464587104505,8.75770127546561,8.33407227224292,7.99169151539505,8.1492273408218
"PA2674",8.70826968254919,8.6829360393319,8.74475007206924,8.87854601633664,8.81941558700787,8.43079910208545,8.59494181909732,8.67942512743559
"PA2675",8.56579647385265,8.4473571994142,8.57553803380528,8.71965728998576,8.80513104650229,8.49482597406266,8.74032986368162,8.79653422340701
"PA2676",9.22157782530629,9.10993724295124,8.82871660847528,9.29252502407462,9.86084181026662,9.39083314974126,8.91507773443583,9.52058361265528
"PA2677",10.8661223004364,10.8937961051311,11.0065662870071,10.9506989191971,11.0937026705805,10.7608867498562,11.0825129087775,11.1159612326482
"PA2678",10.6312707021305,10.6829896996224,10.6948087707287,10.5703758290606,10.7499696174879,10.2819069072558,10.9544896891487,10.8846439899834
"PA2679",13.4353747036135,14.6149199405134,13.4999992558801,13.9121851794703,14.2783786671861,15.3932465388261,14.8054153964729,14.3890404837292
"PA2680",10.3182179016533,10.4511992430138,10.3356423705889,10.3590968180796,10.7093791651821,10.5472987898505,10.4538239896762,10.500596644109
"PA2681",10.6270135468907,11.0494517284971,10.7936025153636,10.6987300079085,11.047496936675,11.2118406049193,10.8956651931368,10.8133645511911
"PA2682",12.5503472936109,12.2608909189643,12.9255246027873,12.4096514409588,12.7117255106795,11.8672996324191,12.2013152340647,13.428599651328
"PA2683",11.8424170229081,11.9864294961117,12.024080032932,11.7057472341378,12.0284114730884,12.2059608553708,11.9921758149307,12.1718910878653
"PA2691",11.140904093267,11.4090900346951,11.2908981573598,11.1662911132407,11.4499771346436,11.7125164359026,11.5978053084363,11.3027968968161
"PA2692",11.0636331469159,11.5796917126355,11.273743888497,11.076485437409,11.4602533023964,11.683774313754,11.849996673675,11.508159846796
"PA2693",10.0368511188085,10.0029469484254,9.87458208006321,10.2603037135728,9.94458000566721,9.92030228098023,9.78041221991515,10.1097298021307
"PA2695",11.5593553129586,11.2734746461684,11.4722670788685,11.5988495038047,11.7174840507899,11.2759934147129,11.4051492697317,11.6614248693706
"PA2696",10.4996145149966,10.5752160182708,10.6297769057238,10.6084728041481,10.9009522703735,10.747216015574,10.8262330256595,10.8907932483178
"PA2697",8.48888449116458,8.31565975439907,8.4341122386894,8.51199017870889,8.75398719680739,8.49482597406266,8.14357228350155,8.50217849202749
"PA2698",10.3923322488322,10.4683640202712,10.6052994819878,10.2786791915806,10.737818103368,10.3066927783052,10.6024418057678,10.9609404474786
"PA2699",10.1993750353688,9.73861271871201,9.90164353628498,10.1935108897114,10.7293451427259,9.72611452171927,9.41447448474441,10.3531414149117
"PA2701",10.2062407340536,9.69915899458056,9.833012916889,10.4742398941361,10.8047638666704,9.5251365799845,9.70281273648169,10.2867330704558
"PA2704",11.8357927011218,12.0030864244624,11.8015826665822,12.0215444773118,12.0184011116445,12.2865665265605,11.9339596896389,12.1976288602466
"PA2705",13.2071955112509,13.6121002719794,13.460369375076,13.098134323921,13.5716762954912,13.6950524929102,13.7450941336049,13.603379459289
"PA2706",12.15689417803,12.4126745705228,12.3790552199247,11.9659438542675,12.4060235879829,12.3150639032188,12.6858516395486,12.4158661487209
"PA2707",14.0286174408126,14.1807153648682,14.2714945468984,13.7253839746676,14.3102869702711,14.0577725845492,14.4371373899263,14.388962913477
"PA2708",11.7310089786063,11.618165214581,12.16533442571,12.0950376913908,12.4358361834891,11.7966658156173,12.0736080423701,11.765955542312
"PA2710",11.4874492253569,11.810866483072,11.7623550759961,11.465106344241,11.772581994966,12.2839868454975,11.9789834797699,11.733576691029
"PA2711",11.9021155141439,11.4800869361184,12.0628765226942,11.6001391363622,11.6818256879064,11.2651341578879,11.5357804213207,11.9808916828555
"PA2712",11.4265412033046,11.1963870196558,11.1706314429389,11.5247256656115,11.3230946417183,11.6234929365902,11.2682476549139,11.2968554314696
"PA2713",11.9369212473123,12.2184108208808,12.1572506612639,11.9077670040916,12.1183966316914,12.2753544406155,12.4865101860383,12.4057805034054
"PA2714",11.0528834615033,10.8551700226409,10.9715308167698,11.0912353860385,11.4516949207963,10.6669813301484,10.6730724517931,11.1954689917375
"PA2715",8.77453769065774,8.5234097938787,8.51048582017766,8.56237466651261,8.9387008920496,8.54464386242522,8.49598610022686,8.77004961909439
"PA2716",10.7836172926003,10.8146424829771,10.8071793224582,10.7538502580122,11.2320710015264,10.8892115270791,10.6502938028491,11.0045294382709
"PA2718",10.9248712093382,11.1149461538395,11.1724837866921,10.9275982468506,11.1763676884487,11.3758787810129,11.4722676793754,11.240188830647
"PA2719",10.2926418308013,10.0997636691706,10.211393727695,10.4080313269113,10.5039451899159,10.1764163171888,10.6445424840101,10.4797664681682
"PA2720",10.9248712093382,10.8188305054273,10.7798966993066,10.9055131981314,10.9966274255279,11.0642960142247,10.5869316254634,10.775884316116
"PA2721",9.71126983722834,9.63787646439885,9.96857747447687,9.88324913199175,9.95430942992192,9.2638279314621,9.47538766002264,10.1365967737584
"PA2722",9.96714850614917,9.96414006059502,10.0188755595417,9.86619318408913,10.0511799768759,9.86612310674367,10.0249614133604,10.0700162444093
"PA2724",9.22383655544548,8.70848620520956,8.81927466273945,9.10643481586557,9.94458000566721,8.84035907854353,9.05707806284371,9.39758456771274
"PA2725",13.8492153705618,13.951435633418,13.9279694758632,13.6516359738183,14.2151472149543,14.49748105835,14.4798268861809,14.1182448341827
"PA2726",11.9577476166061,11.8834350252671,12.1810606702209,11.7540499532645,12.4145625832326,12.6718166795092,12.924274156875,12.4749427241014
"PA2729",13.0363665880939,13.1140563295505,13.0523172768978,12.6240833919094,13.67773338284,13.4088080521201,13.9939969142448,13.6137719845075
"PA2736.1",10.4309419478914,10.5919534066028,10.791996809615,10.4070490818122,10.5875787851015,10.5393882121094,11.1027875039868,10.9816655003722
"PA2737",14.6307333946618,15.1693955428357,15.0469491256198,14.5848255998421,15.1258823575349,15.6368638143742,15.549757417699,15.2172406817984
"PA2745",12.5606502911331,12.3480798603707,12.4410659999058,12.784121381453,12.1959408470857,12.6809963684034,12.4635041181741,12.0664167986205
"PA2746",13.0328314706491,13.1368770931342,13.349037500194,13.0022201083089,13.3438373822622,13.2228865250778,13.6182191655646,13.0874129664959
"PA2746a",12.9953452832187,13.4119591318335,13.2822759423624,13.1280936730876,13.4529177815467,14.0545599679019,13.9232062295327,13.5596664800772
"PA2747",15.3572579243503,16.1364899294787,16.2051096664473,15.250541134952,16.0792976221213,16.4171189614396,16.4208480802562,15.9101652928279
"PA2747a",11.7805243760927,11.7725181835781,11.7570157710946,11.8256233612307,11.6031209388202,11.6081065551218,11.6821877800208,11.6562777387949
"PA2748",13.3348241725037,13.271600273409,13.2273511818188,13.3549764032365,12.9851476637849,13.3756736180697,13.0946477954869,12.9342412887767
"PA2750",10.5916226321303,10.6219833137521,10.6990988430732,10.6538933461338,10.8670243454372,10.6477112551401,10.6742019955241,10.7276215059545
"PA2750a",10.7424938551114,11.1690917725228,11.0468425586098,10.8531080024938,11.0238269282357,11.0425842937355,11.1219535255584,10.9099505712805
"PA2751",11.6834277669027,11.0706790356046,12.194492009551,12.253137119784,12.288876036517,10.8160965209046,11.3022498925113,11.7849453444925
"PA2752",9.15921309084685,8.98716248380944,9.04662345608229,9.09914870917331,9.67718846928375,9.10905157159509,8.82425496241754,9.17650526698092
"PA2753",13.5486283818483,13.6447839293975,14.059068696457,12.8275255317767,14.149457927912,13.910642357967,14.4824887569035,13.3149581370088
"PA2754",13.4533968188167,13.4708905606837,14.2055604907309,13.5742421669158,14.2384699190538,13.9039377099013,14.2108869264405,13.6604049999569
"PA2754a",10.378216306531,10.2623693560633,10.9136415177774,10.5869503879434,10.7198719955449,10.5750008603653,10.7766141560209,10.4335750574365
"PA2755a",11.3235062018229,11.7179552820793,11.9169324396692,11.3573753168413,12.0195597046401,11.6899585315616,12.36027640164,12.3810337510846
"PA2756",13.907936102971,14.2863271846698,14.189109877764,13.9155557134309,14.1642871069392,14.6019746492213,14.4217538675416,14.2329727789337
"PA2757",9.40592431432743,9.20010685165272,9.30732061424548,9.63734621553803,9.62127526413317,8.83801257055775,8.76602569678855,9.28995271973323
"PA2758",11.130115590366,11.4240116087942,11.244105140935,11.196731444809,11.3435935111265,11.7652583443707,11.3275946801425,11.2600049006737
"PA2759",12.6426379856775,12.3849814083686,13.1781100291302,12.7933583569695,12.6861741694664,12.150866738629,12.9001029536443,12.1979831159577
"PA2761",10.4358179858408,10.0073581880299,10.478262567306,10.5878174792107,10.1574741627588,9.57525703329738,10.1109048693422,10.1247176559281
"PA2762",9.53701301262647,9.29462346841025,9.41979447797687,9.77926791560087,9.20380579348155,9.04947811372786,8.90355145234569,9.01521600940852
"PA2763",9.8345752156062,9.553901799865,9.65536757332917,10.0154662929943,9.17911037222431,9.17371606537128,9.20521155587618,9.24947673073217
"PA2763a",11.2958848219992,11.0783847741501,11.1569744182142,11.5065012210805,10.8975951646245,10.8954221180099,10.891786406461,11.6244762000731
"PA2765",12.6749551364042,12.2053550088794,12.3734298410057,12.7504472727566,12.4250928813918,12.0489528866521,12.1306699987347,12.6866463206141
"PA2766",11.0904712438319,10.8762207801493,10.7454661976451,11.3182072800585,10.6286574251046,10.5980325246456,10.1536497993781,10.504039277756
"PA2767",11.6793223894845,10.7969187820621,11.15009711115,11.9451205841829,10.4738269677441,9.90246783542053,9.6371139116305,10.2254849395668
"PA2768",11.228364283407,10.5309716401873,10.7228902552123,11.4546881490959,9.92492193923257,9.71848920314734,9.52884093623441,9.98057275799556
"PA2769",11.0011925488702,10.5632833469321,10.6387382285689,11.1268671976352,10.2300152675484,10.5637002001243,10.001750911648,10.0884815866036
