"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PA3496_at",2.98497250635456,6.6880411196266,12.9414698948532,2.9714964914917e-09,1.23108578327327e-07,11.5978894518038
"PA0401_at",-2.13245125956152,4.64099081580551,-12.9294442939546,3.00807106314073e-09,1.23540170706206e-07,11.5853222423171
"PA0039_at",2.64304571844199,6.61161704421357,12.9036513914909,3.08814404361915e-09,1.25735382051838e-07,11.5583318360189
"PA2996_nqrD_at",-3.07181090357393,4.4329307658219,-12.8441385422645,3.2816887020397e-09,1.32473638801141e-07,11.4958687108062
"PA2645_nuoJ_at",-2.10384411375101,3.09871558728637,-12.8029599149533,3.42314459710225e-09,1.35229019885307e-07,11.4524950579219
"PA3636_kdsA_at",-2.13542824982228,3.58955902753565,-12.8027948997298,3.42372434320041e-09,1.35229019885307e-07,11.452320992801
"PA5262_algZ_at",2.18114319767129,4.74860776568111,12.7993525637336,3.43584213132265e-09,1.35229019885307e-07,11.4486894067793
"PA3386_at",2.40256062920171,3.86238820606385,12.7820076438515,3.49759877625735e-09,1.36521975374078e-07,11.4303774672023
"PA4656_at",2.14857656648297,5.2619011448525,12.7018140173002,3.79889416997242e-09,1.47067025940817e-07,11.3454200808168
"PA2406_at",-3.77490301988855,6.05973942611927,-12.6805817152631,3.88321117562537e-09,1.49108994979501e-07,11.322845544176
"PA1812_mltD_at",-2.55729614178949,6.13274581623912,-12.6688068387731,3.93082808996075e-09,1.49334653841513e-07,11.310311624598
"PA0998_at",-4.67638489552551,5.9374099072759,-12.6635406306061,3.95232515989608e-09,1.49334653841513e-07,11.3047025477841
"PA0594_surA_at",-2.90818793659051,4.94225830440584,-12.6254551501008,4.11156838052406e-09,1.54118551279485e-07,11.2640748620825
"PA4768_smpB_at",2.17636814159902,4.86304932247831,12.5779716072334,4.3197343476599e-09,1.60646498614155e-07,11.2132673055071
"PA4756_carB_at",-2.86157081180684,4.99400583170338,-12.5461580807645,4.4654618373939e-09,1.64768564515714e-07,11.1791303760031
"PA0760_at",2.18609922421743,3.41208026661618,12.5217716595,4.58070881261174e-09,1.67710757534614e-07,11.1529104205502
"PA1001_phnA_at",-4.25039112179121,5.87555429684224,-12.5074808207322,4.64971338697544e-09,1.68927664051423e-07,11.1375238521427
"PA3526_at",2.32750220987704,5.25129048326582,12.4957466264611,4.70720025647345e-09,1.69710739017741e-07,11.1248781929149
"PA4410_ddlB_at",-2.09388439804906,4.96539478127775,-12.4809742005998,4.78064962581079e-09,1.71053092293215e-07,11.1089431992488
"PA5212_i_at",3.69627947646261,6.79959617535485,12.4565666602987,4.90469131686415e-09,1.74171857816161e-07,11.082577860697
"PA4409_ftsQ_at",-3.01492158290983,5.61018845345891,-12.4266743798197,5.06129224569064e-09,1.77071892603949e-07,11.0502249347419
"PA3647_at",-1.98337992186774,6.01919710835576,-12.4266655471708,5.06133929738156e-09,1.77071892603949e-07,11.0502153647593
