"","Gene","Locus_Tag","logFC","adj.P.Val"
"3346","xseB","PA4042",1.74438205872146,8.12256236378135e-06
"2437","pabC","PA2964",-1.55334382484016,8.16386619776511e-06
"547","PA0563","PA0563",1.60283748699693,8.42327401328641e-06
"4224","pilN","PA5043",-1.33295040924176,8.42327401328641e-06
"4481","crc","PA5332",1.8441615155777,8.60756922255893e-06
"3913","ilvC","PA4694",-2.08778273359651,8.62813813312967e-06
"1526","PA1767","PA1767",-1.81120532653596,8.75555694468569e-06
"502","PA0506","PA0506",-1.3771481292562,8.77624350839442e-06
"4468","rpmB","PA5316",1.27811115386367,8.89249114072668e-06
"139","tssB1","PA0083",-2.40818729149174,8.97248766627346e-06
"3957","PA4738","PA4738",1.99067265031816,8.97248766627346e-06
"4387","PA5227","PA5227",1.31239323447487,8.97248766627346e-06
"3894","chtA","PA4675",-1.70841177576051,9.20373008439664e-06
"3690","hisG","PA4449",-1.8916470072961,9.42150318087849e-06
"4221","pilQ","PA5040",-1.44883899981672,9.56091361773724e-06
"1549","cysS","PA1795",-1.95642707870477,9.57799047162858e-06
"3860","PA4639","PA4639",1.68212910732366,9.66734947466917e-06
"1032","nrdA","PA1156",-1.66565688199305,9.69259234704192e-06
"1103","PA1241","PA1241",1.23527206112187,9.78022281909347e-06
"131","pppA","PA0075",-1.68039781642121,9.81543244081021e-06
"1979","pvdE","PA2397",-2.36354977861473,9.85069483460493e-06
"2194","nuoM","PA2648",-1.91447082434123,9.86758472725594e-06
"3324","PA4015","PA4015",1.91089493891149,9.86758472725594e-06
"964","flgB","PA1077",1.5851208488897,9.91066070266963e-06
"3491","rpsK","PA4240",-2.29759641496745,9.9310886039656e-06
"1482","pscE","PA1718",-2.27742738143914,9.9310886039656e-06
"3882","moeB","PA4663",-1.27079745311189,9.9310886039656e-06
"903","phnB","PA1002",-3.21142936551436,9.93433017487414e-06
"130","ppkA","PA0074",-1.52774729544802,9.93433017487414e-06
"2052","mexS","PA2491",1.57586084192867,9.93748369850041e-06
"3414","tyrS","PA4138",1.74699690283568,9.94165065362353e-06
"3884","prfA","PA4665",-1.51705639947026,9.94202138653472e-06
"1509","PA1749","PA1749",1.39396881872655,9.96031819137603e-06
"23","ig_289","ig_289",1.31656511825744,9.99005140313855e-06
"2613","ubiG","PA3171",-1.35998462194819,1.00766342669835e-05
"3492","rpsM","PA4241",-2.00877277153409,1.06261949037535e-05
"913","PA1012","PA1012",-1.60004870769663,1.06261949037535e-05
"437","mexB","PA0426",-1.57536088420186,1.06261949037535e-05
"4340","PA5176","PA5176",1.27269288623175,1.06261949037535e-05
"2751","PA3331","PA3331",-2.32098013952253,1.07719333570107e-05
"2109","PA2559","PA2559",1.73652128587253,1.08278813000597e-05
"3561","mvaT","PA4315",1.46791253840823,1.08434683455049e-05
"3460","ppgL","PA4204",1.72113909180789,1.09580035496728e-05
"3674","rplM","PA4433",1.24420841845426,1.09662026150157e-05
"4443","glnK","PA5288",1.78536244943795,1.1318921205122e-05
"3490","rpsD","PA4239",-3.1719842182611,1.14038221085134e-05
"1283","cycH","PA1483",-1.83511485171557,1.1434981662417e-05
"1071","PA1198","PA1198",1.2062360991506,1.16288774738726e-05
"3926","phuU","PA4707",-1.30370090164949,1.17011533623431e-05
"2155","PA2608","PA2608",-1.45145109502435,1.17641767318962e-05
"1560","fabI","PA1806",-1.61168352551389,1.18604370832674e-05
"2544","PA3081","PA3081",-1.43578568177869,1.18604370832674e-05
"4630","PA5504","PA5504",-1.79988139184679,1.1900065342032e-05
"1637","phzD2","PA1902",-2.77155444471322,1.19027918643567e-05
"1128","cobC","PA1276",-1.65058472855159,1.20996882502326e-05
"3260","PA3940","PA3940",1.57323109589811,1.24648266925782e-05
"3003","fabZ","PA3645",-2.5810641080239,1.26174868408013e-05
"2607","hisC2","PA3165",-1.7358092786244,1.26174868408013e-05
"2910","argF","PA3537",1.20113623746006,1.26174868408013e-05
"882","tolB","PA0972",-1.58807596537404,1.29088665524649e-05
"3009","cdsA","PA3651",-1.82431163226672,1.31649470929297e-05
"1375","htpG","PA1596",-2.05724191748736,1.32318001165071e-05
"2680","rluA","PA3246",-1.65267092500189,1.3399575505755e-05
"3246","PA3925","PA3925",1.5986244496644,1.35600568121865e-05
"3757","PA4520","PA4520",1.47384128215828,1.35624188618019e-05
"3503","rplX","PA4252",-1.96651002330928,1.35966960655709e-05
"1532","cmaX","PA1773",1.44876644633809,1.38494817148156e-05
"482","glcB","PA0482",-1.4434030639873,1.40363505588385e-05
"897","pqsA","PA0996",-1.40770185752771,1.40419443872333e-05
"2870","metG","PA3482",-1.59766131574697,1.43042608079031e-05
"3540","pitA","PA4292",-1.35792733966125,1.46819420643815e-05
"1575","nudC","PA1823",-1.46336736987796,1.4687249668605e-05
"323","spuG","PA0303",-1.45340596519659,1.48902328583557e-05
"3662","PA4421","PA4421",1.42240467838978,1.49025118820723e-05
"4360","amgR","PA5200",1.28373756425579,1.49025118820723e-05
"3094","trmD","PA3743",1.20357776301478,1.51671017681235e-05
"3933","PA4714","PA4714",1.78454344652336,1.54465701384714e-05
"177","PA0128","PA0128",1.4085294581355,1.54465701384714e-05
"3942","PA4723","PA4723",1.38811579741011,1.54465701384714e-05
"378","coaD","PA0363",1.32099749454191,1.54465701384714e-05
"1662","PA1934","PA1934",1.25801324103876,1.54465701384714e-05
"1557","lon","PA1803",-1.88845261965521,1.59824416519562e-05
"1282","ccmH","PA1482",-2.14565697046126,1.59933884047345e-05
"3669","sspA","PA4428",-2.05273085925112,1.59933884047345e-05
"4615","dsbA","PA5489",1.43528697588958,1.63284877758347e-05
"4625","zur","PA5499",1.21610829909011,1.65454965433539e-05
"875","ruvC","PA0965",-1.35769646274124,1.67459190785067e-05
"3614","PA4373","PA4373",-2.02638241589362,1.69863572311556e-05
"4406","PA5247","PA5247",1.45276769895623,1.70526933705971e-05
"1636","phzC2","PA1901",-2.85684814690839,1.71424180412645e-05
"1443","PA1675","PA1675",1.29575407660672,1.71424180412645e-05
"1168","PA1325","PA1325",1.41651467031643,1.72713305799223e-05
"866","PA0955","PA0955",-1.78089740394106,1.73339339420558e-05
"4385","PA5225","PA5225",1.20947022906724,1.73504220593105e-05
"1708","dhcA","PA1999",1.87841058537455,1.78479073982485e-05
"3560","purU1","PA4314",1.5981300090228,1.79048321845494e-05
"3794","rplU","PA4568",1.61168824258246,1.79069324390378e-05
"4519","betB","PA5373",1.47046589259911,1.80451747855427e-05
"414","pyrB","PA0402",-1.31248113902347,1.84222548816194e-05
"2371","pyrF","PA2876",1.35873256473727,1.84945496669139e-05
"1145","PA1299","PA1299",1.44521429600914,1.86681588900972e-05
"526","PA0536","PA0536",1.45453474056816,1.86848019857375e-05
"3317","proA","PA4007",1.16199992419951,1.9323018848041e-05
"696","PA0756","PA0756",1.18231518505946,2.02129073939668e-05
"2754","acp3","PA3334",-1.8898460329595,2.05225607254183e-05
"3488","rplQ","PA4237",-2.48998928604282,2.05234122452613e-05
"2118","PA2569","PA2569",1.43865535209546,2.06009360027153e-05
"3279","PA3967","PA3967",1.65375562284999,2.11948826703482e-05
"867","proS","PA0956",-1.29370083464287,2.11948826703482e-05
"1280","ccmF","PA1480",-1.95963206850404,2.13852559461257e-05
"188","ahpF","PA0140",1.89079277328104,2.23562147398025e-05
"3580","PA4336","PA4336",1.2906318536623,2.23562147398025e-05
"3833","mapZ","PA4608",1.2002168690148,2.2381200245967e-05
"1255","flhF","PA1453",1.48765023872358,2.2400435295257e-05
"521","PA0529","PA0529",1.25161112614296,2.25655876091961e-05
"732","prpB","PA0796",-1.5029911428477,2.25852792529979e-05
"297","PA0277","PA0277",1.51119560187605,2.33732828705455e-05
"4126","rpsF","PA4935",1.55056743243517,2.35044868499594e-05
"56","ig_599","ig_599",-1.13812406120172,2.4276746632615e-05
"3502","rplE","PA4251",-1.79601672257442,2.43808306923863e-05
"147","vgrG1","PA0091",-1.32097259330854,2.4393749989619e-05
"4137","mutL","PA4946",-1.55647027038508,2.50639955894668e-05
"905","nadA","PA1004",1.10251724973408,2.51741276525974e-05
"3968","glmM","PA4749",-1.14040156289515,2.55492276976626e-05
"377","fdx1","PA0362",1.29874645826565,2.62940665549033e-05
"102","PA0042","PA0042",1.25371465838491,2.62940665549033e-05
"2691","PA3260","PA3260",1.48268617791553,2.70109580770006e-05
"635","anmK","PA0666",-1.27708104954788,2.70109580770006e-05
"1889","PA2274","PA2274",1.49705107470177,2.70944257113035e-05
"4346","PA5182","PA5182",1.178434215068,2.70944257113035e-05
"4377","PA5217","PA5217",-1.3489481126481,2.72009593412857e-05
"1895","PA2281","PA2281",1.39880466450935,2.77000511618534e-05
"2749","PA3329","PA3329",-2.01059872249598,2.77539492140613e-05
"4647","PA5523","PA5523",1.38344926648052,2.77539492140613e-05
"1590","PA1839","PA1839",1.26422343305066,2.77539492140613e-05
"3322","PA4013","PA4013",1.20406066963226,2.77906533577018e-05
"2750","PA3330","PA3330",-1.95165876888051,2.78015670941317e-05
"1143","PA1296","PA1296",1.56835891439707,2.8185317949277e-05
"2901","rnt","PA3528",-1.48560910036432,2.82621693767974e-05
"785","PA0862","PA0862",1.23014159829111,2.83389829282336e-05
"641","hemO","PA0672",-1.15132729744757,2.87521672843943e-05
"3644","secA","PA4403",-1.4592411877491,2.87941052036165e-05
"4586","PA5456","PA5456",-1.57370170046701,2.88522257999302e-05
"4453","cycB","PA5300",1.14698721322836,2.88522257999302e-05
"2285","PA2769","PA2769",1.17972508830964,2.90615609416948e-05
"1183","aatQ","PA1341",-1.85377475774594,2.91953645996831e-05
"4467","rpmG","PA5315",1.63916011189041,2.92038583067616e-05
"3038","PA3684","PA3684",1.64142223052564,2.95595968910142e-05
"79","trkA","PA0016",-1.19647322176017,2.95716310859694e-05
"3729","magC","PA4490",-1.61448362963441,2.96114061497881e-05
"3482","pchA","PA4231",-2.62350188446045,2.98574178491773e-05
"1681","PA1965","PA1965",1.18934688150188,2.98574178491773e-05
"4150","fimX","PA4959",-1.32157542896813,3.01401756394082e-05
"790","PA0868","PA0868",1.35043684004413,3.01747224570563e-05
"2269","PA2748","PA2748",1.50828368019233,3.03077012629884e-05
"4493","recG","PA5345",-1.48627012728596,3.0621107514194e-05
"1184","aatJ","PA1342",-1.33488960368078,3.15409779207193e-05
"321","spuE","PA0301",-1.26473023035242,3.15816292653639e-05
"3051","PA3697","PA3697",-1.25786961087362,3.15816292653639e-05
"3507","rplP","PA4256",-1.93653234908017,3.16251752173026e-05
"383","PA0370","PA0370",-1.70531783595809,3.21220835608956e-05
"3730","magB","PA4491",-1.41340774331054,3.24452828936758e-05
"812","aruD","PA0898",-1.6461966337494,3.28647139769758e-05
"4474","argB","PA5323",-1.35482288129813,3.32074376415418e-05
"4135","hfq","PA4944",1.15286430322973,3.3279844765532e-05
"104","exoT","PA0044",1.30746428014338,3.33559775098229e-05
"2688","algO","PA3257",-1.16210648179627,3.33559775098229e-05
"2391","cobI","PA2904",-1.27606028569969,3.34140117235525e-05
"3017","PA3659","PA3659",-1.31513077768227,3.37527814910177e-05
"1716","fahA","PA2008",-1.55381250184596,3.42711314942049e-05
"1125","cobB","PA1273",-1.34714879620005,3.42711314942049e-05
"3505","rpsQ","PA4254",-2.11732203478786,3.44073296357514e-05
"1870","bkdA2","PA2248",-1.50463714922302,3.50368929737071e-05
"880","tolR","PA0970",-1.21198584676448,3.56191596849343e-05
"3724","gatB","PA4484",-1.87981204955929,3.5775371423387e-05
"3622","colR","PA4381",1.17998449798758,3.60651403206318e-05
"738","PA0802","PA0802",-1.31008176861211,3.61010070758136e-05
"746","PA0810","PA0810",1.4362173254794,3.61322195048434e-05
"3231","tseT","PA3907",-1.34487757101015,3.62035752997484e-05
"3732","roxR","PA4493",-1.24428900787211,3.62035752997484e-05
"3570","PA4324","PA4324",1.43886909486076,3.63689275393694e-05
"3140","bamB","PA3800",-1.57475767349978,3.64750192733223e-05
"1130","cobP","PA1278",-1.97852248340655,3.65418528768398e-05
"2357","PA2860","PA2860",1.53128754585299,3.65418528768398e-05
"1426","hsiC2","PA1658",-2.31609011661343,3.67402445219404e-05
"3489","rpoA","PA4238",-2.23236124305564,3.67516417255036e-05
"1983","PA2401","PA2401",-1.97199387478262,3.68239083627579e-05
"426","chpB","PA0414",-1.43773401147572,3.70721476900528e-05
"14","ig_194","ig_194",1.21080432405701,3.74691504451209e-05
"2608","pheA","PA3166",-1.94318575934735,3.74752951409195e-05
"914","purC","PA1013",-1.65145333805775,3.75365174600046e-05
"1327","PA1545","PA1545",1.11818429677465,3.79519714275822e-05
"3508","rpsC","PA4257",-1.57819393553541,3.8026866450387e-05
"114","PA0055","PA0055",1.13432334644645,3.96292112304182e-05
"425","chpA","PA0413",-1.22589644534389,4.12927012226787e-05
"3640","PA4399","PA4399",-1.12394621301097,4.34215947647654e-05
"1458","PA1692","PA1692",-1.97598674208807,4.37395824336857e-05
"3883","prmC","PA4664",-1.85598830772896,4.39369127991527e-05
"792","phhC","PA0870",-1.46440878328269,4.39369127991527e-05
"2748","PA3328","PA3328",-1.51437981266057,4.39796888020715e-05
"374","PA0359","PA0359",1.40195497177138,4.41632197252186e-05
"1892","arsR","PA2277",1.17824568608629,4.64169737008213e-05
"2992","PA3634","PA3634",-1.16430574979624,4.67308960883505e-05
"1180","ggt","PA1338",-1.81064527078283,4.70197733265871e-05
"3277","PA3965","PA3965",1.34168246798965,4.75921738955528e-05
"4495","PA5347","PA5347",1.16861798071203,4.75921738955528e-05
"1461","pscP","PA1695",-1.19325139835563,4.82566963448652e-05
"887","PA0978","PA0978",1.08626338488187,4.82566963448652e-05
"1588","PA1837","PA1837",-1.21360606621099,4.84648188860148e-05
"2160","PA2613","PA2613",-1.23745432272795,4.84730055796938e-05
"4482","PA5333","PA5333",1.42387323080282,4.87426829471668e-05
"2242","PA2712","PA2712",1.63857245251606,4.94370736255366e-05
"3276","PA3962","PA3962",1.49058140297355,4.95563219640595e-05
"4362","PA5202","PA5202",-1.62649195032701,4.99745848532305e-05
"3278","PA3966","PA3966",1.60327713334767,5.02270357667916e-05
"3175","PA3837","PA3837",-1.1484976961528,5.02474561041207e-05
"3566","PA4320","PA4320",-1.50527186615944,5.04170217785377e-05
"818","lysC","PA0904",-1.49431331016502,5.07183398759417e-05
"864","PA0953","PA0953",1.06939550028168,5.1020509912038e-05
"2761","PA3341","PA3341",1.10056966098515,5.10883977501484e-05
"441","metF","PA0430",-2.03355029714439,5.16674996659122e-05
"3347","ispA","PA4043",1.22847002694474,5.16674996659122e-05
"1367","sucC","PA1588",-1.88056452214674,5.21750758166096e-05
"2615","PA3173","PA3173",-1.72794488223701,5.24296411054693e-05
"2258","PA2737","PA2737",1.31377661704891,5.24296411054693e-05
"4076","osmE","PA4876",1.85206185277372,5.35295159400245e-05
"3312","rodA","PA4002",-1.07338423660414,5.39899574419309e-05
"4464","pauC","PA5312",1.68289939941733,5.4538770418013e-05
"2466","PA2993","PA2993",-1.81264460306387,5.56723963821851e-05
"1222","sicX","PA1414",1.19681097896234,5.57777956159683e-05
"4234","hslV","PA5053",-1.5318926984349,5.67596106034544e-05
"3501","rpsN","PA4250",-1.85454162414422,5.70469386224629e-05
"2591","PA3129","PA3129",1.46881534356095,5.7159519119765e-05
"1728","galU","PA2023",1.49146163528016,5.79191125523094e-05
"2212","mvaU","PA2667",1.46742145940249,5.79191125523094e-05
"3613","PA4372","PA4372",-1.44279882062007,5.79191125523094e-05
"2815","PA3414","PA3414",1.56529419962093,5.85725378271432e-05
"4673","atpH","PA5557",-1.53756467156156,5.85725378271432e-05
"489","PA0489","PA0489",1.06244380887634,5.90845755688217e-05
"1968","pvdQ","PA2385",-2.65198904833899,5.93326515883447e-05
"3904","mksE","PA4685",-1.67245973896981,6.02739594501733e-05
"133","icmF1","PA0077",-1.35122081297313,6.05344860226532e-05
"2184","nuoB","PA2638",-1.55975383794592,6.30954229347029e-05
"435","mexR","PA0424",1.51746276731867,6.37418223194234e-05
"3798","fklB","PA4572",1.13500992676146,6.45179374550972e-05
"2132","uvrC","PA2585",-1.12825377977266,6.50479191271372e-05
"2397","PA2911","PA2911",-1.24169772247059,6.5475768058888e-05
"459","dbpA","PA0455",1.0955855469498,6.55703525104696e-05
"4548","glyA1","PA5415",-1.42975291270643,6.65998662354294e-05
"3977","carA","PA4758",-1.46731320268073,6.8206017850913e-05
"4158","parE","PA4967",-1.18889120963457,6.86090580861813e-05
"1422","PA1654","PA1654",1.12531666071783,6.8938649893918e-05
"3504","rplN","PA4253",-2.09410199741025,6.90180687870765e-05
"2043","PA2481","PA2481",1.34927020021478,6.9334159059862e-05
"4674","atpF","PA5558",-1.51986991647393,7.02371748915534e-05
"286","hcpC","PA0263",-2.26990750732387,7.10133519308954e-05
"3130","oprC","PA3790",-1.43294552233676,7.110334973761e-05
"3981","grpE","PA4762",-1.92118354552989,7.1806076852814e-05
"3125","PA3784","PA3784",-1.03684216433274,7.30854886631935e-05
"2681","PA3247","PA3247",-1.2323565645965,7.34180756207419e-05
"1368","sucD","PA1589",-2.02154719456982,7.34194236428924e-05
"1079","PA1206","PA1206",1.07945338247584,7.34194236428924e-05
"4458","PA5305","PA5305",1.03427501231845,7.34194236428924e-05
"2753","fabH2","PA3333",-1.79257637034912,7.34629712032154e-05
"2740","PA3317","PA3317",1.17414028552436,7.45366400668579e-05
"4409","PA5250","PA5250",-1.21335612779095,7.58553252197947e-05
"1144","PA1297","PA1297",1.22878214896343,7.61360634366031e-05
"3295","PA3983","PA3983",-1.27766258771894,7.62864728849388e-05
"3890","PA4671","PA4671",-1.24516005886198,7.78282628072464e-05
"1435","hsiJ2","PA1667",-2.34557161122351,7.93650605815779e-05
"4412","algP","PA5253",1.04008833002712,7.93650605815779e-05
"438","oprM","PA0427",-1.35574153644832,8.00403094508051e-05
"135","tssK1","PA0079",-1.42235135601804,8.02198201894162e-05
"4242","PA5061","PA5061",1.12732857697058,8.21274556172056e-05
"1002","PA1116","PA1116",1.17236740636041,8.2176640312502e-05
"2279","oprQ","PA2760",-1.38936403593815,8.21939097711946e-05
"1493","PA1729","PA1729",1.18562180935393,8.28180738689812e-05
"2871","PA3483","PA3483",-1.16902132852892,8.32870036543915e-05
"4344","PA5180","PA5180",1.50057430981205,8.4647527443215e-05
"4617","PA5491","PA5491",1.24879156415234,8.4647527443215e-05
"2995","pyrG","PA3637",-1.11958356915299,8.4647527443215e-05
"3308","PA3998","PA3998",-1.3279984609176,8.51096321956785e-05
"2768","cheR1","PA3348",1.21591330402708,8.55542605819454e-05
"704","mucB","PA0764",1.1485653908843,8.55542605819454e-05
"3630","PA4389","PA4389",1.09656959124438,8.55542605819454e-05
"3723","gatA","PA4483",-1.45042841837267,8.5679459097925e-05
"4461","lrp","PA5308",1.25647329109344,8.5679459097925e-05
"2171","idh","PA2624",-1.92448091193563,8.59530555748353e-05
"405","proC","PA0393",-1.09559513551457,8.59530555748353e-05
"2341","PA2840","PA2840",1.20571581281001,8.67018992034875e-05
"1126","PA1274","PA1274",-1.67785812066646,8.72770295785671e-05
"182","bauR","PA0133",1.42554757656979,9.06856410076417e-05
"1981","pvdD","PA2399",-1.76708962744939,9.26563201737657e-05
"4520","betI","PA5374",1.73697161219402,9.26563201737657e-05
"467","creB","PA0463",1.43991888005284,9.26563201737657e-05
"1527","PA1768","PA1768",-1.26380978258733,9.26563201737657e-05
"4191","wapG","PA5007",-1.20199260976044,9.3388876419101e-05
"3785","lspA","PA4559",-1.49790925785569,9.35075464566824e-05
"1386","bosR","PA1607",1.40519837759126,9.36019985903922e-05
"3509","rplV","PA4258",-1.40228978229314,9.36019985903922e-05
"2563","xcpT","PA3101",-1.05723654646152,9.36411221592576e-05
"2947","glpM","PA3585",1.25828717928414,9.45613163952477e-05
"1418","PA1645","PA1645",1.60872721073604,9.48874086392282e-05
"1205","pdxB","PA1375",1.25847526549259,9.49846454260173e-05
"3059","wspD","PA3705",-1.08122488015355,9.51049262584083e-05
"4488","PA5339","PA5339",-1.70119167215886,9.5621169005355e-05
"388","ftsX","PA0375",-1.64328865341517,9.58411295394933e-05
"4115","PA4923","PA4923",1.09828295188355,9.60170868954616e-05
"4675","atpE","PA5559",-1.46205870716617,9.70878959003372e-05
"332","PA0312","PA0312",1.28200455012975,9.75806135169229e-05
"4554","PA5423","PA5423",1.10861497869782,0.000100445983970953
"4161","aspP","PA4971",1.07780812246356,0.000101634820502098
"4205","PA5022","PA5022",-1.52974279427934,0.000101964082535727
"3612","PA4371","PA4371",-1.21917876939349,0.000103263015898179
"4592","PA5462","PA5462",1.24173268169405,0.000103313950216996
"1337","ccoP2","PA1555",-1.93339856527875,0.00010546248622588
"2205","PA2659","PA2659",1.6467931556763,0.000105518296067353
"4282","PA5108","PA5108",1.02997394364149,0.000107122570987195
"3982","recN","PA4763",1.10582094954541,0.000107338305709011
"4110","nadD2","PA4917",1.18367462182632,0.000110958332141246
"707","lepA","PA0767",-1.30434291516201,0.000111405694939999
"958","braF","PA1071",-1.24026253831111,0.000111405694939999
"2079","muxA","PA2528",1.08629403870229,0.000113188959677715
"2773","flgZ","PA3353",1.06226644095301,0.000113188959677715
"962","PA1075","PA1075",1.23167622978822,0.000113468931791328
"3967","tpiA","PA4748",1.09053095947916,0.000113589121188712
"3979","dnaJ","PA4760",-1.67087624021903,0.000113748141453555
"187","ahpC","PA0139",1.09496969414446,0.000113867346820292
"3863","PA4642","PA4642",1.58287475391847,0.000113906124434839
"3095","rimM","PA3744",1.04142166408008,0.000115282287810609
"3728","magD","PA4489",-1.028859365318,0.000115691784439379
"1319","PA1533","PA1533",-1.27658865536539,0.000117067964850784
"529","PA0541","PA0541",1.17607315248831,0.000118821363677597
"3227","prfC","PA3903",-1.14763610645491,0.000118821363677597
"3467","phzB1","PA4211",-2.47462089696346,0.000119501660860364
"3859","PA4638","PA4638",1.0116925332564,0.000121960474947322
"2351","PA2854","PA2854",1.21769746788774,0.000123650781158395
"2125","PA2577","PA2577",1.27749979344047,0.000127061086684115
"1969","pvdA","PA2386",-1.95669770483971,0.000127354257639512
"440","PA0429","PA0429",-1.36563325394571,0.000128240787567484
"1994","PA2412","PA2412",1.29297505130158,0.000128240787567484
"3699","PA4458","PA4458",-1.20438347335398,0.000128240787567484
"3024","dapD","PA3666",-1.15146411897481,0.000128240787567484
"1008","PA1122","PA1122",1.05338921748862,0.000128240787567484
"7","ig_111","ig_111",1.25872009084007,0.000130921286276201
"4715","Pae_tR","Pae_tR",1.49876583288862,0.000132324383479389
"3969","folP","PA4750",-1.06234932590838,0.000135737211687601
"2117","PA2568","PA2568",1.11880385163083,0.000140565660804293
"3149","fdx2","PA3809",-1.7630176480574,0.000141694034271781
"2876","tli5","PA3488",-1.53237560629008,0.000141731568507446
"731","prpC","PA0795",-1.50674169512975,0.000142332197030453
"3012","pyrH","PA3654",-1.14810796109232,0.000142332197030453
"4084","irlR","PA4885",1.03650670690318,0.000150285251339911
"820","alpR","PA0906",1.11341433232619,0.000151366659083116
"1274","PA1474","PA1474",1.01566286449023,0.000151677030664708
"3936","PA4717","PA4717",1.27709934819421,0.000152297309482614
"320","spuD","PA0300",-1.1559580944021,0.000156880380599418
"4109","nrtR","PA4916",1.15520173562034,0.000156880380599418
"2020","gcvH2","PA2446",-1.24200204389942,0.000158239630675447
"3903","mksF","PA4684",-1.03245342412035,0.000159276906047962
"392","PA0379","PA0379",1.16133851775282,0.000160127332716695
"3323","PA4014","PA4014",1.14973024054141,0.000162150242165226
"3795","ispB","PA4569",-1.04679401682791,0.000162833212598821
"282","PA0255","PA0255",1.10262641310082,0.000164679700696842
"3485","uvrA","PA4234",-1.12644228079562,0.000164685838306399
"1721","liuC","PA2013",-1.2758870111983,0.000168420857358684
"789","mliC","PA0867",1.07735534047123,0.000169704419128371
"3010","uppS","PA3652",-1.18788626867039,0.000170059598880185
"2720","vgrG4a","PA3294",-1.14118492458871,0.000170828270502443
"2619","PA3177","PA3177",1.25270835196606,0.00017187530624548
"2456","PA2983","PA2983",1.18941136313225,0.000173328667118089
"3809","PA4583","PA4583",1.09235926739035,0.000175852292407418
"2047","PA2485","PA2485",1.51631508674442,0.000176092934325973
"3989","lldP","PA4770",-1.07599656040574,0.000181212880317826
"3832","PA4607","PA4607",1.0117571356715,0.000184044216199047
"807","argR","PA0893",-1.35985138726446,0.000186457309525685
"1360","sdhC","PA1581",-1.12547329496714,0.000189434151847536
"1460","pscQ","PA1694",-1.27337436189111,0.000190495778537
"36","ig_370","ig_370",1.00191071892911,0.000191659348942494
"2902","PA3529","PA3529",1.53563573721844,0.000195374179143125
"2937","PA3575","PA3575",1.2862575209209,0.000195743690657719
"4255","PA5074","PA5074",-1.12440988968193,0.00019631419642589
"404","PA0392","PA0392",-1.22111885483048,0.000197719487989523
"3780","pilR","PA4547",-1.24404965537928,0.000206501800425337
"3565","PA4319","PA4319",-1.03389853082499,0.000207785574129169
"1565","nppA1","PA1811",-1.07751326835095,0.000210156955145316
"4648","PA5524","PA5524",1.0887651862292,0.000210708584582302
"3914","ilvH","PA4695",-1.70480918359852,0.000211224019288436
"974","flgL","PA1087",-1.14674003482528,0.000215652010102058
"481","PA0481","PA0481",1.09580255744052,0.000215652010102058
"1000","PA1114","PA1114",1.00066645827856,0.000216269990737425
"136","tssJ1","PA0080",-1.1639459690104,0.000218203383518312
"814","PA0900","PA0900",-1.11912319919142,0.000220187405891904
"1973","opmQ","PA2391",-1.46828195524298,0.00022159344140997
"4233","PA5052","PA5052",-1.09471167125475,0.000223832080108635
"2504","PA3033","PA3033",1.00682523126841,0.0002258550181795
"4317","mutY","PA5147",-1.19258498119077,0.000229409856629567
"1562","nppC","PA1808",-1.17601770575973,0.000230275633970239
"2510","PA3040","PA3040",1.43456566221887,0.000231488665935719
"1068","ddaH","PA1195",1.03505953853636,0.000238601902033848
"2471","nqrB","PA2998",-1.16283157776242,0.000239122509788919
"3157","PA3817","PA3817",1.03702449047271,0.000240899787506807
"1445","PA1677","PA1677",1.40831470948486,0.000241186398033751
"1853","PA2204","PA2204",-2.16726821703947,0.000243305883551434
"98","PA0038","PA0038",1.30676534930945,0.000247466303575236
"4376","PA5216","PA5216",-1.42212162051227,0.000247545288643198
"2570","purF","PA3108",-1.2782270557827,0.000249235204590262
"1977","pvdO","PA2395",-2.17699866408665,0.000252972426263915
"3238","moaD","PA3917",1.09408444616425,0.000255423223720011
"3145","pilF","PA3805",-1.15459841631445,0.000259070917086707
"2765","hptB","PA3345",1.04022019973087,0.000264554056110623
"3927","phuT","PA4708",-1.37066281471776,0.000266464154143883
"3888","ipk","PA4669",-1.17468384558102,0.000266841217816534
"3115","PA3767","PA3767",-1.10045266745749,0.000269070529556175
"3402","bphP","PA4117",-1.1365299783224,0.000271165192275695
"439","PA0428","PA0428",-1.1270195305072,0.000276409145494063
"145","tssG1","PA0089",-1.02154361755981,0.000276410390963421
"1600","PA1852","PA1852",1.19060337763552,0.000278986951002307
"50","ig_524","ig_524",1.23075679223842,0.000293355744895195
"821","alpA","PA0907",1.15732905710092,0.000293355744895195
"881","tolA","PA0971",-1.03716126886706,0.00029555991308366
"4352","pckA","PA5192",-1.11501352446636,0.000301974905333729
"2347","ohr","PA2850",1.1129705718422,0.000303012981937591
"445","PA0434","PA0434",-1.05510954088302,0.000307497743274878
"4465","gabT2","PA5313",1.0294733409924,0.000308508136454951
"3682","PA4441","PA4441",1.00703983116093,0.000312723444132813
"123","PA0066","PA0066",1.04697782213236,0.000316634938959963
"1245","PA1442","PA1442",1.21894780264137,0.000319742419671915
"3779","pilS","PA4546",-1.01490403032396,0.000321339529496639
"963","PA1076","PA1076",1.02152852182718,0.000325246569004687
"4258","opgH","PA5077",-1.01114342003862,0.000325246569004687
"2030","PA2462","PA2462",-1.06557060266799,0.000339540917740073
