"Gene","Locus_Tag","logFC","adj.P.Val"
"PA5216","PA5216",-1.42212162051227,0.000247545288643198
"purF","PA3108",-1.2782270557827,0.000249235204590262
"pvdO","PA2395",-2.17699866408665,0.000252972426263915
"PA3618","PA3618",0.988093502209016,0.000255300191761283
"moaD","PA3917",1.09408444616425,0.000255423223720011
"PA0419","PA0419",0.895415727297791,0.000256208174154972
"PA4537","PA4537",0.938706331544914,0.000257689344024395
"pilF","PA3805",-1.15459841631445,0.000259070917086707
"hptB","PA3345",1.04022019973087,0.000264554056110623
"PA2618","PA2618",-0.944200497239475,0.000265336687501326
"phuT","PA4708",-1.37066281471776,0.000266464154143883
"ipk","PA4669",-1.17468384558102,0.000266841217816534
"PA3767","PA3767",-1.10045266745749,0.000269070529556175
"bphP","PA4117",-1.1365299783224,0.000271165192275695
"PA0428","PA0428",-1.1270195305072,0.000276409145494063
"tssG1","PA0089",-1.02154361755981,0.000276410390963421
"PA1852","PA1852",1.19060337763552,0.000278986951002307
"PA3665","PA3665",0.902143314270012,0.000278986951002307
"edd","PA3194",0.903238730243808,0.000282470050100014
"ig_524","ig_524",1.23075679223842,0.000293355744895195
"alpA","PA0907",1.15732905710092,0.000293355744895195
"PA1374","PA1374",0.895526070023932,0.000294233866136833
"tolA","PA0971",-1.03716126886706,0.00029555991308366
"gcdR","PA0448",0.880769190079258,0.000299172420002852
"PA4466","PA4466",-0.958020488536592,0.000300020592071587
"pckA","PA5192",-1.11501352446636,0.000301974905333729
"PA0319","PA0319",0.945990367122135,0.000301974905333729
"spuA","PA0297",0.911945408382255,0.000301974905333729
"PA2956","PA2956",0.911499644022067,0.000301974905333729
"ohr","PA2850",1.1129705718422,0.000303012981937591
"PA0434","PA0434",-1.05510954088302,0.000307497743274878
"gabT2","PA5313",1.0294733409924,0.000308508136454951
"PA5071","PA5071",-0.875917893948766,0.000308508136454951
"PA4441","PA4441",1.00703983116093,0.000312723444132813
"PA4840","PA4840",0.895545959314608,0.000315685948301944
"PA0066","PA0066",1.04697782213236,0.000316634938959963
"PA1442","PA1442",1.21894780264137,0.000319742419671915
"pilS","PA4546",-1.01490403032396,0.000321339529496639
"PA4368","PA4368",0.969850998794874,0.000321899819209658
"PA1076","PA1076",1.02152852182718,0.000325246569004687
"opgH","PA5077",-1.01114342003862,0.000325246569004687
"rpsB","PA3656",0.913997348019686,0.00033176904250523
"PA2462","PA2462",-1.06557060266799,0.000339540917740073
"PA5130","PA5130",0.927310302303279,0.000339540917740073
"PA1429","PA1429",1.05638837963567,0.000340266321852457
"siaD","PA0169",-0.960340189195358,0.000341472778598818
"glyS","PA0008",-1.3676950933069,0.000342638445667834
"PA0046","PA0046",-1.13091151868922,0.000347100959035749
"PA4789","PA4789",0.952406465023537,0.000351543036735341
"oruR","PA0831",0.952818661527592,0.000354428304800595
"rsmA","PA0905",-1.06850965770479,0.000355062768423422
"rpoN","PA4462",-0.867316202808849,0.000355062768423422
"PA4076","PA4076",1.00180232891254,0.000356124355814177
"PA3327","PA3327",-1.18747746566208,0.000357450293685536
"PA5135","PA5135",-0.954569318623936,0.0003586430796506
"PA5290","PA5290",0.930037709360642,0.0003587130345961
"PA4467","PA4467",-1.02518168480761,0.000362834339443551
"ftsI","PA4418",-0.936801922661338,0.000366390132189054
"dppF","PA4506",-1.3155645206228,0.000372233371657307
"PA4939","PA4939",0.879835574790435,0.000373488443807739
"yeaZ","PA3685",0.89386171378438,0.000374554861700646
"PA3573","PA3573",0.887320348286458,0.000374554861700646
"glyA2","PA2444",-1.43721905759301,0.000376144378968174
"lbcA","PA4667",-1.08778988255629,0.000376480539852314
"PA0309","PA0309",1.38280077759609,0.000378838789752405
"tsiT","PA3908",-1.01249301067478,0.000378982602469621
"moaB2","PA3029",1.00534672509171,0.000380297437010145
"mexW","PA4375",-0.990429009339645,0.000382923091723502
"rpsR","PA4934",1.56813710846555,0.000383754113319626
"ptsN","PA4464",-0.899037497195225,0.00038433334960433
"murE","PA4417",-1.36177701650816,0.000386986493665239
"PA1527","PA1527",-0.86868814256965,0.000387819676318805
"pilK","PA0412",-0.937264325054406,0.000392812440947824
"PA5191","PA5191",1.37663137771132,0.000401424359898235
"sbp","PA0283",-2.08951806930063,0.000410148500613824
"sss","PA5280",-1.10458515704106,0.00041119492538458
"ndk","PA3807",0.888342387517813,0.000415955851973195
"PA2901","PA2901",0.928182232052247,0.000422764189965815
"rplI","PA4932",1.5095019859091,0.000427807670860614
"flgI","PA1084",-1.06138617272552,0.000429404796949609
"PA0960","PA0960",1.00981789623908,0.000429404796949609
"PA2726","PA2726",-0.989632275499214,0.000440232116191615
"PA5459","PA5459",-1.33815519868569,0.000440571674597125
"vgrG6","PA5266",-0.886989231930937,0.000442624930375988
"PA3606","PA3606",1.09845530002979,0.000454042426852041
"ftsK","PA2615",-0.891722958635742,0.000454042426852041
"PA0378","PA0378",0.906462515449068,0.000457221205170519
"rpmJ","PA4242",-1.45381658032711,0.000457484575734199
"PA4972","PA4972",0.926749763169485,0.000457484575734199
"PA3945","PA3945",1.07719309866763,0.000460787639520111
"pscI","PA1722",-1.64027683438402,0.000461132254939567
"PA4377","PA4377",1.03805120256121,0.000469981210930514
"PA2765","PA2765",1.05674495419968,0.000483204114697631
"fadD1","PA3299",-0.986812642532648,0.000488718617990659
"psrA","PA3006",1.45040775348367,0.000489526222577075
"ccmC","PA1477",-0.933271615389548,0.000489526222577075
"flgG","PA1082",0.894068741093502,0.000492840814480917
"lptH","PA4460",-0.865996715366517,0.000493197602710866
"PA3689","PA3689",1.08914857348394,0.000495715348097564
"PA3491","PA3491",-1.20215188793483,0.000498414811827078
"gyrA","PA3168",-1.10808232220483,0.00049880647914041
"potD","PA3610",-0.995827211835389,0.000502366087248163
"PA5502","PA5502",0.961788461152165,0.000502366087248163
"PA0124","PA0124",1.460251573998,0.000507879437462377
"PA5006","PA5006",-1.39271093832909,0.000507879437462377
"PA1164","PA1164",1.27596930551514,0.000509908534546609
"ftsE","PA0374",-1.07575489277211,0.000518504104328805
"iscU","PA3813",-1.82689838222799,0.00052132529572473
"leuC","PA3121",1.38636348108834,0.000525989076229176
"pscF","PA1719",-1.32702209228006,0.000526130843496916
"PA5073","PA5073",1.10030430357383,0.000530187288623355
"PA3481","PA3481",0.898971738091355,0.000532358065858577
"pvdR","PA2389",-0.972136741047931,0.000535217149459669
"ileS","PA4560",-0.852614633677214,0.000535217149459669
"pagL","PA4661",1.09683570985645,0.000541067000271336
"rnhB","PA3642",-0.955041049651127,0.000545933375193318
"tmk","PA2962",-1.12959725583572,0.000552059905613855
"frr","PA3653",-1.32682219740198,0.000561456252960666
"fleS","PA1098",1.07312637644443,0.000569081153899072
"PA0308","PA0308",0.841102018678015,0.000577609665052656
"PA4827","PA4827",0.837244526571479,0.000577869671070773
"siaB","PA0171",-0.982204833133738,0.000580436902123023
"PA2921","PA2921",0.9124010836073,0.000584153054309925
"siaC","PA0170",-0.91289974395945,0.00058692998479805
"PA1305","PA1305",0.87053162793238,0.00058692998479805
"potC","PA3609",-0.85709428309874,0.000587441364661292
"vacJ","PA2800",0.824944052518228,0.000587691220784571
"PA2270","PA2270",0.89813268154438,0.000588190762260148
"PA1359","PA1359",1.24140282628521,0.000593734283096667
"PA5406","PA5406",0.875808117771344,0.00059760261135865
"ccoO2","PA1556",-2.14744318866399,0.000603700037939508
"PA3576","PA3576",0.793521768096777,0.000606463195849416
"uraA","PA4647",-0.857393613352971,0.000607304202171174
"lasI","PA1432",1.08641373626869,0.000608354869923165
"PA2984","PA2984",0.931025299659002,0.000610060440209516
"gcvT2","PA2442",-1.05897051920536,0.000610090952707662
"odsA","PA2077",-0.919783823921593,0.000610634313401213
"trpG","PA0649",0.987418213557659,0.000618127851035163
"PA4966","PA4966",-1.14584291913364,0.000627278776968849
"xcpQ","PA3105",-1.23415707570018,0.000627836959301233
"PA2501","PA2501",0.885110003689956,0.000646507713690363
"wzt","PA5450",-1.22903681944416,0.000680130034791441
"PA0979","PA0979",1.16182660239431,0.000681132972841617
"PA2865","PA2865",0.812376864517364,0.000681557394683189
"PA1048","PA1048",1.17462150589024,0.000683348130042067
"liuR","PA2016",1.03514186858626,0.000699554402730987
"PA1530","PA1530",-1.00324402782122,0.000699554402730987
"PA1821","PA1821",0.982908096043686,0.000699554402730987
"lip2","PA1666",-0.801765001163805,0.000705961791610705
"PA4454","PA4454",-0.812646693246362,0.000710251537667721
"pcnA","PA4918",1.16907786969562,0.000712693018014372
"asrA","PA0779",-1.48391733950125,0.000726954306409315
"PA1602","PA1602",1.12840242307273,0.000739545944213698
"PA5201","PA5201",-0.821917533427747,0.000753664585106138
"PA2770","PA2770",1.19047891550851,0.000755358579463629
"dspI","PA0745",-1.01490036585876,0.000757519086147875
"PA4311","PA4311",0.919442614472123,0.000757988560725874
"PA3950","PA3950",0.831687204467441,0.000761457262726076
"panC","PA4730",-1.04965523444354,0.000764953780737053
"PA0942","PA0942",0.97052003890667,0.000765842663785935
"tal","PA2796",0.985340842606853,0.000766055749249303
"pscR","PA1693",-0.997319755284248,0.000769118217104957
"ftnA","PA4235",1.24676525931474,0.000775197736295156
"PA3833","PA3833",-0.896631489180007,0.000776780949441345
"PA3214","PA3214",-0.958826667508344,0.000784787906613005
"rho","PA5239",-0.95871236661296,0.000787321157018716
"PA4782","PA4782",1.00654154385991,0.000791481804456738
"plsB","PA3673",-0.810706405891857,0.000791481804456738
"pcnB","PA4727",-0.787018777289925,0.000791481804456738
"tssF1","PA0088",-1.02130728860436,0.000801019992184148
"PA0947","PA0947",0.758116758344479,0.000813033815298498
"ruvB","PA0967",-1.06391227436106,0.000815994138772979
"ssg","PA5001",-1.0366983561782,0.000820872494273224
"PA3472","PA3472",0.994323561317809,0.000821729714796437
"PA5551","PA5551",-0.926006634296217,0.000824808435227124
"PA2805","PA2805",1.04213914570001,0.000829843725783418
"PA4713","PA4713",0.848576290564226,0.000829843725783418
"PA3748","PA3748",-0.952633126453598,0.000830271105885972
"hcnA","PA2193",-1.8198019736955,0.000834083143920882
"aceF","PA5016",-1.05567958654572,0.000834083143920882
"qslA","PA1244",1.0955824916824,0.000836822017156514
"PA0915","PA0915",-0.868610185445666,0.00083887611272327
"PA4111","PA4111",0.902142600058717,0.000840197499712338
"pscO","PA1696",-0.871623068173824,0.000859973679636633
"ppa","PA4031",0.805426741270977,0.000883289903993913
"fliM","PA1443",0.872158206279554,0.000888595812525914
"bkdR","PA2246",1.03275006175487,0.000888749074562061
"PA3338","PA3338",1.02248983302704,0.000888749074562061
"PA2729","PA2729",-1.01682939375466,0.000888749074562061
"PA5196","PA5196",0.996367966869322,0.000888749074562061
"murI","PA4662",-0.973640136486358,0.000888749074562061
"PA1966","PA1966",0.852903739307624,0.000888749074562061
"glmS","PA5549",-1.23897048652621,0.000894440047644554
"clpA","PA2620",-0.959523920436582,0.000894735957993225
"PA5080","PA5080",0.789482448644752,0.000897579911661515
"bioB","PA0500",0.805296973141706,0.000899425618043658
"PA4629","PA4629",1.09024911632338,0.000905612937507887
"ubiB","PA5065",-0.882261427041166,0.000912240131332209
"hupB","PA1804",0.840658952269654,0.000917887473635325
"ndh","PA4538",0.829996411446319,0.000924862603639354
"metR","PA3587",0.79886884346778,0.000925019974415026
"PA2943","PA2943",1.0288359357319,0.000925723357019902
"PA3808","PA3808",-1.1935481007959,0.000926255255858542
"estX","PA1771",-0.971077947141637,0.000926255255858542
"proB","PA4565",0.856153141563585,0.000932630158995252
"lysS","PA3700",-1.45849526694636,0.000945664967912873
"dps","PA0962",0.824989304497573,0.000963642092934503
"PA2536","PA2536",-0.84264565501234,0.000971206299025665
"PA4340","PA4340",1.24031777717978,0.000971217042069188
"endA","PA2749",0.745336682921112,0.000971217042069188
"PA2582","PA2582",0.822443982565431,0.000971395539111816
"hisI","PA5066",0.837376028516763,0.000973464381387036
"PA2451","PA2451",-0.934793929291223,0.000974921714664492
"pmpR","PA0964",-0.860997413491428,0.000974921714664492
"PA0127","PA0127",0.82108449313148,0.000974921714664492
"mfd","PA3002",-0.853847750672982,0.000982994223444193
"rmlD","PA5162",-0.828138437402771,0.000986348065207419
"rpoS","PA3622",-1.00447422813822,0.000997221875456092
"rbfA","PA4743",-1.6057204661144,0.000999018289463858
"PA3229","PA3229",0.875762871193854,0.000999018289463858
"xcpV","PA3099",-0.963971768810933,0.00100164544030029
"PA4582","PA4582",0.717277063181251,0.00100980846347453
"htpX","PA2830",0.859013483664645,0.00101212388806622
"ung","PA0750",1.02388617617496,0.00101440082749527
"fusA1","PA4266",-1.40504351926073,0.00101451096949871
"cupC1","PA0992",0.810430384939901,0.00103452138794062
"ctpH","PA2561",0.928668332683428,0.00103777568966481
"fabF1","PA2965",-0.872526460935608,0.00105002642273603
"PA1672","PA1672",1.07938032085085,0.00105044449225549
"PA4369","PA4369",0.971998756211797,0.00105053834809736
"PA1889","PA1889",0.856047972227771,0.00105053834809736
"PA1572","PA1572",0.791837616036183,0.00105053834809736
"PA5408","PA5408",1.01629667378635,0.00105245212931948
"rhl","PA3861",-0.936670811919658,0.00106297981621682
"mqoB","PA4640",-0.892380546259958,0.00106309067813287
"metX","PA0390",-1.01843269852244,0.00106394782942682
"pstC","PA5368",0.801906211134046,0.00106394782942682
"PA0062","PA0062",0.956804332255849,0.00107900566665953
"PA0712","PA0712",0.830898640435722,0.00110122618138225
"aruE","PA0901",-0.914551779255819,0.00110657866520635
"ppiA","PA3227",-0.853255332161693,0.00111151075482338
"PA3740","PA3740",1.08760669629779,0.00111535919246503
"PA5306","PA5306",1.31229023381372,0.00112015958263694
"spdH","PA3713",-0.933133935561644,0.00113012289683371
"copA2","PA1549",-0.931479524735728,0.0011329132958482
"PA0284","PA0284",-1.97197708951107,0.00115608430010977
"pilU","PA0396",-0.831181052534264,0.00115608430010977
"PA5190","PA5190",0.74853084842684,0.00116114672149394
"cspD","PA2622",0.959205475500243,0.00116776131768442
"PA1283","PA1283",0.930478966461613,0.00116776131768442
"PA4131","PA4131",-1.57882365818034,0.00116797764969446
"tagS1","PA0072",-0.869197387943716,0.00116797764969446
"ppk","PA5242",-1.25262448869308,0.00117044710764318
"braE","PA1072",-0.790301663436279,0.00117978196564672
"codA","PA0437",-0.848095426799859,0.00118408251357673
"PA5120","PA5120",0.809520207536254,0.00119100470810687
"PA0503","PA0503",-0.885154979253359,0.00119960174330631
"PA5330","PA5330",1.11668627852895,0.00120200845404801
"PA0125","PA0125",0.965593230713872,0.00120200845404801
"mepM","PA0667",-0.93565486063681,0.00120200845404801
"tagF1","PA0076",-0.934682665833013,0.00120200845404801
"PA2632","PA2632",-0.881321224036814,0.00120200845404801
"PA4612","PA4612",0.737796572258898,0.00120200845404801
"hisC1","PA4447",-0.912023397798637,0.00120564413463654
"catR","PA2510",0.796419341975734,0.00120564413463654
"hsiH2","PA1661",-0.730018978757164,0.00122254719588111
"tssL1","PA0078",-1.10006971681218,0.00122744432243903
"pruR","PA0780",0.896357439349245,0.00122959308090849
"PA0959","PA0959",0.825595802816078,0.00122959308090849
"PA5458","PA5458",-0.926616749350511,0.00123718753817296
"micA","PA0382",-0.829398594339289,0.00125426001330668
"truB","PA4742",-0.936732901436,0.00125956874196076
"PA3598","PA3598",0.819253271217543,0.00126180945638056
"PA3779","PA3779",1.13626326970396,0.00127859934897756
"ohrR","PA2849",0.931134568733065,0.00128916165606976
"PA5382","PA5382",0.77766984384997,0.00128950364129878
"PA4616","PA4616",-0.952440861806587,0.00130212103116019
"PA1606","PA1606",0.929882386710908,0.00131763949317732
"PA1157","PA1157",0.829990157857594,0.00132045682418387
"ladS","PA3974",1.03118903905453,0.00132378717354279
"PA0789","PA0789",0.738376689207707,0.00133869049879557
"PA4453","PA4453",-1.10944203652548,0.00136192697882032
"gntR","PA2320",1.06159969216427,0.0013645060969064
"pyrD","PA3050",0.772761019473748,0.00136785751872101
"PA4940","PA4940",0.780086196779489,0.00137358745958854
"recR","PA1534",-0.775988751566981,0.00138338982073966
"PA0968","PA0968",-0.952309120156601,0.0013842861703501
"thrC","PA3735",-0.967626623465096,0.00138558870103846
"PA3881","PA3881",0.95444828402492,0.00139898632008302
"tagQ1","PA0070",-0.834287046997801,0.00139898632008302
"holB","PA2961",-1.06374681715056,0.00140473921565747
"PA0333","PA0333",0.774930244581701,0.00140508245861107
"PA3844","PA3844",0.846338999269061,0.00140852757265632
"hisA","PA5141",-0.82693202644183,0.00142322892482118
"rpoD","PA0576",-0.725483343125821,0.00142952273134624
"mreC","PA4480",-0.750305503818828,0.00143322734520508
"PA4793","PA4793",0.933237286914249,0.00143630932641384
"PA3009","PA3009",0.908746684767091,0.00144025980190462
"PA3835","PA3835",0.91490601364119,0.00145223090064101
"PA2606","PA2606",-0.852555444053498,0.00145867197863967
"PA1495","PA1495",-0.802607776318302,0.00146315370824543
"lpxC","PA4406",0.774331100173105,0.00147120661743627
"hsiG2","PA1660",-0.831507679831056,0.00148486174380561
"PA0399","PA0399",-1.50083947697106,0.00151567795740107
"pntAA","PA0195",-0.836277242192595,0.00151642464227873
"cysB","PA1754",0.764108790389858,0.00151977957622132
"trpB","PA0036",0.900948803221314,0.00152987360930959
"lpdV","PA2250",-0.949605994470207,0.00153394646196828
"PA5329","PA5329",0.970645210038525,0.00154132382940189
"PA5441","PA5441",0.745212811731242,0.00154132382940189
"PA3747","PA3747",-0.864117203189344,0.00155958949383285
"purE","PA5426",0.703093177349392,0.00157411016389425
"PA1306","PA1306",0.743179172022531,0.00157548485526038
"PA1791","PA1791",-0.867717135450559,0.00157857285179552
"tssA1","PA0082",0.740202836271727,0.00158020117660557
"clpP","PA1801",-0.750903913234946,0.00160385942345766
"PA0468","PA0468",0.924872962731908,0.00161343418487065
"PA4877","PA4877",1.05978282282223,0.00161822228994927
"bkdB","PA2249",-0.993181355564941,0.00161995275857521
"ig_612","ig_612",-0.913618168896382,0.00161995275857521
"PA4423","PA4423",-0.791949747761394,0.00162807124036238
"znuC","PA5500",0.71559784615761,0.00162807124036238
"PA5064","PA5064",-0.702201044965647,0.00162836573986257
"pgl","PA3182",0.91675787217499,0.00163241562875967
"rpoZ","PA5337",0.830242040014278,0.00167088453464268
"PA3791","PA3791",-0.78406148241623,0.0016810221131267
"rpsS","PA4259",-1.18105092236846,0.00168638535338967
"pilP","PA5041",-0.78730786202658,0.0016955122547892
"PA1315","PA1315",0.775905168824026,0.00170055530676436
"rpsA","PA3162",-0.931726515086937,0.00171378149903688
"algC","PA5322",-1.21086020424418,0.00171754597672409
"PA3691","PA3691",1.39554876564068,0.00172302352035878
"dhcR","PA1998",0.963716935579777,0.00172803222812461
"iscR","PA3815",0.989231211471047,0.00173868140570485
"PA1110","PA1110",0.903792370161321,0.00174371310304274
"rhlG","PA3387",1.09040145633806,0.0017448938094646
"phuV","PA4706",-0.915533607841999,0.0017448938094646
"PA3388","PA3388",0.863433352888284,0.0017448938094646
"PA1741","PA1741",0.784503603146991,0.0017448938094646
"PA2658","PA2658",0.78197227529274,0.0017448938094646
"PA4933","PA4933",1.37381736683198,0.00174702073771947
"PA5503","PA5503",-0.71006593095013,0.00176166562537831
"PA3178","PA3178",0.767321514657769,0.00177581878725898
"dinB","PA0923",0.862001667533121,0.00178719856221667
"PA2423","PA2423",0.880883315607034,0.00179123345188404
"PA4787","PA4787",0.78480080055909,0.00182388949988363
"rbsB","PA1946",0.754321883001258,0.00183201382311574
"PA4032","PA4032",0.824053058779834,0.00183670467275389
"icmF2","PA1669",-1.08610038007072,0.00184042692146027
"aat","PA2617",-0.758233434992333,0.0018478634659307
"mucE","PA4033",1.25218394831679,0.00185459321725047
"pilD","PA4528",-0.927402210669171,0.00186299125088808
"PA2829","PA2829",-0.936916494579836,0.00186379085498149
"pyrC","PA3527",-0.824959420422236,0.00186859719887402
"nppD","PA1807",-0.948273318853199,0.00188264490046347
"PA1332","PA1332",0.780925919421028,0.00188264490046347
"ig_312","ig_312",0.823054521770445,0.00188734277406976
"PA4605","PA4605",-0.816118718971699,0.00189988218298346
"pcrV","PA1706",0.712458672325538,0.00190289392414099
"rplB","PA4260",-1.22433537723827,0.00191376236540856
"iscA","PA3812",-1.31625583469327,0.00191928067301518
"PA3127","PA3127",0.930244263020624,0.00191928067301518
"PA3755","PA3755",0.815731959635015,0.0019428449793591
"PA1333","PA1333",0.724004349029389,0.0019428449793591
"secY","PA4243",-1.21034574141585,0.00197389204707985
"liuA","PA2015",0.875669524914219,0.00197654070603292
"PA2458","PA2458",-1.14801019693244,0.001985765682243
"PA4511","PA4511",1.07517504145288,0.001985765682243
"braD","PA1073",-0.707907918498082,0.001985765682243
"PA3079","PA3079",-0.981644648393874,0.00198782989280305
"glmR","PA5550",-0.822820344007457,0.00199519595373463
"fleN","PA1454",0.715378319741528,0.00200473363793901
"PA0386","PA0386",-0.844115525363791,0.00203571448184959
"PA0269","PA0269",1.0414853449672,0.00209687109089035
"PA1395","PA1395",0.836224138690556,0.00209687109089035
"odsT","PA1288",-0.879407800227443,0.00210250294434617
"PA1963","PA1963",0.954378089606849,0.00213025658032453
"PA1558","PA1558",0.918784113179299,0.00213139293900022
"rpmH","PA5570",0.818460800839794,0.00213326708258849
"PA4508","PA4508",0.983884750104803,0.00213340555999137
"PA0989","PA0989",0.707542496702271,0.00214187002848026
"PA4575","PA4575",0.827875570470411,0.00214532789377742
"fimW","PA4958",-0.648878792741918,0.00215966806372828
"ugmR","PA1520",0.815527919177925,0.00217099406728276
"PA4344","PA4344",0.764749934143574,0.00217562896773238
"PA5409","PA5409",0.754262291423734,0.00217562896773238
"PA0117","PA0117",0.72961128950106,0.00217562896773238
"prtR","PA0611",0.770005415293193,0.00221393444603305
"holC","PA3832",-1.07183788876651,0.00223107042732388
"PA0478","PA0478",0.728743904837538,0.00223224362891889
"pyrR","PA0403",-0.767046030538004,0.0022555194927279
"PA0360","PA0360",0.695006499054491,0.00225965119916989
"PA3453","PA3453",0.776246468249487,0.00227374671646533
"PA0371","PA0371",-1.00269858701576,0.00228429336450617
"PA2971","PA2971",1.02974311149421,0.00228793196408408
"PA4943","PA4943",0.686259619092827,0.00228821701779856
"PA1088","PA1088",-0.91637757744743,0.00229143756877655
"PA4422","PA4422",0.647386948789721,0.00229813192952898
"PA5113","PA5113",-1.09872267110677,0.00230444565635352
"PA3580","PA3580",1.15826426087837,0.00231959323605284
"flgE","PA1080",-0.723221108093044,0.00231959323605284
"pheS","PA2740",-0.8939330028024,0.00234586550802129
"prtN","PA0610",0.83683410536222,0.00234658842885079
"PA3139","PA3139",-1.03521391742126,0.00234961316482175
"PA2609","PA2609",-0.752900020404403,0.00238177812319881
"PA0661","PA0661",0.916607066119472,0.00238851955334476
"PA2897","PA2897",0.755249593182747,0.00238851955334476
"fliF","PA1101",0.699439526112116,0.00238851955334476
"fruR","PA3563",-0.719479437735489,0.00241899787561841
"ureA","PA4865",-1.09287850238621,0.00251285687602925
"hisB","PA5143",0.851909545485868,0.00252023779646477
"PA0252","PA0252",-0.720439954914966,0.00252693948964579
"pauR","PA5301",0.710293990564275,0.00253401710092193
"trpE","PA0609",0.898771069225414,0.00253753027916507
"PA2758","PA2758",0.717045892776427,0.00254448819009935
"pta","PA0835",-0.923990199769669,0.00256766969947673
"dguR","PA5085",0.770983031213527,0.00261554057513633
"rnr","PA4937",-0.704102715744367,0.00261554057513633
"PA3435","PA3435",0.827345053355128,0.00262002839009154
"roxS","PA4494",-0.887022417756376,0.00263428024933514
"PA2332","PA2332",0.80378860286403,0.00265227484289686
"gltX","PA3134",0.673648344018811,0.00266748954781681
"ilvI","PA4696",-0.664556810885633,0.00270092085974491
"argG","PA3525",-0.695515456486638,0.00271499389967231
"PA4323","PA4323",-0.874025996667756,0.00273122581636281
"PA4426","PA4426",-1.09704823191977,0.00275678732503947
"PA1404","PA1404",0.778666801724651,0.00276935388952242
"pvdG","PA2425",-0.984746114261856,0.00277761286112763
"PA0346","PA0346",0.812183813266635,0.00277865591784841
"sth","PA2991",-0.807184333305644,0.00278275471016039
"oprG","PA4067",-1.01663077759733,0.00278613149437692
"aph","PA4119",0.87534631593873,0.00278746365012077
"PA2433","PA2433",0.842410590022423,0.00279711038944431
"PA2549","PA2549",0.720149308631297,0.00281322118094165
"cbrA","PA4725",-0.754791681883272,0.0028152993921822
"PA1031","PA1031",0.865649536511166,0.00282632334631505
"PA0380","PA0380",0.871779441595259,0.00287579932965936
"PA5236","PA5236",-0.771600975605441,0.00287723008546705
"PA4716","PA4716",0.682043585087431,0.00288029200991177
"PA1450","PA1450",0.70939081405228,0.00288134491938268
"PA2484","PA2484",0.862119229204401,0.00288465667242081
"PA2827","PA2827",0.792561089339622,0.0028871371467616
"tsi3","PA3485",-0.857519141117931,0.00290270857486995
"PA2871","PA2871",0.69681112892168,0.00290506993770231
"PA3846","PA3846",0.947941096958939,0.00292606453546156
"esrC","PA4596",0.79543626389924,0.0029308468062149
"PA0446","PA0446",0.727995276054174,0.0029308468062149
"PA5019","PA5019",0.702003659678967,0.0029308468062149
"glpD","PA3584",0.636230075977926,0.00294741961749451
"PA0775","PA0775",0.786400236791636,0.00297863374687734
"folE2","PA1674",1.04809213769053,0.00298178075986579
"folA","PA0350",0.765817223637325,0.00299479958088081
"PA0838","PA0838",0.867357683343715,0.00300298464854612
"PA0961","PA0961",-0.849602513123323,0.0030590755676169
"PA3801","PA3801",-1.10037365670821,0.00305926711383551
"secB","PA5128",-0.822492658516829,0.00305926711383551
"PA3675","PA3675",0.908420339655257,0.00306180278183285
"ribA","PA4047",0.695676763570237,0.00306180278183285
"PA5528","PA5528",0.98548786083943,0.00307503871125855
"PA2033","PA2033",-0.796730745293055,0.00310497711513997
"PA4390","PA4390",0.672876768214614,0.00312265056290275
"PA4075","PA4075",0.677482384727044,0.00312540639775016
"PA1323","PA1323",1.68411303448367,0.0031493363274682
"PA4090","PA4090",-0.887980318846838,0.00315788470205273
"tpm","PA2832",1.03504395385638,0.00316181729738997
"tsi4","PA2775",0.833852177908788,0.00316181729738997
"cobD","PA1275",-0.797844074972296,0.00319358214816511
"pstB","PA5366",-0.762550710920204,0.0031944617809188
"lis","PA3996",-1.1120403833128,0.0032152320094188
"cobO","PA1272",-0.972786733507125,0.00321993709192053
"PA3312","PA3312",0.892943462804798,0.00324124786429924
"PA5494","PA5494",1.24208138502217,0.00324675696858266
"PA3696","PA3696",-0.7611568343755,0.00324675696858266
"PA3865","PA3865",1.04940200799666,0.00329489862493733
"lptG","PA3827",-1.03641363665585,0.00330179145444738
"PA3680","PA3680",0.632000408860729,0.00330434846651652
"PA0388","PA0388",-0.782089142757172,0.00332870542915892
"PA2802","PA2802",0.690466881907874,0.00332950065630319
"mdpA","PA4498",0.774434728693671,0.00333049563631844
"pscH","PA1721",-0.891381756474512,0.00337430980074206
"PA4349","PA4349",0.948993178687495,0.00341815595342082
"gshA","PA5203",-0.9982761021055,0.00343729604962887
"PA3663","PA3663",0.732785418378815,0.00343729604962887
"PA3022","PA3022",1.01196232861382,0.00344467242590539
"hscB","PA3811",-1.21197682657937,0.00348887431916302
"PA0012","PA0012",1.07122161502418,0.00348887431916302
"mexC","PA4599",0.854407265513191,0.00348887431916302
"lig","PA1529",-0.697794483995364,0.00349079022292118
"PA1676","PA1676",1.28231506460472,0.00349260799054352
"gntK","PA2321",0.849541817263148,0.00349260799054352
"mutM","PA0357",0.72604910998395,0.00349260799054352
"purM","PA0945",0.625603960067848,0.00351030576083184
"PA1064","PA1064",0.799088377741636,0.00352176309601748
"PA4880","PA4880",0.925808399377106,0.00354110317262888
"PA4185","PA4185",0.851085707502899,0.00356008441717411
"braG","PA1070",-0.833555709202125,0.00357085009737007
"pscC","PA1716",-0.67138453746036,0.00357085009737007
"PA3952","PA3952",1.10719052270534,0.00357323801960762
