"Gene","Locus_Tag","logFC","adj.P.Val"
"nqrB","PA2998",-1.16283157776242,0.000239122509788919
"PA2204","PA2204",-2.16726821703947,0.000243305883551434
"PA5216","PA5216",-1.42212162051227,0.000247545288643198
"purF","PA3108",-1.2782270557827,0.000249235204590262
"pvdO","PA2395",-2.17699866408665,0.000252972426263915
"pilF","PA3805",-1.15459841631445,0.000259070917086707
"phuT","PA4708",-1.37066281471776,0.000266464154143883
"ipk","PA4669",-1.17468384558102,0.000266841217816534
"PA3767","PA3767",-1.10045266745749,0.000269070529556175
"bphP","PA4117",-1.1365299783224,0.000271165192275695
"PA0428","PA0428",-1.1270195305072,0.000276409145494063
"tssG1","PA0089",-1.02154361755981,0.000276410390963421
"tolA","PA0971",-1.03716126886706,0.00029555991308366
"pckA","PA5192",-1.11501352446636,0.000301974905333729
"PA0434","PA0434",-1.05510954088302,0.000307497743274878
"pilS","PA4546",-1.01490403032396,0.000321339529496639
"opgH","PA5077",-1.01114342003862,0.000325246569004687
"PA2462","PA2462",-1.06557060266799,0.000339540917740073
"glyS","PA0008",-1.3676950933069,0.000342638445667834
"PA0046","PA0046",-1.13091151868922,0.000347100959035749
"rsmA","PA0905",-1.06850965770479,0.000355062768423422
"PA3327","PA3327",-1.18747746566208,0.000357450293685536
"PA4467","PA4467",-1.02518168480761,0.000362834339443551
"dppF","PA4506",-1.3155645206228,0.000372233371657307
"glyA2","PA2444",-1.43721905759301,0.000376144378968174
"lbcA","PA4667",-1.08778988255629,0.000376480539852314
"tsiT","PA3908",-1.01249301067478,0.000378982602469621
"murE","PA4417",-1.36177701650816,0.000386986493665239
"sbp","PA0283",-2.08951806930063,0.000410148500613824
"sss","PA5280",-1.10458515704106,0.00041119492538458
"flgI","PA1084",-1.06138617272552,0.000429404796949609
"PA5459","PA5459",-1.33815519868569,0.000440571674597125
"rpmJ","PA4242",-1.45381658032711,0.000457484575734199
"pscI","PA1722",-1.64027683438402,0.000461132254939567
"PA3491","PA3491",-1.20215188793483,0.000498414811827078
"gyrA","PA3168",-1.10808232220483,0.00049880647914041
"PA5006","PA5006",-1.39271093832909,0.000507879437462377
"ftsE","PA0374",-1.07575489277211,0.000518504104328805
"iscU","PA3813",-1.82689838222799,0.00052132529572473
"pscF","PA1719",-1.32702209228006,0.000526130843496916
"tmk","PA2962",-1.12959725583572,0.000552059905613855
"frr","PA3653",-1.32682219740198,0.000561456252960666
"ccoO2","PA1556",-2.14744318866399,0.000603700037939508
"gcvT2","PA2442",-1.05897051920536,0.000610090952707662
"PA4966","PA4966",-1.14584291913364,0.000627278776968849
"xcpQ","PA3105",-1.23415707570018,0.000627836959301233
"wzt","PA5450",-1.22903681944416,0.000680130034791441
"PA1530","PA1530",-1.00324402782122,0.000699554402730987
"asrA","PA0779",-1.48391733950125,0.000726954306409315
"dspI","PA0745",-1.01490036585876,0.000757519086147875
"panC","PA4730",-1.04965523444354,0.000764953780737053
"tssF1","PA0088",-1.02130728860436,0.000801019992184148
"ruvB","PA0967",-1.06391227436106,0.000815994138772979
"ssg","PA5001",-1.0366983561782,0.000820872494273224
"hcnA","PA2193",-1.8198019736955,0.000834083143920882
"aceF","PA5016",-1.05567958654572,0.000834083143920882
"PA2729","PA2729",-1.01682939375466,0.000888749074562061
"glmS","PA5549",-1.23897048652621,0.000894440047644554
"PA3808","PA3808",-1.1935481007959,0.000926255255858542
"lysS","PA3700",-1.45849526694636,0.000945664967912873
"rpoS","PA3622",-1.00447422813822,0.000997221875456092
"rbfA","PA4743",-1.6057204661144,0.000999018289463858
"fusA1","PA4266",-1.40504351926073,0.00101451096949871
"metX","PA0390",-1.01843269852244,0.00106394782942682
"PA0284","PA0284",-1.97197708951107,0.00115608430010977
"PA4131","PA4131",-1.57882365818034,0.00116797764969446
"ppk","PA5242",-1.25262448869308,0.00117044710764318
"tssL1","PA0078",-1.10006971681218,0.00122744432243903
"PA4453","PA4453",-1.10944203652548,0.00136192697882032
"holB","PA2961",-1.06374681715056,0.00140473921565747
"PA0399","PA0399",-1.50083947697106,0.00151567795740107
"rpsS","PA4259",-1.18105092236846,0.00168638535338967
"algC","PA5322",-1.21086020424418,0.00171754597672409
"icmF2","PA1669",-1.08610038007072,0.00184042692146027
"rplB","PA4260",-1.22433537723827,0.00191376236540856
"iscA","PA3812",-1.31625583469327,0.00191928067301518
"secY","PA4243",-1.21034574141585,0.00197389204707985
"PA2458","PA2458",-1.14801019693244,0.001985765682243
"holC","PA3832",-1.07183788876651,0.00223107042732388
"PA0371","PA0371",-1.00269858701576,0.00228429336450617
"PA5113","PA5113",-1.09872267110677,0.00230444565635352
"PA3139","PA3139",-1.03521391742126,0.00234961316482175
"ureA","PA4865",-1.09287850238621,0.00251285687602925
"PA4426","PA4426",-1.09704823191977,0.00275678732503947
"oprG","PA4067",-1.01663077759733,0.00278613149437692
"PA3801","PA3801",-1.10037365670821,0.00305926711383551
"lis","PA3996",-1.1120403833128,0.0032152320094188
"lptG","PA3827",-1.03641363665585,0.00330179145444738
"hscB","PA3811",-1.21197682657937,0.00348887431916302
"PA0369","PA0369",-1.05140689765992,0.00388098588040272
"PA0400","PA0400",-1.3224907540865,0.00400755598768641
"pvdI","PA2402",-1.33163285603861,0.00401334658666677
"ureB","PA4867",-1.3077019988967,0.00508356280246986
"infB","PA4744",-1.04002822427922,0.00569892475766815
"PA2728","PA2728",-1.15759159160495,0.00578780769398942
"aroP2","PA0866",-1.0163271157747,0.00614750544616934
"PA0431","PA0431",-1.16873250848006,0.00617646002807405
"PA3931","PA3931",-1.42719177254823,0.0082388706477459
"parC","PA4964",-1.0007243024863,0.00849525632501137
"pnp","PA4740",-1.29378607850674,0.00851274788976103
"cobN","PA2944",-1.02051737005361,0.0095960912824501
"pvdL","PA2424",-1.45890855275722,0.0112413264420081
"PA0047","PA0047",-1.04732123000446,0.0127438750809264
