"Locus_Tag","Gene_Name","logFC","AveExpr","P.Value","adj.P.Val","B"
"PA4488","magE",-0.41266592551549,3.68596466305159,0.0193427386249913,0.0448041954516106,-4.50626174056502
"PA1664","orfX",-0.577492144376272,2.45430853655119,0.0193907140614675,0.0448933051530936,-4.5086458008035
"PA2012","liuD",-0.516672421163733,4.16623832853442,0.0194155235486917,0.044928720098222,-4.50987627985986
"PA4585","rtcA",0.485440138952238,3.08449216811045,0.0194610940552046,0.0450121191100546,-4.51213222244923
"PA0134",NA,0.402224171355747,3.39112704638605,0.0194898317831384,0.0450565225216656,-4.51355206543714
"PA2453",NA,0.506644573927298,3.86761755578359,0.0198012423226723,0.0457540447602647,-4.52880073112591
"PA3409","hasS",-0.555129774803406,3.73074238460996,0.0198653575358937,0.0458797475022132,-4.5319094732879
"PA0307",NA,0.688618107454304,3.71823211149281,0.0198973461839017,0.0459087279074585,-4.5334566284759
"PA4041",NA,0.501170007881748,3.94886753625247,0.0198961879168543,0.0459087279074585,-4.53340065284873
"PA3978",NA,0.451817459842676,6.21040180076224,0.019943919303113,0.045993716244435,-4.53570458612906
"PA4045",NA,0.45970917170496,5.48555924197143,0.0200078753901326,0.0461186898328923,-4.5387827535066
"PA4282",NA,-0.454590469268321,3.82347440279886,0.0200452926924511,0.0461823987250958,-4.540578916876
"PA3657","map",0.48756822339864,6.53912257313751,0.0201079687808682,0.0463042108981183,-4.54357984697621
"PA4625","cdrA",-0.756862167627358,4.25768977256751,0.0201419147696829,0.0463146365419728,-4.54520114937622
"PA3795",NA,0.698666666340253,4.7988895226749,0.0201330318278227,0.0463146365419728,-4.54477716190127
"PA2946",NA,0.46544173688924,6.82586868403818,0.0201326367768516,0.0463146365419728,-4.54475830142349
"PA0271",NA,0.533987588690247,3.16136364220895,0.0201654728387561,0.046346242441579,-4.54632465366934
"PA2982",NA,0.43187127620849,3.60594267884883,0.0204273288035866,0.0469252305152429,-4.5587222684493
"PA4641","still frameshift hypothetical protein",0.689758718578509,5.16605581557299,0.0204616732324805,0.0469720508136827,-4.56033612014961
"PA1853",NA,0.41272720796527,3.22686835712278,0.0204676012226464,0.0469720508136827,-4.56061439435805
