"","GSM252496","GSM252501","GSM252505","GSM252506","GSM252507","GSM252508","GSM252559","GSM252560","GSM252561","GSM252562"
"PA0299_at",4.62673252427165,4.70533457580006,5.08594922139768,4.68058225888465,4.55262685063761,4.36722725391883,6.02604264434911,6.05346693807431,5.67450088502474,5.84135723705468
"PA0300_potF2_at",5.06130332776543,5.23709138172253,5.39600235167022,4.18373635284339,4.20637503876218,3.83641138634632,6.47256928866493,6.70099525063469,6.49037801926949,7.05408301464925
"PA0301_potF3_at",5.41109057850567,5.52073339299917,5.65815607808834,4.5409058958583,4.14069320153616,4.11419026114147,5.40930248631897,5.75960902586818,5.56518475704354,5.6206879889715
"PA0302_potG_at",4.83182807924792,5.17962739360091,5.04686917150058,3.21265331862923,2.91693739012933,3.45708814307176,4.66616760126232,4.95905963750053,4.71425649394976,5.02709178909725
"PA0303_potH_at",4.70720638928795,4.37403447278778,4.63394428549835,3.16485749304936,3.42812416876842,2.76198559016654,3.78152470258054,3.82899260521511,3.67803944802382,3.75449948432863
"PA0304_potI_at",3.61284731189075,3.4833354286725,4.16040969087669,3.05743503368998,2.89699440712502,3.42922869070909,3.87601152665952,3.64626908681124,3.35445074906695,3.69359705572907
"PA0305_at",5.07405175119531,4.92503429175073,5.06470545783189,5.02521176854545,4.68082628773343,5.0790827018389,4.83369797986081,4.51518873661125,4.47299464918122,4.50590763853696
"PA0306_at",3.39240495032085,3.37421368854984,3.01812009305264,3.41010711643262,3.21479278831831,3.54303469457827,2.71263249482931,2.64425063168671,2.784356741248,2.70109948167541
"PA0307_at",3.59171569774693,3.67101129132394,3.65273555068252,4.92540823480189,4.32855143852108,3.72735718879333,3.02821816024848,3.09376556465364,3.97252415927038,3.19103382888589
"PA0308_at",3.88013419443969,4.0314506205946,4.0384557504119,4.74534468682101,5.04757993832474,4.68042199633448,3.59351067477101,3.51763566442414,3.43632553811483,3.28317422183824
"PA0309_at",3.75713266359218,4.01467706620715,4.4266718581688,5.78838192149596,5.77653751804045,4.78196448121999,5.29652152779461,5.39763053192983,5.64892087294277,5.60763336471185
"PA0310_at",4.18034289015281,3.63789569212561,3.82490717148185,6.19394665320652,6.19904129531247,6.2594278078521,3.85395066082872,3.90223960451608,3.64300275169334,3.57911381804782
"PA0311_at",2.92260752876594,3.17600262743953,3.32696976480554,3.61937446842362,3.43830952391639,3.75853081599457,3.59991792729737,3.53627782823541,3.87573305946453,3.64654234141193
"PA0312_at",4.62199316518481,4.42731575522668,4.02422689826804,5.26399984352218,5.84245959500352,5.81309003054309,4.85369075233425,4.69034691361619,4.62783256616841,4.60516493609436
"PA0313_at",4.09027490206702,3.97435724112173,3.93351692320331,3.96618138551427,4.34880017869231,4.08745225371796,4.41857095324174,4.3026335315037,4.23899236433869,4.14736856571981
"PA0314_at",4.74709357458142,4.81193555090613,4.49657830062958,4.8918866614286,4.80907324016047,5.01050056209593,5.22315561047385,5.20260470411052,5.35804824905576,5.33851276128697
"PA0315_at",5.32627599933983,5.8867226838855,5.83329213518674,6.42449968467078,6.53773326138385,6.10911629554372,8.2711041619091,8.16260751430495,8.10654410315141,8.55798901042468
"PA0316_serA_at",5.44336985548992,5.34408594352673,5.13004572896641,5.70558651986006,5.67639158083434,5.52315521995478,4.57055495814786,4.45312550118062,4.57895227881452,4.78565648706417
"PA0317_at",4.91188092699368,4.89363359543481,4.91114909224018,5.14778283500109,5.54433092233574,5.04942732694833,3.59249272823062,3.85906314866096,3.35100713693688,4.03471585356034
"PA0318_at",5.06211263513559,4.96459169045458,5.1727004234795,5.56379077787275,5.61455576908413,5.71449700396298,7.27022918733067,7.13194274737982,7.05426917742967,6.81664524832529
"PA0319_at",3.80122972086294,4.16164470250454,3.88545807980284,4.77208184351906,4.94226004674975,4.97196171426791,3.73171178348502,3.49919622646457,3.5995327454405,3.34117379737824
"PA0320_at",4.59358118641888,5.1091176813499,4.40311112116372,7.10907888795355,7.02985171921525,6.17999550289536,4.50176193554204,4.70370202327539,5.60053590941925,5.82419722740419
"PA0321_at",3.3367335093996,3.21627192530148,3.04392238712542,2.99140275644139,3.27933117798141,3.30729897160417,2.88007236618047,2.89844597544206,2.62954770746386,3.00417216449356
"PA0324_at",3.78384870832803,3.37911941078616,3.27378462879231,3.18398721073304,3.19819471719989,3.08120778173358,2.69763356220661,2.74969234891577,2.80135280529063,2.81933789599204
"PA0325_at",3.61991463983811,3.05323689546119,2.89171377397886,3.21818303348298,2.74395772519328,2.88729624328873,2.71270969518116,2.47969581257338,2.46906079173382,2.52785095832293
"PA0326_at",4.03797480384867,3.81946188335275,3.89157754419429,4.01324848469132,3.89647907848584,4.40602258782129,3.71764666910765,3.8264308280364,4.0439328655842,3.80946760475764
"PA0327_at",3.26596095748197,2.92580690525983,3.10249067625263,4.17557840199472,4.08954730336713,3.33730535760999,3.43641504805182,3.69086910405964,3.47824964577673,3.55448150714
"PA0328_at",4.31369542404153,4.55641127866585,4.25188979492704,4.57461096241574,4.77192726508006,4.80228055993208,3.65322555265776,3.9894463051887,3.4525547651048,3.79093276232169
"PA0329_at",4.30144011111124,4.21556052487276,4.77786586942977,7.2446056864427,7.53230925707207,7.03639352418111,7.05524617018084,6.92953190879001,7.21250353374706,7.23861579274852
"PA0330_rpiA_at",6.37032632541074,6.39393923653486,6.31740069922098,6.89660753165284,6.61352413054071,6.59973001222593,5.15062101207995,5.12248905057411,5.15890174086723,4.97331118365903
"PA0331_ilvA1_at",3.41727054501774,3.61458815049183,3.61411607018931,3.94274618480438,4.00438683240439,4.23932826860242,2.91545343198625,3.18382608358171,3.01068305200194,2.94797994907344
"PA0332_at",4.09864682255613,3.80455850342777,4.08473698800431,5.52243451123824,6.20838602834525,5.69076764168446,6.2092908988278,5.89138102102512,5.87711538953364,5.50645197078421
"PA0333_at",2.64449728884187,2.58194300232606,2.8840130104693,3.3549396133784,3.37174355019743,3.70856087180651,3.19076187158913,3.06750975260206,2.90430396674477,2.80410606306077
"PA0334_at",4.75863172178709,4.28418441240211,4.63514009086649,5.1067199880695,4.71816746386253,4.4064749599433,4.05712499585193,3.79783918793411,3.77061640326813,4.12842480740696
"PA0335_at",4.2510354161642,4.51640384603332,3.98148671036153,4.3912274588085,4.40827692157005,4.03501694100349,3.63789569212561,3.86034613253181,3.8433589883983,3.94583596872713
"PA0336_at",5.58648733208486,5.86905805898938,5.7829309180778,7.23066079801883,7.27199408373415,6.94994578375204,7.24669278292452,7.20021084143731,6.79191497285512,6.93389628566535
"PA0337_ptsP_at",4.94382859348274,5.10084319364201,4.95433009812772,4.75652473961356,4.66900969255698,4.93127881395414,5.1102942210926,5.63963644256714,5.46860028450039,5.61014475034992
"PA0339_at",3.90693680160928,3.97540939699048,3.37352816728513,3.60429177954989,4.2462433865706,3.7063374262309,3.31936539042163,3.33136429016522,3.31455939826569,3.30590315766764
"PA0340_at",3.40743446175739,3.60929014737075,3.68327662224125,3.80721611430002,3.44647970190709,3.32054525767196,2.66743226547846,2.46842518139941,2.81767485916311,2.70897407320217
"PA0341_lgt_at",3.83336115003301,3.66342965567804,3.33473875018934,3.56039710013515,3.3237976767545,2.91156247230419,2.8321337502353,2.76597796507101,3.01232716284836,2.80548146616931
"PA0342_thyA_at",6.15602779787411,5.91944054921094,5.99775609193528,6.39404861944881,6.73355983450213,6.48703769456102,5.32130179311326,5.24857666133985,5.25408692431302,5.27094451263275
"PA0344_at",3.61716470757623,3.41668766782297,3.30215525438112,3.5708480032706,3.33878481718254,3.68085983390915,4.04018222779749,3.86744410060435,3.74622306975606,3.71087355540941
"PA0345_at",4.93708425552156,5.06124368292994,5.0310655284958,5.25222435725197,5.22598847458663,5.29274602775576,4.98687078022251,4.70174560829301,4.2609818475205,4.59576680122929
"PA0346_at",3.69182125104439,3.72660833930132,3.52893823323073,4.36128864845816,4.19120870441705,4.83142191050114,3.37789675476478,3.41310451752848,3.1090425933209,3.52637516114312
"PA0347_glpQ_at",4.41736711636698,4.36671192403688,3.86862918121742,4.09852433721114,3.79176507363702,4.33686092335311,3.44735032860498,3.52723981514685,3.22102552109321,3.4138080991159
"PA0348_at",4.83148402128009,4.51598751230385,4.98734824413788,4.47927911623907,4.78556158077988,4.41798747597322,4.06973153456857,3.70451442842464,4.02639311809069,3.77012487418174
"PA0350_folA_at",3.86630153158899,4.00432108601115,3.89320104156725,4.37350572066472,5.00681765193432,4.68095195748032,3.245446208181,3.05187658370147,3.3485744006536,3.10399551393125
"PA0351_at",4.43931579580273,3.94973970724164,4.27667588508398,4.53151690113176,4.76781519101008,4.65877089647276,4.45342126103015,4.45629778971923,4.48865345729165,4.22406834833745
"PA0352_at",4.0954805841681,4.14181492876571,4.28317945282516,4.76842250399618,4.27207742375087,4.73444556000708,3.33116668481188,3.11646056614546,3.26240132388441,3.11654647415572
"PA0353_ilvD_at",5.11608068662619,5.50942567457059,5.29555344143461,5.76480190356042,5.46584467705213,5.21492815369254,5.48743925962461,5.33571651900663,5.579989073523,5.36544385453418
"PA0354_at",3.63459701213405,3.7284806458739,3.68351395454851,4.41614172866272,4.10169736802092,3.75238933065284,3.973443591958,3.33873325851434,3.51735142604462,2.79491522274288
"PA0355_pfpI_at",3.44063722292311,3.30921683960262,3.4181809105879,3.36462634728729,3.33913598611623,3.82899479039343,6.14886347018352,5.90522929172188,6.20491779539113,4.66399321222184
"PA0356_at",3.82544242650327,3.49808109954563,3.32481376428453,3.59383422043018,3.92544141029667,3.8956148489333,3.09178772310684,3.33977799723835,3.57018818111076,3.23755933802499
"PA0357_mutM_at",3.81510592784855,4.30743452890859,3.92404351131533,4.82968406808262,4.78491995854553,4.61012727139617,3.8796488671088,4.02034001724966,3.98912937981811,3.68154152273936
"PA0358_at",3.93504474876673,3.63680179325,3.73460341525258,4.17887716772192,4.05359431568777,4.00231343304687,3.00439281376677,3.17072608978787,2.70629367978482,2.74682920491687
"PA0359_at",4.5156560686715,4.84606532539752,4.8144612938289,6.20533757054548,6.43977403997428,5.73693599269231,7.02398763359036,7.25150694261461,7.20936814971298,6.84337220415646
"PA0360_at",3.42293790190054,3.54680132968866,3.47531060984651,4.09411318712984,4.32716215637575,4.1087939950936,3.37141522659287,3.60700664657226,3.54908385466903,3.3325675638016
"PA0361_at",3.74947340580379,3.69909662351927,3.69579726106444,4.15202320043406,3.91983333625327,4.13267338989063,3.87734025617576,3.70165345962786,3.57936107312447,3.74197204528822
"PA0362_fdx1_at",4.62561574978255,4.55855423692158,4.67839906062298,6.15811707892043,6.04667799280917,5.55401335039447,4.77062129611733,4.72838257446633,4.64012573493592,4.64991883303979
"PA0363_coaD_at",4.86813762452449,5.22995933761716,5.02229477212019,6.2473186487839,6.58657966638647,6.24948590271719,4.03417409731996,4.04677882806423,3.97252415927038,4.20216189434459
"PA0365_at",4.6564634846174,4.60296191916953,4.34886068630487,4.85837752305801,4.453541130206,4.28132196024336,4.7221448271982,4.60882023031016,4.39875780438507,4.28285716887778
"PA0366_at",3.78375397800555,3.86429305991186,3.51432143129477,3.84534645794114,4.19148403381009,4.27433445742733,4.90462934676725,4.93173194358631,5.09831779837389,5.22721298086543
"PA0368_at",5.4706773586739,5.62124785530101,5.60392456011466,5.50341485933096,5.1486079967576,5.31275583626436,4.7221448271982,4.48253486722107,4.40356946060584,4.56338160983025
"PA0369_at",4.31322643720111,5.17205151558783,5.15464752085889,3.30304184988822,4.02728048586347,4.15538244491637,4.30837129273289,4.03665045221787,4.03360896518006,4.31884741374365
"PA0370_at",5.99334384408681,5.68722968255831,5.90932344139616,3.86745837731935,4.17254028927126,4.43394479357641,4.62495683435094,5.10347452402446,4.74654732973727,5.65986923690603
"PA0371_at",5.54660858670282,5.1710009527103,5.26258951917521,4.36744437477648,4.12445961700318,4.4801993057614,4.34531690126282,4.88651080500733,4.60327896720545,5.4793076709902
"PA0372_at",5.15643110061107,4.99315884162423,5.2778023795258,4.94827635865006,4.82160844803172,4.76841540236551,5.19188331915236,5.40669627054538,5.19695223654043,5.73202808180178
"PA0373_ftsY_at",6.24141181660316,6.297441244557,6.62471239454653,6.76981148641944,6.72951752044954,6.49591807056434,5.38284293070842,5.59767922829229,5.30327411264371,5.72762046716605
"PA0374_ftsE_at",5.87275422883971,5.99255832958097,5.82570864721056,5.23867448543063,4.69144665595747,4.53363538592683,4.60974484393746,4.92214105017499,4.5437052235842,4.98151097040194
"PA0375_ftsX_at",6.7629391664873,6.59910470600592,6.43309561798103,4.48838540095968,4.66181956638258,5.71506856288647,5.63423069473213,5.53207627335606,5.68924994134252,5.85082058884294
"PA0376_rpoH_at",6.7333819591559,6.47481716695678,6.53688267586096,8.20487705046454,8.37270404038325,8.23643127644921,8.28945730891956,8.17300155620949,8.2922046873977,8.17929811407922
"PA0377_at",5.35313456486034,5.37292943428918,5.48515709100061,5.10905808283982,5.31291112175353,4.61589736573717,5.41980448650894,5.34473571906665,5.41612600161293,5.27438454102418
"PA0378_at",3.74254308151605,3.48191087162231,3.75897945324992,4.4236457325984,4.61177291060778,4.66740230952931,3.07156394417131,2.87347412576579,3.04038154788785,2.69115813952288
"PA0379_at",2.79946786654037,2.52116444788137,2.50077202921332,3.52597286691041,3.66962404650598,4.10982298347711,2.69281151100144,2.43350987510507,2.81551650495735,2.45864734402893
"PA0380_i_at",4.54694143913457,4.86009888496084,4.6539400774014,5.73960655416801,5.81180354653257,5.12490862558202,2.89814209112023,2.75512405347084,2.58728289369615,3.05617497339058
"PA0381_thiG_at",5.87830380954461,5.98475431811052,5.74314638363446,5.95103611594034,5.86831538881257,6.00586958674688,3.26575912068506,3.61890950521113,3.39681523320134,3.92299074063374
"PA0382_micA_at",3.86028876240997,3.61240796588868,3.63810815487068,2.77797260341791,2.67196460531901,3.17267189141453,2.4291366088889,2.6741668130852,2.52884976682691,2.5926428314078
"PA0384_at",2.93417133257641,2.90263027664159,2.60602934533037,3.22368336624676,3.31309691034979,2.63180655887588,3.26107217754643,3.46866428196192,3.968287242113,3.2735392482627
"PA0385_at",3.8398123541251,4.15583522097256,4.13736772336622,4.15701027114264,4.06027996840862,3.79231712445212,3.77183257215221,3.7786497928627,3.32766479686672,3.63300466514067
"PA0386_at",5.24267392717728,4.81592779299401,5.04296725960785,4.51177978771718,4.09912586102368,3.9583167549469,4.14080643129249,3.96183111136416,3.489824204987,3.16726900495024
"PA0387_at",5.26229327715321,5.30673274004335,5.18737677093712,3.38464989346305,3.68833045757962,2.98305385937988,7.46839599510815,6.97892635749809,6.9577908830851,6.60966294751475
"PA0388_at",3.17135854108712,3.11835895037942,3.3297916271619,2.30096312617572,2.79159355265804,2.18068501152316,5.85507159611726,5.82520977234764,5.75348542724365,5.35746017934302
"PA0389_at",4.23889396284997,4.54945963780955,4.22162311638122,3.07499705938883,2.81358887203907,2.8685289026615,2.18399204118153,2.35020401433881,2.4766023723111,2.30839609201964
"PA0390_metX_at",3.70154937107491,4.36027646293264,3.67615939913667,3.01239827876798,3.1096176932749,2.56067116553402,2.42693233081814,2.64465376435091,2.447172626124,2.47286027112065
"PA0391_at",4.60690524587899,4.9283930292381,4.85262932222801,4.80161587775595,4.70276251065683,4.64819381508678,4.60528774124797,4.4055369378665,4.64612579024696,4.82218011672547
"PA0392_at",3.74491622351861,4.04878899402992,4.12947223438087,3.21324842598326,2.63367923200176,2.41289322945293,4.32309251813776,4.34610617016953,4.2073235210998,4.47746083435558
"PA0393_proC_at",6.79782790885771,6.69348163386698,6.67685198641865,5.7986227776558,5.7749275299466,5.30782581499725,7.30857721400943,7.25918809633688,6.87242726663407,6.83523512032605
"PA0394_at",6.00660461638714,5.57580811146666,6.2927598975183,6.34893833391091,6.36669868157506,5.56065414816466,7.05102278655206,7.14793363697388,6.74649453542047,6.74755658493933
"PA0395_pilT_at",5.9808957565124,6.00453095207688,6.04303054346388,5.83073987193938,5.42152534809457,5.11696131085481,5.93622884876407,6.14775554778331,5.95913686309347,5.91868812908383
"PA0396_pilU_at",4.93374824769437,4.69407081125965,4.75789982245633,4.26864821604796,3.91485471616841,3.7086727915912,5.60404005053705,5.70320605481269,5.77943395439021,5.80132752146621
"PA0397_at",2.76508649296367,3.03664122119849,2.7053584916146,2.98349130880377,3.01528722028405,3.50592137913835,3.60164634944937,3.54938130982597,3.53988090237601,3.12866528241452
"PA0398_at",2.93211248922986,2.22829015306797,2.54677604750941,3.14704553930393,3.43672461849738,2.59528125947344,2.74692522615217,2.97788836173854,3.02989549313796,2.83340509741408
"PA0399_at",5.54660858670283,5.97924659274755,5.37162425144818,4.64304740482427,4.35577352984345,3.39614006531765,5.64377306692754,5.79629401957827,5.25719201286902,6.46596017617575
"PA0400_at",5.16999536393552,4.89930166152958,4.73624056932542,3.59510912524696,3.15545949003532,4.08749671724873,4.26433626343577,4.29381207362859,3.90342423070367,5.51575016844215
"PA0401_at",4.96772406801411,5.36426790297952,5.13458678742722,3.03205516838212,3.12629852933421,2.91087128201997,5.60782635298969,5.66868821065775,5.16704156234307,5.43054829390748
"PA0402_pyrB_at",6.1340245309122,6.10549052593402,6.15454526076552,4.72641816609844,4.77909234020906,4.95110639423385,6.29717760751278,6.46249480743764,5.97330146991441,6.50388732220739
"PA0403_pyrR_at",4.92555988872842,5.13982321346414,5.49761073556666,4.4623535609553,4.29824034424888,4.50126184094104,6.65205962280189,6.52490808455375,6.45221659405924,6.59726073662394
"PA0404_i_at",4.64566429213539,4.82165848104036,5.11056360181615,4.17087793612659,5.08604600770264,5.20941666474992,6.35511893209249,5.7599271609945,5.62442655512665,5.60966432601867
"PA0405_at",5.79623565787642,5.4111014348616,5.56549571544722,5.75949680781256,6.08716974030541,5.90743848096726,5.83268089793704,5.68549844706509,5.48727722086419,5.79126304217997
"PA0406_at",5.97970554192069,5.68127104235137,5.81075551913911,5.78341712904664,5.81328299339157,5.73367009244324,4.76605854165638,4.97502965144363,4.96149502648179,5.1550968086016
"PA0407_gshB_at",3.49881500032544,4.25674546443061,4.44056345002582,4.34051699864526,4.35850317582833,3.82666307793618,5.88172085014027,6.04975048286467,5.96829371591743,5.89301644087606
"PA0408_pilG_at",6.53531655961383,7.15151400742923,7.03588535748041,7.36831150168085,7.26568225971468,6.58009307956078,7.77539139689347,8.29432636929269,7.57783761590188,7.50105610583016
"PA0409_pilH_at",6.75463389866237,7.15059538185738,6.9370876886406,7.15435246209864,7.22410896430327,7.06578595045566,8.74125618357117,8.80112746198186,8.53736433530931,8.29227153493652
"PA0410_pilI_at",6.21594233621923,6.53468595418353,6.1575431017172,6.09954034490732,5.87655280917075,5.99042796192188,6.51667325204639,6.73548746445455,6.25301092418441,5.93941858814131
"PA0411_pilJ_at",6.27003939670898,6.29973574494205,6.28592698620487,3.45590127375549,3.92918404129722,3.64278661100474,5.6665032256804,6.02642681743607,5.7235524169825,5.65767655133738
"PA0412_pilK_at",4.113058013754,4.11418735787235,3.94988644843711,3.25234720659037,2.81352008249069,3.29947155581918,3.73708720304938,3.53749708346066,3.31754792766487,3.29300861203585
"PA0413_at",5.62967065411944,6.00696020094726,5.91929055231123,4.68366708711509,4.55888419888787,4.63568078534331,6.0521118137599,6.03095222051705,5.32734377003633,5.81517489286107
"PA0414_at",4.79849319636123,4.88713815635612,4.83166352589336,3.60196817113092,3.55544397006092,3.04668070299172,4.78768779013767,5.04051418206368,4.05723096949569,4.69452577869371
"PA0415_at",6.06082863995556,6.01895145444955,6.17883054050436,5.71363235253705,5.46844767037525,5.6095654392762,5.86810844572788,5.79864285073678,5.58923855781514,5.7932555992338
"PA0417_at",2.79625923722101,2.83090123379968,3.03198332484321,2.90788490738597,2.89815257379727,3.58961951917855,2.51193234926212,1.88379561266588,2.26159570733125,1.84422447289715
"PA0418_at",4.46670392582083,4.44364732493535,3.80549322257684,3.75446696255738,4.05534917234443,4.71406166177385,3.73927962766837,3.89491158940279,3.55303434234701,3.75992950757058
"PA0419_at",4.1348176728659,4.20002412890581,4.06221251388201,4.84330397437498,5.1449383552617,5.09505916791042,2.97859499826566,2.86078596594659,2.72859397604795,2.82519486226555
"PA0420_bioA_at",4.54928780494491,4.55324852835173,4.40720917959008,4.5991016813551,4.24621570668602,4.52348883683553,4.49186680924081,4.40872479073394,4.32747823580711,4.61968944139312
"PA0421_at",3.7517443178216,3.63578119217964,3.5754299417195,3.69528000023219,3.63759893589338,3.34137068552902,3.57616508308215,3.58205188710306,3.68291166181044,3.72518748400754
"PA0422_at",5.35975247228094,5.34168856498775,5.4576591644575,5.78873906279092,5.82252888792269,5.37640309640009,3.7011280330548,4.21293459322111,3.86382774677136,3.743375571883
"PA0423_at",6.1310977785587,6.28997461665767,6.49435572797857,5.98178270316984,5.92773227636197,5.44445020699888,5.44272822319399,6.06136183367553,5.81622535952597,7.05201127147164
"PA0424_mexR_at",4.13823557054784,5.15693709175371,4.6946961919564,6.19118988718245,6.41572738058042,5.93533988845108,5.6158166587378,5.72459168198017,5.72459168198017,5.78619635903993
"PA0425_mexA_at",6.86171262830625,6.52917510830959,6.72842441001554,6.95673092887453,7.56712725794583,7.40397830579129,6.19018790952055,6.45662106364145,6.41848963152202,6.58973217344914
"PA0426_mexB_at",6.89926950482969,7.14608306173854,7.1914986670627,5.21235137478765,5.5489047776203,5.74951242861739,6.7541791287433,6.64892122977797,6.46190414046077,7.02418910117745
"PA0427_oprM_at",6.95057396103743,6.83838831655881,6.94265395791893,5.57058526920231,5.47597952537734,5.61782683159057,7.22534648486439,6.99080402363249,6.54038958087033,7.45988916914296
"PA0428_at",6.60891981297859,6.60071940741899,6.38829422212398,5.29159169895345,5.45912096094956,5.46616219109695,6.34537591840329,6.66678619722043,6.26624175786056,7.02118252479174
"PA0429_at",5.14167261059773,4.88548070634951,5.32287349800573,3.80842771419399,4.02147186345801,3.42322747546385,4.91862352162069,5.08870085303935,4.57793591145072,5.34115470932658
"PA0430_metF_at",6.91136757817445,7.21388329024857,6.97739075002752,5.47731401357264,4.75431793480526,4.77035877863949,4.56089045600963,5.26621607465218,4.51119440190144,5.76169132359113
"PA0431_at",7.32821227911226,7.56158877059769,7.69183391028189,6.25464315518471,6.6094019385579,6.21139234080906,5.19389335689599,6.00276344189144,4.8202372905053,6.29665799898447
"PA0432_sahH_at",7.09096774194577,7.49336887002506,7.4214579628724,7.62619263226618,7.41552241702173,7.90514114867187,6.20231860972719,6.90819687619187,5.82865167666333,7.76524343069878
"PA0433_at",3.17058550351234,3.75544488917465,3.32859939796936,3.07225037648879,3.22283955832961,3.35122849784832,3.07269620086486,3.05798813043073,3.00191681822884,3.02153324974842
"PA0434_at",5.54919276614195,5.0637403092053,5.05382607746132,4.23727771224307,4.11010533639056,4.15404748152587,3.69741250000111,3.33818812440277,3.21041556013809,3.58479332064282
"PA0435_at",4.63318847201986,4.59188793388179,4.14108633091836,3.97989564642422,4.02269403860286,4.32282228362043,3.73509195183311,3.70885799284305,3.69798760887279,4.00687048474825
"PA0436_at",4.7221448271982,4.91830713929654,4.87927823149697,4.88294612740807,4.77636612917848,4.40428328099718,6.35645670751603,6.41649863179493,6.15827106176539,6.26051556797442
"PA0437_codA_at",4.0982889273225,4.10247151033988,4.18177256892868,3.10205054356675,3.28262067397077,3.45357550865396,2.92366485145921,3.15624535009652,3.03039649339357,3.54822649802161
"PA0441_at",3.69768540319482,3.88744545366839,3.92244904796561,3.84057280563674,3.74828156515859,3.72598214491432,2.78512103525511,2.31666971321439,2.45579137709589,2.40881195140765
"PA0444_at",3.06166322340122,3.24535397942528,2.86167693173255,3.59732553297718,3.29502188904956,3.51634323704226,2.82834013860363,2.74068574281017,3.0346371686841,2.74781159558746
"PA0446_at",3.62546252470403,3.82621569038875,4.09753707647108,4.64028084971273,4.59685630211697,4.49606396789668,7.68256128220181,7.86067653453493,7.63341474354944,7.31848924735173
"PA0447_gcdH_at",3.8266781608794,3.63789569212561,3.92963062656502,7.8922390560485,7.9910243609228,7.95135032407196,8.847139173997,8.65289214701168,8.26895311796859,8.04164688441331
"PA0448_at",3.06601289702414,2.8839302682271,2.81352008249069,3.78252546068731,3.94044332475349,3.68280203253889,2.51080870544368,2.42433795838125,2.34322023593962,2.4181471574988
"PA0449_at",3.61537326867771,3.3343916965902,3.72558786455532,4.4115527673855,4.56751600800138,3.8997637215615,6.82466375050371,6.73937020326035,6.41648548531968,6.56219361976813
"PA0450_at",3.43939277205768,3.06472522093647,3.01435713694229,2.809367980254,2.89794238153267,3.52502316636327,2.24988432209853,2.25300950927591,2.117981114451,2.22780890041215
"PA0451_at",3.19251061469991,2.80981374029794,2.55963820535628,3.26530682068246,3.65260336094813,3.39858585889822,5.04474623837122,4.19851333227392,4.33707415525303,4.0454266544185
"PA0453_at",3.21294633860583,2.63235382073956,2.69411162617906,2.81895548688947,2.91776449481277,3.02855323185576,2.44642530614965,2.29705279890316,2.59198887768268,2.27694516981501
"PA0454_at",3.98953185662064,3.57764395729939,3.81459565146091,3.73697793528388,3.56340456007582,3.50431933610864,3.39434450811216,3.37348915278631,3.39178124749263,3.14647052338338
"PA0455_dbpA_at",3.49341280826565,3.9257270284818,3.72962627810598,4.69853650889907,4.83270530506644,4.90428094173733,4.15607073251808,4.26536925292103,4.15408969664563,4.03765369973203
"PA0456_at",6.50912953286474,6.4941899676976,6.50794802933489,8.77485957476461,8.6431093048062,8.42901562083761,8.09706013539125,8.23657537955627,7.87595149072775,8.19879156351501
"PA0457_at",5.50311611739196,5.7076164302943,5.64557237660063,6.20053858386219,5.64855744777969,5.88780198427443,6.05166739643392,6.13828114494362,5.82453510378678,5.83624935034263
"PA0458_at",3.54796231282449,3.22857537869641,4.00095093197452,4.10430685134242,3.94404742861069,3.74954134563259,4.35845995684137,3.89017549725552,3.71028962432792,3.65807191265494
"PA0459_at",2.34110244712568,2.71201808487851,2.60900828842281,2.50791213807493,2.83518487657894,2.70593927692602,6.67036911070901,7.36254091429237,7.27532122818316,6.88214074543139
"PA0460_at",3.72837555292873,4.09029840241677,3.83405270550318,6.03105800302118,6.09557194598708,5.70515567173713,6.69626216645326,6.28839058439798,6.34684368217303,6.43371700609621
"PA0461_at",3.06988484340711,3.13412531402032,3.05797302219729,3.34371868812491,3.34575594105577,3.1390062264826,2.90118840057548,3.24299863735128,3.22474481776211,3.03708762969645
"PA0462_at",3.17661433643007,3.45708814307176,3.31295068803255,5.54851114060202,5.78765593726776,5.44269221045648,5.90322864414952,5.89030827617949,6.18895261237007,5.90615143741704
"PA0463_creB_at",3.66576462309838,4.01357248938939,4.25192154493604,5.52615624824962,5.59252179868495,5.13233725064776,3.44355693526517,4.09500777722487,3.40677448929783,3.87490920779696
"PA0464_creC_at",3.58763113938435,3.64341401171426,3.54821878699058,3.33522951531036,3.70577860399772,3.53124340117089,3.4029415090876,3.21525367450239,3.54926982954778,3.3695476869828
"PA0467_at",5.71362919040418,5.74323561379433,5.74422878013273,5.96012750085841,5.75182657119308,5.73871254061496,6.45271557351167,6.22025809331728,6.0006546673251,6.27963649274624
"PA0468_at",3.94082560593787,3.63789569212561,3.22548971228018,4.30858061794071,4.46506612616358,4.8051831544351,6.24687544020812,5.9850340631482,5.8148839378104,5.80612177114482
"PA0469_at",3.02198706032531,3.05546871411911,3.26813663643488,5.06873388030614,5.62837277345064,4.93794784842455,5.36351851632068,5.25498758855251,5.34884747078147,5.13733209428943
"PA0470_at",3.36028041390289,3.28274348437027,3.10869470253793,2.72366408094187,2.79161777824702,3.54998957988799,3.76340917621769,3.60631374667464,3.49316104583103,3.63162484032244
"PA0471_at",3.75000317013762,3.2417518973776,3.3726419430873,2.78525288822196,2.688663392849,3.0176648503129,5.24890939131707,5.1767292538563,4.87513521734635,4.92414827462774
"PA0472_at",3.27968092276926,3.39468160547139,3.44631010567065,2.73963739390515,2.91943007977386,3.23474077251387,5.75912966222991,5.17206965304282,5.46535732646166,5.11912430617216
