"Gene","Locus_Tag","logFC","adj.P.Val"
"warA","PA4379",1.89473862636531,0.0485668988519961
"clpV3","PA2371",-0.373529765224683,0.049143435513512
"PA4577","PA4577",-1.16606575149266,0.0494890414737844
"PA3268","PA3268",0.597200409572912,0.0494890414737844
"arsR","PA2277",1.63803861603902,0.0497728449857096
"PA0107","PA0107",-1.32399449855763,0.0503039608038761
"wbpB","PA3158",0.509449550104137,0.0505959497400826
"mucB","PA0764",1.71598990553233,0.0506821070869147
"PA0922","PA0922",1.12382243248261,0.0506821070869147
"PA2798","PA2798",0.697541217197095,0.0506821070869147
"pilD","PA4528",-0.430713205118435,0.0506821070869147
"ig_352","ig_352",1.22846896431702,0.0508157565282249
"PA3413","PA3413",0.741053798567986,0.0508929481942419
"PA4344","PA4344",0.597437752790723,0.0508929481942419
"PA5463","PA5463",0.511058382525611,0.050956413860086
"pcaK","PA0235",-0.415736921996181,0.050956413860086
"tssC1","PA0084",-0.777848143881155,0.05112780671177
"nmoA","PA4202",1.04188133025539,0.0519181696350942
"PA2766","PA2766",0.767367282447262,0.0519421139978477
"ig_289","ig_289",0.862322682720773,0.0519563191758363
"PA2265","PA2265",-0.363780233791935,0.052047735611517
"PA4940","PA4940",1.30787793048227,0.0523252416435402
"napB","PA1173",-0.657207499023756,0.0523703519093713
"PA4826","PA4826",0.976139008277752,0.0528510145647082
"qslA","PA1244",-1.16716098449831,0.0536614080881955
"PA5048","PA5048",0.83597285013219,0.0536614080881955
"PA2957","PA2957",0.69553086292291,0.0536614080881955
"PA4960","PA4960",0.686844490156144,0.0536614080881955
"pyrF","PA2876",0.461432612568046,0.0536614080881955
"PA1789","PA1789",-1.19713508878445,0.0539186960978031
"hisG","PA4449",0.861472589880423,0.0539288129191256
"PA5518","PA5518",0.863907714970932,0.0541046373000645
"nuoM","PA2648",-0.518659830161559,0.0541046373000645
"PA4540","PA4540",-0.416652878618713,0.0541046373000645
"gmk","PA5336",0.384426130549686,0.0541046373000645
"PA3352","PA3352",1.47456275073401,0.0543472854380652
"PA5504","PA5504",0.808364974298293,0.0543472854380652
"PA3202","PA3202",0.781625871110746,0.0543472854380652
"pheS","PA2740",0.781144817351569,0.0543472854380652
"PA4154","PA4154",0.675030620431537,0.0543472854380652
"lptA","PA0005",0.64202617757407,0.0543472854380652
"PA1882","PA1882",0.584850932419869,0.0543472854380652
"napA","PA1174",-1.03741393558187,0.054455332367456
"PA4324","PA4324",0.821192273755219,0.054455332367456
"PA2119","PA2119",-0.501949650427752,0.0548255727017828
"popD","PA1709",-0.574312607841717,0.0549795794739343
