"","GSM1608067_Biofilm+12hrcipro_rep1","GSM1608068_Biofilm+12hrcipro_rep2","GSM1608069_Biofilm+12hrcipro_rep3","GSM1608070_Biofilm+12hrtobra_rep1","GSM1608071_Biofilm+12hrtobra_rep2","GSM1608072_Biofilm+12hrtobra_rep3","GSM551150","GSM551151","GSM551152"
"ig_4585148_4584530_at",8.20821780029069,8.02747752098993,8.22800972609325,7.99647643615116,8.16866295026073,8.17637489654669,8.28048333243287,8.18859537997931,8.26682569322923
"ig_4629184_4629943_at",7.28860752276238,7.08465128993651,7.88301324342419,6.93055348481637,7.41392521948953,7.65899789065608,7.49179001851741,7.49990824333381,7.54150564108487
"ig_4629943_4629184_at",6.97643657815109,6.82408092778264,7.2353535640991,6.87541884770271,6.97178412795927,7.15544664883733,7.16191184903533,7.07167517796293,7.14172402106669
"ig_4705304_4705955_at",7.19191665467277,7.12080569809209,7.3273887687353,7.25130525176478,7.18740011246463,7.26067198982315,7.37354524748921,7.18217225324869,7.27909814228607
"ig_4705955_4705304_at",7.78156643788327,7.56724610707583,7.49741965413924,7.64910982933637,7.51220895426349,7.64910982933637,7.87884183338276,7.62389999910579,8.07746501423456
"ig_4713098_4713795_at",6.91213682755523,6.77298607822828,7.18970293489675,6.81412945600735,6.9392225038701,6.98882500128711,6.98317602867288,6.96680787349959,6.97754916184852
"ig_4713795_4713098_at",6.68285692346432,6.63978459870339,6.74890512613211,6.537050494514,6.68259695228974,6.78932015918928,6.81991563075953,6.74851693089415,6.75806244315309
"ig_4888194_4889111_at",7.16333882670283,7.03880796256012,7.19286105352306,7.0027246964912,7.14417520092594,7.19269314994236,7.29794380701257,7.16333882670283,7.43823593456031
"ig_4889111_4888194_at",8.00531465348846,8.29124705736354,8.07282506762555,8.02437227416026,8.00531465348846,8.1062179723015,8.00531465348846,7.92526333138413,8.00531465348846
"ig_4956028_4956733_at",7.10685759600049,7.08400307780739,6.8442543237655,6.99058733443873,6.92191734786697,6.88736734037493,7.03109268503253,6.97526304547994,7.01528407910718
"ig_4956733_4956028_at",14.3566868941456,14.3894528282821,14.3894528282821,14.4190614453998,14.3322279269316,14.3894528282821,14.4143650998946,14.4004687449689,14.3700937969671
"ig_5086695_5087407_at",7.16383902835189,7.29487467531653,7.3997358377447,7.3151263363616,7.32445667450129,7.57671297327671,7.71996703607411,7.3997358377447,7.62140375137777
