"","GSM1608067_Biofilm+12hrcipro_rep1","GSM1608068_Biofilm+12hrcipro_rep2","GSM1608069_Biofilm+12hrcipro_rep3","GSM1608070_Biofilm+12hrtobra_rep1","GSM1608071_Biofilm+12hrtobra_rep2","GSM1608072_Biofilm+12hrtobra_rep3","GSM551150","GSM551151","GSM551152"
"PA0357_mutM_at",6.91631985279449,7.21274814093179,6.92381467771117,7.03468242221188,7.29270767856641,7.03468242221188,6.93703770600161,7.03468242221188,7.00720957502333
"PA0358_at",8.88252146143533,8.64966159606192,8.98605289709164,9.33112478958208,9.20350751895444,9.40746840395089,8.94211055282952,9.03650751553527,9.06838798336213
"PA0359_at",7.82881229986532,8.33032750878363,7.90572479190951,8.15435697809583,8.17861969045241,8.08077246875943,8.09969571928412,8.50161953471485,8.1585533382485
"PA0360_at",8.28768114235168,8.56304934483157,8.22071080142115,8.36451422155223,8.28768114235168,8.31665969083397,8.44093923455141,8.28768114235168,8.21034599963059
"PA0361_at",8.62928919141514,8.56836569236028,8.72106942786164,8.91331073182643,8.92021985747198,9.22995990531322,8.69891540765025,8.75947673541594,8.77287924132049
"PA0362_fdx1_at",9.33493850513793,10.1491117522677,9.3627757231765,9.67565536102719,10.041463371765,9.97051897610396,9.05565711043842,9.47895068190864,9.39778889165485
"PA0363_coaD_at",7.90092695567965,7.97503108085977,8.11664122678172,8.11356553810881,8.38404759226824,8.03779022145524,7.95150528077223,8.03779022145524,8.03779022145524
"PA0364_at",7.49766890420118,7.43832898528558,7.6482584556222,7.4117717019505,7.47485628610514,7.49766890420118,7.54904731121833,7.62790700383276,7.53293272874375
"PA0365_at",9.12685024004102,9.06489249131262,9.41489853803051,8.58509539506697,9.06695454054914,9.11307967468642,9.4199399105937,9.51799846449406,9.49988737844942
"PA0366_at",8.7102649660583,9.22429539938226,8.50091440886142,8.80245876938482,8.78605118210749,8.68589390825752,8.78057466671583,8.95486662244435,8.87795455197472
"PA0367_at",7.65605652076783,7.70422805725644,7.58801214829412,7.58126185663817,7.69653874855739,7.83318236231565,7.94050887078359,7.73426648032713,8.03171628423991
"PA0368_at",8.10691291275441,7.94162886034659,7.87293636342641,8.06678421597637,7.99460613761507,8.06678421597637,8.21241402205511,8.2477654585621,8.4675260204008
"PA0369_at",7.94742813685171,7.94742813685171,8.16406525926819,7.75020960788946,7.82849718468395,7.87542483252396,7.89538341502918,8.19924921542747,8.01558126689646
"PA0370_at",9.36312706181617,8.62594521618049,9.08317799536201,8.69398408907609,8.81362375587863,9.00510488462442,9.32177571293842,9.30791955307991,9.58819374315123
"PA0371_at",7.74401400274246,7.80384953731502,8.05891852798747,7.69484753840556,7.84591766615554,7.70489064660703,7.80384953731502,8.26663399671355,7.74378979747125
"PA0372_at",8.14943714919394,9.09620864980619,8.5087522890263,8.49284809885917,8.50621273934464,8.49284809885917,8.32707136824015,8.6120271712112,8.40380290618302
"PA0373_ftsY_at",9.31576590903467,9.82857065776684,9.00588161463252,9.85280249975421,9.52541855426986,9.37501103915714,8.6748424145221,8.94720531158343,9.01894879012849
"PA0374_ftsE_at",8.82945897101933,9.07101985192502,9.25072029730745,8.88909849479852,9.1231459774371,8.8847792533717,8.74506449087772,8.91621089198684,8.66947957698006
"PA0375_ftsX_at",10.7035061448493,10.7035061448493,10.7909490917829,11.1166256117388,10.8018688512194,10.7035061448493,10.4642724198053,10.6558258153373,10.5191012583257
"PA0376_rpoH_at",11.7028560231016,12.5099929339567,11.50601568845,12.9931556652767,13.0700520323026,12.5140651637361,11.4604102312716,11.5804535825082,11.2054023306845
"PA0377_at",9.69629096350665,9.45455719385314,9.66008776180107,9.79954970282385,9.66008776180107,9.66008776180107,9.81845436391852,9.65208276469273,9.74843894244823
"PA0378_at",8.44008980312731,8.44843001675687,8.61095456621707,8.46579719070936,8.39276492147916,8.3625924812299,8.48250566055784,8.47809868871374,8.26946401389667
"PA0379_at",9.05404442361922,8.74137306372711,8.77191446738489,9.34525971054576,9.05404442361922,9.2302627740253,9.05512467750957,8.85376031196936,9.05404442361922
"PA0380_i_at",9.21496168187625,8.8793408078525,8.28595982242789,9.47402708907598,8.92666841393908,9.31792540921906,8.6722790221238,8.5044988963909,8.91631063570403
"PA0381_thiG_at",7.6466370399108,7.58844931385248,7.4929762462637,7.6059906472177,7.84826088691161,7.58844931385248,7.47917128270828,7.58844931385248,7.318814124418
"PA0382_micA_at",8.12182996822238,7.84525777243648,7.90739720908766,8.03100116967018,8.03100116967018,8.17386462877883,8.01723273025809,8.03100116967018,8.462996929971
"PA0383_at",7.1608222708464,7.1608222708464,7.43608043215737,7.00683940834649,7.07322580564433,7.05350086534969,7.20178012468279,7.32367335446615,7.11798510221214
"PA0384_at",7.15760491896448,7.43031518375296,8.15005311482423,7.09214980023298,7.65486332616112,7.43031518375296,7.22913489689839,7.92996098797174,7.27738950721352
"PA0385_at",7.75493028306896,7.5804663842976,8.09333894342522,7.65911448987978,7.85102360870942,8.09270747872871,7.79911088797373,7.96757479214271,8.05725457919201
"PA0386_at",8.31302781267082,7.83267441783484,8.34900602946683,8.00776530392898,8.24516609613179,8.27854620255246,8.06005621237079,8.2265603744758,8.11818163598968
"PA0387_at",9.50318191859808,10.5960511505395,9.80699859512694,8.93225390543181,9.45541015959207,9.4790993740667,9.80699859512694,10.599207755401,10.0381190427707
"PA0388_at",8.12181806307833,9.19041991190383,8.41088290510736,7.52609234542127,8.32520578519265,8.11439162487198,8.32467703226105,9.24162552591574,8.69209529535567
"PA0389_at",7.64543956280534,7.60857991933967,7.79413659574805,7.38514631543027,7.65515002037893,7.64543956280534,7.60118755273659,7.73001213410519,7.64543956280534
"PA0390_metX_at",7.4970048291007,7.75283619559167,8.26673403979335,7.72486088633945,7.86109072073065,7.86965708109706,7.72691283248079,7.88828654311333,8.0253589210752
"PA0391_at",8.2301193701124,8.70390777595489,8.34876546386465,7.91321517400364,8.41953151757628,8.22251249744316,8.17527771425188,9.22244043958785,8.61723661827157
"PA0392_at",8.39170344873691,8.51977569022294,8.44393103248421,8.16236471575433,8.37696877625319,8.44393103248421,8.44393103248421,8.5806991861339,8.44986068053771
"PA0393_proC_at",9.16022723075744,9.22783459603233,8.56417856725731,8.88617547864514,8.97071853195996,9.00777284244036,9.25259306945634,9.14320984191971,9.06771848900964
"PA0394_at",10.3671995640265,10.567423593538,10.3457623802872,10.3997923259882,10.448446354467,10.5135409587958,10.4682460729326,10.2968257315738,10.448446354467
"PA0395_pilT_at",8.49825818209818,8.7572436623117,8.83058875512832,8.71800242571752,8.7572436623117,8.7572436623117,8.7572436623117,9.08154689150921,8.84409647283991
"PA0396_pilU_at",9.23228497293348,9.39209732788689,8.93085004216962,9.11108048275376,9.12874971666906,9.12383269035744,9.31897064450738,9.43992141478199,9.31696331240679
"PA0397_at",8.26475102495182,8.23181194550432,8.25660335017628,8.16305624783432,8.18237118048518,8.28187989379164,8.79246239582657,8.37987709198742,8.54642616227206
"PA0398_at",7.78313505396407,7.5781547514728,7.95620550337085,7.73704307581791,7.78313505396407,7.78313505396407,7.78313505396407,7.78313505396407,7.82902231060793
"PA0399_at",7.23090238984216,7.36870985732966,7.38490720583822,6.98747318896756,7.35692663755245,7.33515657884502,7.38976978919561,7.59012728053087,7.35692663755245
"PA0400_at",8.10803642221806,8.14217275314825,7.96507312518731,7.9880194886173,7.95997796465222,8.04758308891323,8.21666146456918,8.2225535069949,8.46759418647102
"PA0401_at",7.79000793160084,7.75517253997942,7.52960659688801,7.10821928093214,7.44742430835819,7.35128576232717,7.18800987592853,7.71085402477285,7.43616776066041
"PA0402_pyrB_at",9.88380561843032,9.94486079742231,9.60696320750114,9.15474558106733,9.39355592311067,9.43520710462491,9.15034371278654,9.61475493309011,9.47511614494485
"PA0403_pyrR_at",8.1703043644537,7.96836752281311,7.74835935953113,7.66556676379179,7.55264536861198,7.90034818349077,8.14911969168318,8.22278980741384,8.27098017186347
"PA0404_i_at",10.291992719832,9.86036412353064,9.01908083746965,9.99684309399254,9.70108343973375,10.2265208182379,10.2577307043978,10.1481622195915,10.4678094321118
"PA0405_at",8.61276674553068,9.33322370110105,8.69355503715841,8.44607284593151,8.61276674553068,8.53814491227521,8.57562786386335,8.8058180478454,8.61276674553068
"PA0406_at",9.00106719604715,8.88107477862198,9.42204765980921,8.5940110194926,9.00095186968833,8.79423787504884,9.00095186968833,9.21723507374021,9.00095186968833
"PA0407_gshB_at",8.89323279525889,8.89323279525889,8.23293122418189,8.81583444387197,8.78994797462241,9.00476728693232,8.9074008913138,8.90533093466809,8.92872561579563
"PA0408_pilG_at",10.1347676253294,11.124932948526,10.4001526305948,10.3624246951067,10.7973053890991,10.6012640439415,10.0856879678954,10.7645726290008,10.5608222811327
"PA0409_pilH_at",11.790604439049,12.0306801504556,11.3800379417613,11.8930474161328,12.3918894253414,12.1113605654405,11.8346330042208,12.673626289064,12.1020018072674
"PA0410_pilI_at",8.16993854044421,8.69628995389235,8.23725902203492,8.89043411352283,8.70526434714849,8.5198814517751,8.38965053802868,8.63041557913331,8.50158264448658
"PA0411_pilJ_at",9.52597111016756,9.88193532668171,10.141802586959,9.76202308059205,10.2737376339368,9.88193532668171,9.39253498139007,10.6653840414068,9.75702414022478
"PA0412_pilK_at",7.91365881025028,7.91365881025028,7.46089348597609,7.91365881025028,7.8920698196661,7.91365881025028,8.13315965150524,8.02396601420116,7.91365881025028
"PA0413_at",9.94085291702357,9.69132496108032,9.99409520474724,9.65256635734911,9.94653335101539,9.93717535261748,9.92126460140919,10.5638802062571,10.2135631422202
"PA0414_at",8.53634237653218,8.24311215322532,8.53634237653218,8.32271903649786,8.49090491465858,8.53634237653218,8.72566326024904,8.79516289034487,8.88352586838069
"PA0415_at",8.74994960499538,8.94954531394245,9.52088167916111,8.95432335642236,8.97984015144513,8.78579529122762,8.96772450599062,9.06965833714699,8.99544774380902
"PA0416_at",7.68964592742573,7.38705767960415,7.49972485439427,7.47248166942291,7.48738961264581,7.52384512274877,7.42358368003193,7.50459190180391,7.50459190180391
"PA0417_at",8.44284852551786,7.97991093842089,7.95840679092188,8.49862766730493,8.14321563154112,8.32948116598109,8.61344140315655,8.32948116598109,8.69187049168084
"PA0418_at",7.73014109772063,7.60106049380843,7.60658841572773,7.6121736405967,7.60106049380843,7.53441980492337,7.60106049380843,7.60106049380843,7.50188688659842
"PA0419_at",8.06698035200293,7.82786431822577,7.79205643286169,7.96165709025319,7.95932161196184,8.11281976378524,7.98235382220518,7.99444216973338,8.1929157073978
"PA0420_bioA_at",7.9179281021347,8.06957562272591,8.44199123786667,7.78418604011386,8.42006545340769,7.99160373007842,8.07803425526141,8.17208719762408,8.08397464913074
"PA0421_at",7.67850537912662,7.60803926697387,7.58321236187614,7.69441973552142,7.69441973552142,7.69441973552142,7.79175689843297,7.69441973552142,7.98598718917429
"PA0422_at",8.21231629278491,8.58072490107229,8.37700341026314,8.61932510396572,9.09300893169583,8.57546397962342,8.3876657491496,8.47126447070963,8.15555851267925
"PA0423_at",7.32774281158012,7.40762604787286,7.21464123417722,7.37302164580074,7.50436812480313,7.44477373682944,7.48680712622353,7.36685924901905,7.39458748881189
"PA0424_mexR_at",9.80413983380672,10.5315008351547,9.91469651417571,11.5970287241438,11.4242415617357,11.0515702939102,10.0249217843095,9.65872604062483,9.53184949314385
"PA0425_mexA_at",9.6266414971833,10.3375944200606,9.50362568981702,11.3533086270325,11.2532600463725,11.0578003705537,10.1227433687179,10.2681554913708,10.1281870516721
"PA0426_mexB_at",8.62964162389907,8.74791810847984,8.47187684050289,9.90374426167769,9.23812501127897,9.13637133635302,9.11387362534632,9.04916336737518,8.91536494505957
"PA0427_oprM_at",9.7816944067888,10.0740712390918,9.7913108679401,10.2597033151646,10.470269168646,10.0740712390918,9.97013406696349,10.2581870312348,9.98035250973707
"PA0428_at",9.59197385014109,9.52553663237614,9.03929777720839,10.1631628693422,9.94123830088323,9.9291041734615,9.38314966253784,9.67630666608439,9.7168841348386
"PA0429_at",8.17285999451198,8.54602008801635,8.08197436666671,8.15007661654123,8.32237108950227,8.17285999451198,8.24397746382063,8.42325013103714,7.85869130722485
"PA0430_metF_at",8.58266943325832,8.51233916302124,8.62522985387895,8.45048535035231,8.74950305303378,8.55581397826793,8.4122679048788,8.65593469668677,8.4127834483635
"PA0431_at",9.78108818031453,9.74557333144566,9.71670155984844,10.1218366066836,9.83706880211792,9.78108818031453,9.51342310786038,9.85162241767953,9.73833520589313
"PA0432_sahH_at",10.1422382353648,10.563842770435,9.73430148964482,10.8333225899417,10.8414998964297,10.6614081435248,9.34202077491322,10.2739549230336,9.9443629678225
"PA0433_at",9.43755067804434,8.65478656508706,9.3389799835898,9.16492346781015,9.18562335371756,9.31274163306571,9.16972604379227,9.18562335371756,9.31514583623185
"PA0434_at",8.13955903240648,8.18188427470373,8.11460735734926,7.93500836716849,8.11460735734926,8.00837059396374,8.11460735734926,8.23364687421178,8.14360406116958
"PA0435_at",9.24782141127145,8.30201213702272,8.75892612980807,8.709991426427,8.48668714682161,8.94677340531186,9.3283711157362,9.09759835525915,9.25923645720406
"PA0436_at",8.13327905648261,8.54954545287629,8.34436550315536,8.18298715543096,8.2628096090108,8.50316964861734,8.66210031146426,8.42871633051428,8.58811749748967
"PA0437_codA_at",8.58592736510423,7.86283380169749,8.35492480577111,8.16125588699259,8.08970000431225,8.51671052553337,8.92748069470845,8.57911646261377,8.99704866294061
"PA0438_codB_at",8.23850715176068,7.64178387507432,8.15714106935521,7.98193242947128,7.96352275308861,7.98193242947128,8.11447657651574,7.98193242947128,8.05401695498032
"PA0439_at",7.85233332165289,7.62171551731288,7.64451475766604,7.45145051502628,7.48556319624429,7.62171551731288,7.62171551731288,7.62171551731288,7.55302732840539
"PA0440_at",7.31000424285696,7.22162630619867,7.46371957974586,7.24197883548402,7.44333190305411,7.41186314129975,7.47255729717178,7.59401997660422,7.4365009464695
"PA0441_at",8.4473865901825,8.57943901827084,8.78823190918432,8.2026560840767,8.37810268750526,8.56487134516532,8.77249789985152,8.71205480429984,9.00322403100885
"PA0442_r_at",6.24682865605545,6.24483354279688,6.36053808499538,6.24265852625954,6.25751113683212,6.38469989694824,6.25342238437145,6.27392269352007,6.3414931622432
"PA0443_at",7.87139794411129,7.64417682337808,8.61566521081031,7.420795716491,8.06765100230522,7.90999075744762,8.17870681539324,8.10856540406619,7.90999075744762
"PA0444_at",7.91194933533083,7.7663399205556,8.15873901955129,7.65775025203638,7.94557503731632,7.94557503731632,8.09139212143238,7.98750133066833,7.94557503731632
"PA0445_s_at",8.81463571341249,9.06289390444537,10.1128651395267,9.04548344278014,9.57298279309095,9.52165341933262,9.3842660487248,9.87364321709165,9.79989744387748
"PA0446_at",8.53752963631543,8.83710899464353,9.04425221936464,8.64520184989576,8.98928960835607,8.63513782713744,8.83710899464353,9.16478864845577,8.70787010767841
"PA0447_gcdH_at",8.29866224181672,9.20946145431092,9.03161686558893,9.38759240555,10.00673241393,9.46927995510313,8.58866852914428,8.97425217336162,8.61201498413117
"PA0448_at",7.3261316124457,7.22675322137199,7.36651173468042,7.9458898792928,7.43668411994106,7.63828370058917,7.43668411994106,7.43668411994106,7.48220150254467
"PA0449_at",8.06449767251883,8.87124039153559,9.04230607236908,8.91997599802558,8.90017809969988,8.98740242252669,8.84282068515977,8.9681065434579,8.80358495251708
"PA0450_at",8.36789132054246,8.17793966093928,7.9723994800888,8.28335794391232,8.01356488293293,8.19034340999584,8.62589606705809,8.22252769417128,8.49321832048445
"PA0451_at",8.27714060050344,8.67928653585339,7.94557503731632,8.0171138511266,7.93866266807233,7.83252367014587,8.35399469831762,8.25506212985439,8.04368455545208
"PA0452_at",7.62125333719525,7.84929230400029,7.76051222471328,7.47286916592638,7.53960473440749,7.49552684422082,7.53960473440749,7.53960473440749,7.45314460756923
"PA0453_at",8.64111928026913,8.49756043308449,8.74785126331659,8.25528493969032,8.39732624190543,8.60431286466961,8.87037864436247,8.5641294755412,8.76565750129369
"PA0454_at",8.65763094844728,7.9439968334161,8.44025738202781,8.48515249381792,8.39852002608957,8.41519150787051,8.60388798151519,8.71127737560422,8.74621690280174
"PA0455_dbpA_at",8.29575075166266,7.91193593531269,7.66174826051121,8.11425418020195,7.88348482032068,8.07684504831985,8.44397709401723,8.07684504831985,8.17377164691345
"PA0456_at",10.0229986193694,11.2792778360491,9.59926103383721,10.472834276013,11.6729197930029,11.4824290149605,10.0132937416776,10.9959172321646,10.3801237580687
"PA0457_at",8.50802354851996,8.31570509309915,8.24960417529571,8.51703447876271,8.50802354851996,8.67485337779481,8.61680999996317,8.50802354851996,8.73020216284018
"PA0458_at",8.60091376713565,8.13195994024944,8.609757980117,8.52059303311461,8.65105412641285,8.65105412641285,9.03126463633947,8.91185013163357,8.97676197478033
"PA0459_at",8.35249684243001,8.69550434803015,8.53182955196188,7.92795654199656,8.08981882783496,8.38381764116077,9.00460243472071,9.56962796158758,9.23451149679581
"PA0460_at",9.5048823639505,10.3543640464774,8.88516195158257,10.6418374882885,10.2461015006077,9.814446624072,9.62543752791782,9.38658435035207,9.75343711119682
"PA0461_at",8.14020436688716,8.12301081008653,8.68170889093486,8.34173849535544,8.57634435403377,8.39398691187881,8.29276459706725,8.32642547172753,8.32642547172753
"PA0462_at",9.73342065040866,10.6070761434228,9.66910939690061,10.691069470922,10.7760234259387,10.5092941720578,9.83599961833937,9.86007333965414,9.7126158694174
"PA0463_creB_at",8.13977983795732,8.33697175250444,8.53307130157334,8.3967597772425,9.13261410513021,8.70826776414651,8.13840920242933,8.28939795949433,8.23229686685094
"PA0464_creC_at",9.81993352394097,9.05982251553219,9.26551016721498,10.1174038972556,9.75220564640667,9.79844819739431,9.77178808453114,9.70804657981294,9.81967963810467
"PA0465_creD_at",7.58188040141522,7.21868722607504,7.44296633035831,7.42810817512088,7.27835245992722,7.44284276314493,7.77832201128518,7.44284276314493,7.7792996690864
"PA0466_at",8.30385381104264,7.57399353990833,7.95738637002625,8.11609448265555,7.97802610391679,8.29138090594129,8.27627827726888,8.11776306698825,8.091115991719
"PA0467_at",9.29531133255688,9.05982421133377,8.80388512122774,8.96125271792722,9.17008152668106,9.15058750824058,9.06501938293875,9.64632586994634,9.25575644926133
"PA0468_at",8.17887472318779,8.17138435412634,8.00167296941394,8.08454286143402,7.99712151761281,8.01062832150012,8.13546412673633,8.12006572723496,8.09573015459697
"PA0469_at",9.4813234492126,10.1027244729277,9.63483084809383,9.79907221145888,9.91871390053923,9.72404392867833,9.82721948624935,9.89026771147847,9.82721948624935
"PA0470_at",8.59121493230147,8.21051580318429,8.42473631454862,8.42591819920414,8.24546999075362,8.44512891916992,9.01648564614668,8.44512891916992,8.72660389486377
"PA0471_at",8.81461897981019,8.47434600627928,9.01620141779036,9.36735813815542,8.92722788517726,9.05552505061784,9.00103263360734,9.00103263360734,9.15666811330063
"PA0472_at",8.413369157772,8.63573814930856,8.35069447355209,8.96299972668579,8.67107185202183,8.413369157772,8.23764294834208,8.27988633691075,8.36372272673537
"PA0473_at",7.75820185167346,8.11157695511343,8.18951758209737,7.47196324369947,8.13121985971603,7.91746254824441,7.89176368713327,8.50846188690914,8.06551627208669
"PA0474_at",7.52364583376218,7.2440705689534,7.23193728718739,7.34225027775818,7.29560689225873,7.44696596567585,7.70586510715108,7.44696596567585,7.83032494713575
"PA0475_at",7.72509515223694,7.49113863780915,7.47790044567294,7.55253561898212,7.57274827320515,7.5094991262052,7.74853469491277,7.57274827320515,7.60194875073647
"PA0476_at",8.38172001307739,8.32602415358138,8.74952476443119,8.30081849611812,8.27172890334359,8.44388260005639,8.75367552125837,8.55498969778921,8.60789974647757
"PA0477_at",7.89688687814352,7.36059185289388,8.10823623764773,7.67597763150003,7.83005762811188,7.81668843180508,7.95545195545351,7.98186525242284,8.08750363627594
"PA0478_at",8.00664767970069,7.78799125515549,8.81194631439537,7.92110417254571,8.40101246182249,7.9957255103048,8.09652483106742,8.2792436144987,8.0191255355747
"PA0479_at",9.57175666655541,8.70739532245335,9.11138385286192,8.75889676341917,8.83063907491876,9.11138385286192,9.677113701015,9.29782642969641,9.63228930819086
"PA0480_at",7.76620986851519,7.68708264558053,7.98295240262701,7.68010059479687,7.73172224166894,7.708241997977,7.81890517088121,7.80047261984656,7.76620986851519
"PA0481_at",8.82182239111073,8.09290182966511,8.61406051962662,8.74815946716153,8.49199675487151,8.84322154436436,9.15097800421757,8.74815946716153,9.14223631602163
"PA0482_glcB_at",9.36094549879913,9.78871314178587,9.80306283196056,10.1264219212598,10.0927626148386,9.80306283196056,9.66034098819379,10.0814509763868,9.61812261953553
"PA0483_at",7.17051226719634,7.47174450200977,7.32035847126293,7.03938778668599,7.33360907490151,7.23931225333085,7.40185866694051,7.44350667032577,7.33685878940443
"PA0484_at",9.29399520532095,10.0632423728154,9.12922841140759,8.85169542973702,9.20822025418674,8.80494603742203,9.65102279800255,9.61766204374899,9.29399520532095
"PA0485_at",8.05695643639601,7.8008295556239,7.62189601461626,7.85612486249886,7.77798400067082,7.93742187304271,7.98871496574481,7.85612486249886,7.88602838833876
"PA0486_at",8.2776126977049,8.20994709987365,7.9851543871737,8.36942004463612,8.23631556092264,8.3090174245321,8.43104124563533,8.2776126977049,8.61197397446941
"PA0487_at",8.36654333546577,8.14886432968052,8.46491496906712,8.10184179142838,8.50504909928462,8.45714010162155,8.22912709042315,8.52691618289431,8.37967244655699
"PA0488_at",8.81531806844058,8.81531806844058,8.76664932268191,8.911430293931,8.88320484638748,8.81531806844058,8.71266835074085,8.81531806844058,8.70107470631449
"PA0489_at",7.85434419576007,7.85072582928703,7.83156338845043,8.41976151457565,8.08604560740758,7.88113143824974,7.84688688039413,7.82340697202352,7.88113143824974
"PA0490_at",8.12334127107778,9.01705295026179,8.01632895090027,8.53406490590071,8.46830529206351,8.14397603180253,8.01007964857027,8.1419829879211,7.73284672987804
"PA0491_at",9.04097367630522,8.86111373645729,9.01531015340782,9.21369581226901,8.91277901564376,9.01531015340782,9.03783079198854,9.01531015340782,8.93861728950791
"PA0492_at",7.82192962799598,7.90883788084013,8.02833399246236,7.63694127675133,8.05901360624811,7.87264599818167,7.87264599818167,7.88100666504776,7.62883225373129
"PA0493_at",7.20797052000007,7.18912527816467,7.4880352027224,7.1908343259575,7.24458692416845,7.24458692416845,7.28028124808955,7.28964598424707,7.24445821795876
"PA0494_at",7.871746089132,7.46861827610768,7.64736351280951,7.52781568037765,7.58525777828326,7.66890376284263,7.73349347207501,7.61028841973313,7.66018316304819
"PA0495_at",8.52974878386966,8.37238915871672,8.67868926526365,8.48216972892204,8.57964483789844,8.607033276139,8.58671366435574,8.64525651130716,8.76804877838763
"PA0496_at",7.57921825018557,7.20544731293028,7.54703442533028,7.55497180049306,7.33090452759668,7.54703442533028,8.01577994672039,7.55381595535626,7.82503215631805
"PA0497_at",6.93654391242987,6.86972512036563,6.98788618021931,6.93654391242987,6.96855449651042,6.93654391242987,7.0063270982888,6.92973081951542,6.95487552027801
"PA0498_at",6.97231495247042,6.89616569641426,7.26329591694995,6.92886729516138,7.013476797277,7.05872275876851,7.08181782515933,7.02933517601653,7.07925117328706
"PA0499_at",7.69519509528181,7.46684586194001,7.73199215898839,7.51961316459598,7.64599163199118,7.66335727902923,7.94247056800548,7.71093102089207,7.75482536057439
"PA0500_bioB_at",8.51032808246916,9.46850027387161,8.71390563688417,9.4208928089015,9.92639528361812,8.97697098498008,8.56547676445589,8.99859899756986,8.37112115890689
"PA0501_bioF_at",7.85202469066354,7.81333458485247,8.02905387729761,8.70496604259247,8.27632218876755,8.12714174637667,7.80505226769325,8.06199074875669,8.05122198268729
"PA0502_at",8.4762012087118,8.20271990333026,8.2208761283103,8.65460432558142,8.61687548160642,8.71659911230581,8.64576680954891,8.70149138223758,8.75174812218431
"PA0503_at",8.61807085566828,8.46938267241649,8.56083332755434,8.65037368530364,8.5521760795682,8.63262929918255,8.60014332065106,8.73327635129386,8.70722365700621
"PA0504_bioD_at",7.79193701069303,7.79412767112848,7.83228229325356,7.85692511287575,7.74310328911069,7.79489530949583,7.83228229325356,7.97929430964448,7.86550788595886
"PA0505_at",10.4883428690919,11.9245574654658,10.3611884987512,10.2405263905648,10.8180466277834,10.248448734757,10.6882096078839,10.4883428690919,10.3727101916483
"PA0506_at",9.23135072445863,9.4881989817779,8.68385800701399,10.0785127395433,9.4191329618447,9.33126681430672,9.38362992106237,9.50224686577913,9.43221721244578
"PA0507_at",8.49196626952721,8.52697771513884,8.55368004542871,8.14117609883908,8.29018985441756,8.44370175637209,8.43845199800509,8.43845199800509,8.44544112859569
"PA0508_at",7.39927667766468,7.39206101991275,7.81989828673975,7.51481221270929,7.77436048765541,7.72652112859668,7.5597244295345,7.70698613656005,7.59513144387589
"PA0509_nirN_at",9.38182424102637,9.34433512868634,9.3666559457999,8.83100681699594,9.0572606302527,9.14262016450016,9.6763380533433,9.77543823965669,9.34433512868634
"PA0510_at",8.91948804587807,8.5681811161611,8.61836868402023,8.48047590977453,8.52517753043056,8.80794082937224,9.2828257984861,9.52565952132611,9.63586611404997
"PA0511_nirJ_at",9.1952606042442,9.01285416654003,9.1247432209751,8.62086156554029,8.79528035365956,9.02191584564656,9.50574492310482,9.90098025283022,9.56716930476356
"PA0512_at",8.77665330209839,8.79687548881043,8.96006166195089,8.43306325972966,8.65065234803022,8.77665330209839,8.77665330209839,8.97134646497933,8.97276757331166
"PA0513_at",7.97569225267601,8.00769717869925,7.83815526455545,7.35884392105804,7.44166771245344,7.6138731280052,8.50502252942781,8.22149526695969,8.09555744609603
"PA0514_nirL_at",9.05769745466376,9.1359103395236,9.23318097027957,8.48791109000153,8.8160766731851,8.7568429152492,9.15786889471165,9.86448937110294,9.38668663718122
"PA0515_at",9.11815979657696,9.61767597855114,9.44133034342067,8.55690715783676,9.29171984214707,9.06426379902385,9.63985048094719,10.1514401885675,9.45234077436806
"PA0516_nirF_at",9.13234473344164,9.79908996421922,9.43893811713724,8.5328090685189,9.14135247114595,9.19652302515236,9.81982998276463,10.1581673008172,9.76707853251192
"PA0517_nirC_at",9.03250423613825,9.6567901234117,8.80640618054679,8.43343015194996,8.76489290914799,8.56600890360237,9.51442344509649,9.94509872690021,9.74637502530278
"PA0518_nirM_at",9.24059461749871,10.2080594860056,9.67783455268667,8.42559434867553,9.087098357957,9.06898747080369,10.2716293758073,10.8421170750757,10.0707983463535
"PA0519_nirS_at",10.5544201058021,11.950950207106,10.9125465937034,9.82092668778384,10.6794301308488,10.2818725614406,11.6829536777414,12.3555544169997,11.4968229409774
"PA0520_nirQ_at",9.55475994603168,10.925737196294,9.66743076063116,9.33273881832136,9.62226038515452,9.28070270269644,9.70708001173373,10.1428502593256,9.46245331342218
"PA0521_at",7.74027937562923,8.14641136585247,7.74027937562923,7.59367955806155,7.70006455635564,7.58772656779924,7.70128426596254,7.90218516309978,7.74027937562923
"PA0522_r_at",10.9648515337592,10.7314721235618,10.4928144855,10.6748782871615,10.5610641350058,10.2267444786424,11.4280576368529,11.1023360916653,10.9442792067424
"PA0523_norC_at",8.77954824953711,11.2061637041979,9.17092141774862,8.33530752826467,9.0064654445832,8.30117899515068,9.61385556698092,9.85576520363431,8.78969747971834
"PA0524_norB_at",8.38790519687162,9.64110449533753,8.34700112334212,8.28001926730622,8.3238321460335,8.20050386949839,9.14364998457127,9.22244043958785,8.44470637300484
"PA0525_at",8.42973340687647,8.70895121703768,7.80609729111453,8.45135514229374,8.20776756556536,8.04616417101221,8.81235106246423,8.75798428809983,8.59161081444458
"PA0526_at",8.74279189983136,10.1065234807354,8.50921624694773,8.24632277565067,8.66888002993515,8.42080809740976,9.24809304185888,9.28569097038412,8.74724503785345
