"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PA4934_rpsR_at",1.03357425896433,11.6976681033657,6.3718494775913,0.000155536670797863,0.00784330220262728,1.24528431587269
"PA1550_at",-0.669018349177442,9.39032090564248,-6.35133679101332,0.000159216341838136,0.00789694659931535,1.22099444189242
"PA3966_at",0.72078165082765,9.16528168501323,6.35100082072599,0.000159277397511615,0.00789694659931535,1.22059612867544
"PA4853_fis_at",1.16479139888694,10.1543270425003,6.32347982666829,0.00016436687420025,0.00808137131484563,1.18791593940815
"PA1440_at",1.10836934259504,11.6670247854699,6.3140543915481,0.000166150625036485,0.00810155940260546,1.17669975050374
"PA4825_mgtA_at",0.935444497936936,8.00161971569188,6.27685244709157,0.000173400684142699,0.00827367282308739,1.13231074779189
"PA4744_infB_at",1.46766808143023,9.87989499653379,6.2718135846148,0.00017440900940554,0.00827367282308739,1.12628379586372
"PA2985_at",1.0286145440128,9.80050530465535,6.2713691602323,0.000174498250382607,0.00827367282308739,1.12575205487668
"PA4670_prs_at",1.27785803859657,10.2624822640446,6.26743865684108,0.000175289678455241,0.00827367282308739,1.12104813647607
"PA3185_at",1.00458480279571,10.1692151738426,6.25944079360873,0.00017691224319394,0.00828398599082733,1.11146994086099
"PA0513_at",-0.802563493655618,7.89533385554788,-6.24174975522841,0.000180559981566846,0.00834234988465129,1.09025190927308
"PA5316_rpmB_at",1.41808177549231,11.6503562039499,6.23970640915894,0.000180986573768706,0.00834234988465129,1.08779840531895
"PA2780_at",0.967681405529834,11.4760416007936,6.19945790045238,0.000189618033277152,0.00867245268476896,1.03935310024606
"PA2855_at",0.925454150774534,9.24324521992912,6.18982684555016,0.000191749551492874,0.0087024796446766,1.02772733677797
"PA2743_infC_at",0.744909676927659,12.81700811144,6.18262929079098,0.000193359598643383,0.00870699492725892,1.01903066792048
"PA2685_at",0.676076160744989,8.42672310998677,6.17460156988186,0.000195172805657872,0.00870699492725892,1.00932242826635
"PA2865_at",1.15734167618246,8.29191002678805,6.16433886822665,0.000197517948605079,0.00870699492725892,0.996898277382718
"PA3112_accD_at",1.09977846477382,9.22777709645377,6.16332155896814,0.000197752088178423,0.00870699492725892,0.995665911488409
"PA4010_at",1.59126020121455,10.5695934834019,6.10916707425986,0.00021066498394304,0.00920684003899211,0.929854800446045
"PA2901_at",1.8266378349558,10.7602292862214,6.08217732929233,0.000217442345759267,0.00943316058808586,0.896902312211725
"PA1639_at",1.50431387392213,9.31386048480642,6.06787043769807,0.000221131263414303,0.00947812977428803,0.879393172254043
"PA4275_nusG_at",1.2259864280901,9.54427188315118,6.06571913602286,0.000221691848957923,0.00947812977428803,0.87675786482181
"PA2644_nuoI_at",-0.88263825509723,8.09732829400405,-6.0561630280505,0.000224200811802781,0.00951643733551374,0.865043924671898
"PA4610_at",-1.07662600918136,9.42349969156715,-6.00667478803883,0.000237700148181743,0.00999965108879106,0.804174880947254
"PA0510_at",-0.876919054761622,8.92933150549988,-6.00033091817486,0.000239493865600676,0.00999965108879106,0.796347084853633
"PA4249_rpsH_at",1.15073374333819,12.1249729463005,5.99620087654644,0.000240669568577683,0.00999965108879106,0.791247902104369
"PA2646_nuoK_at",-0.970414052049705,8.96553482296084,-5.9877338768485,0.000243099631977454,0.010029984815853,0.780786510245554
"PA2974_at",1.8948820302273,9.49828292546502,5.96908141716143,0.00024854802836452,0.0101292342844716,0.757704615977586
"PA1029_at",2.53780209883087,10.8591119394825,5.96776078669432,0.000248938808686166,0.0101292342844716,0.756068500877762
"PA4932_rplI_at",0.831475263016026,11.9476509737458,5.95576035884019,0.000252520688664375,0.0102046031720535,0.741189941080921
"PA5427_adhA_at",-1.92436219404393,10.8505078632447,-5.94288493314864,0.000256426413449618,0.0102070195906048,0.725203755053637
"PA3639_accA_at",0.725336333539421,8.39804542918887,5.94146400027519,0.000256861473859375,0.0102070195906048,0.723438072934584
"PA2894_at",1.15850091320943,9.27376425853967,5.93767706993,0.000258024894191056,0.0102070195906048,0.718730946708849
"PA1836_at",0.570820755487981,8.63378812263006,5.93084914714354,0.000260137129891711,0.0102070195906048,0.710238727407138
"PA1439_at",1.09655070434157,8.43745417043902,5.92733849067178,0.000261230501386664,0.0102070195906048,0.705869767198364
"PA0511_nirJ_at",-0.845278905284061,9.19386780414493,-5.91634447893898,0.00026468709228639,0.0102740384505901,0.692176511840402
"PA5523_at",1.15494481788874,8.94515329281217,5.85652804638509,0.000284390002519341,0.0109666732997655,0.617371309505991
"PA4574_at",0.864922503325603,8.38328003439752,5.82477171889006,0.00029549603857869,0.0113209521273654,0.577449071131579
