#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
atpG	nuoG	208964.PA5555	208964.PA2642	0.063	0	0	0	0.637	0.116	0	0.241	0.742
atpG	nuoH	208964.PA5555	208964.PA2643	0.178	0	0	0	0.345	0	0	0.357	0.624
atpG	nuoI	208964.PA5555	208964.PA2644	0.095	0	0	0	0.619	0.088	0	0.125	0.688
atpG	nuoJ	208964.PA5555	208964.PA2645	0.185	0	0	0	0.408	0	0	0.100	0.528
atpG	nuoK	208964.PA5555	208964.PA2646	0.181	0	0	0	0.365	0	0	0.242	0.571
atpG	nuoL	208964.PA5555	208964.PA2647	0.114	0	0	0	0.225	0	0	0.234	0.428
atpG	nuoM	208964.PA5555	208964.PA2648	0.162	0	0	0	0.344	0	0	0.103	0.464
atpG	rplT	208964.PA5555	208964.PA2741	0	0	0.159	0	0.361	0	0	0	0.439
atpG	deaD	208964.PA5555	208964.PA2840	0	0	0	0	0	0.512	0	0.100	0.542
atpG	rpmF	208964.PA5555	208964.PA2970	0	0	0	0	0.570	0	0	0.170	0.628
atpG	recA	208964.PA5555	208964.PA3617	0.051	0	0.160	0	0	0	0	0.358	0.443
atpG	tsf	208964.PA5555	208964.PA3655	0.043	0	0.165	0	0.937	0	0	0.345	0.962
atpG	rpsB	208964.PA5555	208964.PA3656	0	0	0	0	0.786	0	0	0.169	0.815
atpG	rplS	208964.PA5555	208964.PA3742	0.090	0	0	0	0.442	0.116	0	0.169	0.577
atpG	trmD	208964.PA5555	208964.PA3743	0.084	0	0.203	0	0.627	0	0	0.227	0.761
atpG	rimM	208964.PA5555	208964.PA3744	0.043	0	0.152	0	0.392	0	0	0	0.464
atpG	rpsP	208964.PA5555	208964.PA3745	0.114	0	0	0	0.413	0	0	0.228	0.563
atpG	rpsK	208964.PA5555	208964.PA4240	0	0	0	0	0.947	0.096	0	0.217	0.959
atpG	rpsM	208964.PA5555	208964.PA4241	0	0	0	0	0.943	0.096	0	0.102	0.950
atpG	rpmJ	208964.PA5555	208964.PA4242	0	0	0	0	0.772	0	0	0	0.772
atpG	rplD	208964.PA5555	208964.PA4262	0.063	0	0.185	0	0.919	0.090	0	0.308	0.954
atpG	rpsL	208964.PA5555	208964.PA4268	0.057	0	0	0	0.765	0	0	0.118	0.787
atpG	rpoC	208964.PA5555	208964.PA4269	0	0	0	0	0.793	0	0	0	0.793
atpG	rpoB	208964.PA5555	208964.PA4270	0	0	0	0	0.870	0	0	0.357	0.912
atpG	fumC1	208964.PA5555	208964.PA4470	0	0	0	0	0.465	0	0	0.171	0.537
atpG	rplU	208964.PA5555	208964.PA4568	0.184	0	0.152	0	0.368	0	0	0.243	0.625
atpG	prs	208964.PA5555	208964.PA4670	0.070	0	0	0	0.328	0.098	0	0.357	0.589
atpG	tpiA	208964.PA5555	208964.PA4748	0.053	0	0	0	0.582	0	0	0.162	0.640
atpG	rplI	208964.PA5555	208964.PA4932	0.130	0	0	0	0.516	0	0	0.363	0.709
atpG	rpsR	208964.PA5555	208964.PA4934	0.075	0	0	0	0.682	0	0	0.241	0.757
atpG	rpsF	208964.PA5555	208964.PA4935	0.072	0	0.257	0	0.568	0	0	0.235	0.742
atpG	rpmB	208964.PA5555	208964.PA5316	0	0	0	0	0.425	0	0	0	0.425
azu	ccoP2	208964.PA4922	208964.PA1555	0	0	0.225	0	0.143	0	0	0.239	0.450
azu	cspD	208964.PA4922	208964.PA2622	0	0	0	0	0.581	0	0	0	0.581
azu	oprI	208964.PA4922	208964.PA2853	0	0	0	0	0.715	0	0	0	0.715
azu	oprG	208964.PA4922	208964.PA4067	0	0	0	0	0.581	0	0	0.417	0.745
azu	ccpR	208964.PA4922	208964.PA4587	0	0	0	0	0.207	0	0	0.881	0.901
ccoO2	ccoP2	208964.PA1556	208964.PA1555	0.808	0	0.774	0	0.977	0.806	0	0.817	0.999
ccoO2	ccpR	208964.PA1556	208964.PA4587	0	0	0	0	0.850	0	0	0.239	0.881
ccoO2	oprG	208964.PA1556	208964.PA4067	0.105	0	0	0	0.923	0	0	0.353	0.952
ccoP2	oprG	208964.PA1555	208964.PA4067	0.073	0	0.187	0	0.808	0	0	0.211	0.870
ccoP2	ccpR	208964.PA1555	208964.PA4587	0.110	0	0	0	0.871	0	0	0.233	0.904
ccpR	oprG	208964.PA4587	208964.PA4067	0	0	0	0	0.774	0	0	0.041	0.774
clpV1	vgrG1c	208964.PA0090	208964.PA2685	0.062	0	0.756	0	0.368	0	0	0.516	0.920
cspD	hupB	208964.PA2622	208964.PA1804	0.060	0	0	0	0.368	0.165	0	0.279	0.594
cspD	rplS	208964.PA2622	208964.PA3742	0	0	0	0	0.084	0.376	0	0	0.403
cspD	rpsB	208964.PA2622	208964.PA3656	0	0	0	0	0.134	0.296	0	0.113	0.412
cspD	rpsP	208964.PA2622	208964.PA3745	0.058	0	0	0	0.087	0.208	0	0.245	0.417
cspD	rpmA	208964.PA2622	208964.PA4567	0.053	0	0	0	0.095	0.374	0	0.052	0.423
cspD	oprI	208964.PA2622	208964.PA2853	0	0	0	0	0.425	0	0	0	0.424
cspD	rplT	208964.PA2622	208964.PA2741	0.052	0	0	0	0.119	0.374	0	0.045	0.433
cspD	rpmJ	208964.PA2622	208964.PA4242	0	0	0	0	0.276	0.208	0	0.096	0.436
cspD	ldh	208964.PA2622	208964.PA3418	0	0	0	0	0.486	0	0	0	0.485
cspD	rpsL	208964.PA2622	208964.PA4268	0	0	0	0	0.318	0.349	0	0.075	0.553
cspD	hupA	208964.PA2622	208964.PA5348	0.060	0	0	0	0.343	0.165	0	0.267	0.571
cyoE1	nuoK	208964.PA0113	208964.PA2646	0	0	0	0	0.381	0	0	0.170	0.464
deaD	rplT	208964.PA2840	208964.PA2741	0	0	0	0	0.319	0.161	0	0.228	0.521
deaD	rpmI	208964.PA2840	208964.PA2742	0	0	0	0	0.391	0	0	0.364	0.596
deaD	obg	208964.PA2840	208964.PA4566	0.074	0	0	0	0.150	0.219	0.121	0.093	0.421
deaD	rpsL	208964.PA2840	208964.PA4268	0	0	0	0	0.180	0.174	0.171	0.092	0.421
deaD	rpoC	208964.PA2840	208964.PA4269	0	0	0	0	0.217	0.102	0.196	0.135	0.445
deaD	rplI	208964.PA2840	208964.PA4932	0.055	0	0	0	0.091	0.168	0	0.320	0.448
deaD	rpoB	208964.PA2840	208964.PA4270	0	0	0	0	0.207	0.112	0.255	0.160	0.500
deaD	rplU	208964.PA2840	208964.PA4568	0	0	0	0	0.120	0.443	0	0.190	0.568
deaD	rpsK	208964.PA2840	208964.PA4240	0	0	0	0	0.102	0.195	0.451	0.098	0.594
deaD	rplD	208964.PA2840	208964.PA4262	0	0	0	0	0.324	0.450	0.171	0.132	0.696
dnaG	rpoD	208964.PA0577	208964.PA0576	0.623	0	0.408	0	0.529	0	0	0.566	0.948
dnaG	rluB	208964.PA0577	208964.PA3179	0.062	0	0	0	0.096	0	0	0.357	0.407
dnaG	rplU	208964.PA0577	208964.PA4568	0.186	0	0.243	0	0.105	0	0	0.145	0.465
dnaG	ftsZ	208964.PA0577	208964.PA4407	0.055	0	0.193	0	0	0	0	0.396	0.499
dnaG	rpsR	208964.PA0577	208964.PA4934	0.062	0	0.368	0	0.190	0	0	0.102	0.511
dnaG	obg	208964.PA0577	208964.PA4566	0.133	0	0.205	0	0.238	0	0	0.350	0.612
dnaG	rpoC	208964.PA0577	208964.PA4269	0.186	0	0.188	0	0.052	0.090	0	0.490	0.656
dnaG	tsf	208964.PA0577	208964.PA3655	0.154	0	0	0	0.302	0	0	0.606	0.747
dnaG	rpsI	208964.PA0577	208964.PA4432	0.186	0	0.154	0	0.066	0	0	0.664	0.755
dnaG	recA	208964.PA0577	208964.PA3617	0.103	0	0.417	0	0.074	0	0	0.565	0.761
dnaG	trmD	208964.PA0577	208964.PA3743	0.143	0	0.684	0	0.157	0	0	0.139	0.777
dnaG	rplT	208964.PA0577	208964.PA2741	0.101	0	0.245	0	0.069	0	0	0.723	0.802
dnaG	rpoB	208964.PA0577	208964.PA4270	0.186	0	0.340	0	0.074	0	0	0.708	0.835
dnaG	rpsB	208964.PA0577	208964.PA3656	0.179	0	0.322	0	0.077	0	0	0.722	0.838
dnaG	rpmA	208964.PA0577	208964.PA4567	0.186	0	0.161	0	0.246	0	0	0.724	0.839
dnaG	rpsM	208964.PA0577	208964.PA4241	0.149	0	0.178	0	0.073	0	0	0.792	0.847
dnaG	rplD	208964.PA0577	208964.PA4262	0.113	0	0.262	0	0.059	0	0	0.795	0.857
dnaG	rpsU	208964.PA0577	208964.PA0579	0.509	0	0	0	0.124	0	0	0.706	0.863
dnaG	rplS	208964.PA0577	208964.PA3742	0	0	0.426	0	0.086	0	0	0.793	0.882
dnaG	rpsK	208964.PA0577	208964.PA4240	0.146	0	0.180	0	0.066	0	0	0.843	0.884
fabI	pqsB	208964.PA1806	208964.PA0997	0.093	0	0	0	0.388	0	0	0.143	0.482
fabI	pqsD	208964.PA1806	208964.PA0999	0.093	0	0.381	0	0.388	0	0	0.188	0.683
fabI	rpoB	208964.PA1806	208964.PA4270	0	0	0	0	0.052	0	0	0.411	0.418
fabI	tpiA	208964.PA1806	208964.PA4748	0.186	0	0	0	0.087	0	0	0.360	0.483
fabI	ftsZ	208964.PA1806	208964.PA4407	0	0	0	0	0.105	0	0	0.501	0.535
fptB	pchC	208964.PA4220	208964.PA4229	0.239	0	0	0	0.864	0	0	0.206	0.910
fpvA	pchC	208964.PA2398	208964.PA4229	0	0	0	0	0.058	0	0	0.417	0.427
ftsZ	rpoD	208964.PA4407	208964.PA0576	0.096	0	0.262	0	0.097	0	0	0.660	0.768
ftsZ	sucB	208964.PA4407	208964.PA1586	0	0	0	0	0.332	0	0	0.147	0.406
ftsZ	hupB	208964.PA4407	208964.PA1804	0	0	0.188	0	0.326	0	0	0.250	0.553
ftsZ	nuoH	208964.PA4407	208964.PA2643	0	0	0	0	0.359	0	0	0.243	0.494
ftsZ	lexA	208964.PA4407	208964.PA3007	0	0	0	0	0.048	0	0	0.795	0.797
ftsZ	sulA	208964.PA4407	208964.PA3008	0	0	0	0	0.047	0.988	0	0.630	0.995
ftsZ	recA	208964.PA4407	208964.PA3617	0.057	0	0.466	0	0.048	0.224	0	0.863	0.939
ftsZ	tsf	208964.PA4407	208964.PA3655	0.059	0	0	0	0.095	0	0	0.416	0.459
ftsZ	rpsB	208964.PA4407	208964.PA3656	0.059	0	0	0	0.068	0.126	0	0.438	0.511
ftsZ	rpsL	208964.PA4407	208964.PA4268	0	0	0	0	0.074	0	0	0.402	0.422
ftsZ	rpoC	208964.PA4407	208964.PA4269	0	0	0	0	0.580	0	0	0.393	0.734
ftsZ	rpoB	208964.PA4407	208964.PA4270	0	0	0.166	0	0.272	0	0	0.565	0.713
ftsZ	rplU	208964.PA4407	208964.PA4568	0.177	0	0.206	0	0.090	0	0	0.169	0.440
ftsZ	tpiA	208964.PA4407	208964.PA4748	0.045	0	0	0	0.182	0	0	0.394	0.485
ftsZ	recN	208964.PA4407	208964.PA4763	0.186	0	0	0	0	0	0	0.403	0.493
ftsZ	murD	208964.PA4407	208964.PA4414	0.636	0	0.279	0	0.283	0	0	0.797	0.956
fumC1	sucB	208964.PA4470	208964.PA1586	0	0	0	0	0.290	0.091	0.360	0.167	0.609
fumC1	nuoF	208964.PA4470	208964.PA2641	0	0	0	0	0.364	0.090	0	0.117	0.444
fumC1	pdhA	208964.PA4470	208964.PA3417	0	0	0	0	0.047	0	0	0.474	0.477
fumC1	tpiA	208964.PA4470	208964.PA4748	0	0	0	0	0.056	0.108	0	0.345	0.400
fumC1	prs	208964.PA4470	208964.PA4670	0	0	0	0	0.236	0	0	0.256	0.407
hupA	rpsU	208964.PA5348	208964.PA0579	0.068	0	0	0	0.197	0	0	0.271	0.407
hupA	rpmF	208964.PA5348	208964.PA2970	0.093	0	0	0	0.334	0	0	0.131	0.429
hupA	rpsP	208964.PA5348	208964.PA3745	0	0	0	0	0.305	0	0	0.325	0.511
hupA	rplU	208964.PA5348	208964.PA4568	0	0	0.155	0	0.356	0	0	0.097	0.466
hupB	rpsM	208964.PA1804	208964.PA4241	0	0	0	0	0.344	0	0	0.128	0.403
hupB	rplS	208964.PA1804	208964.PA3742	0.058	0	0	0	0.401	0	0	0	0.411
hupB	rplU	208964.PA1804	208964.PA4568	0	0	0	0	0.386	0	0	0.097	0.421
hupB	rpmF	208964.PA1804	208964.PA2970	0.093	0	0	0	0.369	0	0	0.131	0.460
hupB	rpmJ	208964.PA1804	208964.PA4242	0.063	0	0	0	0.336	0	0	0.214	0.468
hupB	rpmI	208964.PA1804	208964.PA2742	0.093	0	0	0	0.411	0	0	0.190	0.529
hupB	rpsP	208964.PA1804	208964.PA3745	0	0	0	0	0.321	0	0	0.442	0.605
hupB	oprI	208964.PA1804	208964.PA2853	0	0	0	0	0.746	0	0	0.107	0.763
ldh	pdhA	208964.PA3418	208964.PA3417	0.527	0	0	0	0.656	0	0	0.199	0.858
ldh	leuA	208964.PA3418	208964.PA3792	0.045	0	0	0	0.121	0	0.900	0.135	0.917
lecA	pqsB	208964.PA2570	208964.PA0997	0	0	0	0	0	0	0	0.477	0.477
lecA	pqsD	208964.PA2570	208964.PA0999	0	0	0	0	0	0	0	0.499	0.499
lecA	pqsE	208964.PA2570	208964.PA1000	0	0	0	0	0.052	0	0	0.767	0.769
lecA	phzS	208964.PA2570	208964.PA4217	0	0	0	0	0.093	0	0	0.525	0.550
leuA	pdhA	208964.PA3792	208964.PA3417	0	0	0	0	0.129	0	0.800	0.120	0.833
leuA	proA	208964.PA3792	208964.PA4007	0.054	0	0	0	0.061	0	0	0.485	0.502
lexA	rpoD	208964.PA3007	208964.PA0576	0	0	0.153	0	0	0.178	0	0.659	0.742
lexA	rpoB	208964.PA3007	208964.PA4270	0	0	0	0	0	0	0	0.584	0.584
lexA	sulA	208964.PA3007	208964.PA3008	0.788	0	0	0	0.765	0	0	0.252	0.959
lexA	recN	208964.PA3007	208964.PA4763	0	0	0	0	0.721	0	0	0.920	0.976
lexA	recA	208964.PA3007	208964.PA3617	0.181	0	0	0	0.955	0.793	0	0.921	0.999
lpdG	sucB	208964.PA1587	208964.PA1586	0.588	0.137	0.717	0	0.914	0.404	0.918	0.098	0.999
lpdG	tsf	208964.PA1587	208964.PA3655	0	0	0	0	0.335	0	0	0.142	0.405
lpdG	rpoC	208964.PA1587	208964.PA4269	0	0	0	0	0.429	0	0	0.078	0.451
lpdG	nuoJ	208964.PA1587	208964.PA2645	0	0	0	0	0.457	0	0	0	0.457
lpdG	nuoI	208964.PA1587	208964.PA2644	0	0	0	0	0.518	0.090	0	0.084	0.563
lpdG	rpoB	208964.PA1587	208964.PA4270	0	0	0	0	0.560	0	0	0.056	0.566
lpdG	nuoG	208964.PA1587	208964.PA2642	0.068	0	0	0	0.673	0.091	0	0.061	0.705
lpdG	prs	208964.PA1587	208964.PA4670	0	0	0.188	0	0.239	0.191	0.452	0.143	0.722
lpdG	nuoF	208964.PA1587	208964.PA2641	0	0	0.166	0	0.609	0.090	0	0.196	0.730
lpdG	pdhA	208964.PA1587	208964.PA3417	0.088	0	0.275	0	0.473	0	0.920	0.101	0.970
murD	rpsB	208964.PA4414	208964.PA3656	0.104	0	0.199	0	0.134	0	0	0.175	0.418
murD	recN	208964.PA4414	208964.PA4763	0.184	0	0.195	0	0	0	0	0.231	0.450
murD	rpsF	208964.PA4414	208964.PA4935	0.061	0	0.470	0	0	0	0	0	0.481
nrdB	recA	208964.PA1155	208964.PA3617	0.087	0	0	0	0	0	0	0.371	0.401
nrdB	prs	208964.PA1155	208964.PA4670	0	0	0	0	0.077	0	0	0.480	0.499
nuoF	sucB	208964.PA2641	208964.PA1586	0	0	0	0	0.486	0.090	0	0.283	0.635
nuoF	tpiA	208964.PA2641	208964.PA4748	0.186	0	0.188	0	0.294	0.091	0	0.165	0.581
nuoF	nuoM	208964.PA2641	208964.PA2648	0.450	0	0.464	0	0.969	0.806	0.926	0.792	0.999
nuoF	nuoG	208964.PA2641	208964.PA2642	0.567	0	0.732	0	0.986	0.793	0.942	0.724	0.999
nuoF	nuoI	208964.PA2641	208964.PA2644	0.557	0	0.726	0	0.935	0.700	0.916	0.799	0.999
nuoF	nuoJ	208964.PA2641	208964.PA2645	0.547	0	0.711	0	0.984	0.806	0.900	0.819	0.999
nuoF	nuoK	208964.PA2641	208964.PA2646	0.481	0	0.574	0	0.958	0.806	0.900	0.399	0.999
nuoF	nuoH	208964.PA2641	208964.PA2643	0.567	0	0.516	0	0.926	0.806	0.926	0.659	0.999
nuoF	nuoL	208964.PA2641	208964.PA2647	0.481	0	0.481	0	0.941	0.774	0.900	0.566	0.999
nuoG	sucB	208964.PA2642	208964.PA1586	0	0	0	0	0.651	0.091	0	0.096	0.688
nuoG	rpoB	208964.PA2642	208964.PA4270	0	0	0	0	0.253	0	0	0.358	0.499
nuoG	nuoJ	208964.PA2642	208964.PA2645	0.769	0	0.773	0	0.960	0.774	0.900	0.358	0.999
nuoG	nuoH	208964.PA2642	208964.PA2643	0.806	0	0.721	0	0.931	0.793	0.918	0.798	0.999
nuoG	nuoK	208964.PA2642	208964.PA2646	0.652	0	0.743	0	0.959	0.774	0.900	0.544	0.999
nuoG	nuoL	208964.PA2642	208964.PA2647	0.652	0	0.734	0	0.940	0.623	0.900	0.706	0.999
nuoG	nuoM	208964.PA2642	208964.PA2648	0.597	0	0.732	0	0.968	0.793	0.918	0.660	0.999
nuoG	nuoI	208964.PA2642	208964.PA2644	0.788	0	0.773	0	0.960	0.573	0.936	0.662	0.999
nuoH	rpsL	208964.PA2643	208964.PA4268	0	0	0	0	0.126	0	0	0.357	0.413
nuoH	rpoB	208964.PA2643	208964.PA4270	0	0	0	0	0.198	0	0	0.358	0.463
nuoH	rpsP	208964.PA2643	208964.PA3745	0.065	0	0	0	0.108	0	0	0.423	0.477
nuoH	nuoI	208964.PA2643	208964.PA2644	0.788	0.540	0.774	0	0.969	0.700	0.943	0.723	0.999
nuoH	nuoM	208964.PA2643	208964.PA2648	0.597	0	0.774	0	0.962	0.806	0.974	0.844	0.999
nuoH	nuoL	208964.PA2643	208964.PA2647	0.652	0	0.774	0	0.965	0.789	0.900	0.878	0.999
nuoH	nuoK	208964.PA2643	208964.PA2646	0.652	0	0.774	0	0.976	0.806	0.900	0.920	0.999
nuoH	nuoJ	208964.PA2643	208964.PA2645	0.769	0	0.772	0	0.940	0.806	0.900	0.919	0.999
nuoI	sucB	208964.PA2644	208964.PA1586	0	0	0	0	0.498	0.090	0	0.096	0.551
nuoI	rpoB	208964.PA2644	208964.PA4270	0	0	0	0	0.375	0	0	0.164	0.455
nuoI	tpiA	208964.PA2644	208964.PA4748	0.186	0	0	0	0.298	0	0	0.138	0.464
nuoI	nuoM	208964.PA2644	208964.PA2648	0.609	0	0.772	0	0.986	0.700	0.943	0.724	0.999
nuoI	nuoL	208964.PA2644	208964.PA2647	0.667	0	0.772	0	0.977	0.559	0.900	0.722	0.999
nuoI	nuoK	208964.PA2644	208964.PA2646	0.667	0	0.774	0	0.986	0.696	0.900	0.568	0.999
nuoI	nuoJ	208964.PA2644	208964.PA2645	0.788	0	0.774	0	0.985	0.696	0.900	0.798	0.999
nuoJ	rpsP	208964.PA2645	208964.PA3745	0.064	0	0	0	0	0	0	0.389	0.403
nuoJ	nuoK	208964.PA2645	208964.PA2646	0.680	0	0.774	0	0.986	0.806	0.900	0.843	0.999
nuoJ	nuoL	208964.PA2645	208964.PA2647	0.680	0	0.771	0	0.986	0.793	0.900	0.810	0.999
nuoJ	nuoM	208964.PA2645	208964.PA2648	0.621	0	0.771	0	0.985	0.806	0.900	0.902	0.999
nuoK	nuoM	208964.PA2646	208964.PA2648	0.729	0	0.774	0	0.986	0.806	0.900	0.871	0.999
nuoK	nuoL	208964.PA2646	208964.PA2647	0.806	0	0.774	0	0.968	0.793	0.900	0.884	0.999
nuoL	rpoB	208964.PA2647	208964.PA4270	0	0	0	0	0.108	0	0	0.364	0.408
nuoL	nuoM	208964.PA2647	208964.PA2648	0.729	0	0.325	0.612	0.983	0.793	0.900	0.556	0.999
nuoM	rplT	208964.PA2648	208964.PA2741	0.079	0	0	0	0.076	0	0	0.358	0.406
nuoM	rpsK	208964.PA2648	208964.PA4240	0	0	0	0	0.162	0	0	0.358	0.439
nuoM	rpsP	208964.PA2648	208964.PA3745	0.061	0	0	0	0.075	0	0	0.411	0.443
nuoM	rpoB	208964.PA2648	208964.PA4270	0	0	0	0	0.270	0	0	0.358	0.511
obg	rplT	208964.PA4566	208964.PA2741	0.094	0	0.665	0	0.465	0.805	0	0.239	0.971
obg	rpmI	208964.PA4566	208964.PA2742	0.059	0	0	0	0.193	0.492	0	0.243	0.669
obg	rpmF	208964.PA4566	208964.PA2970	0.134	0	0	0	0.142	0.805	0	0.243	0.875
obg	rluB	208964.PA4566	208964.PA3179	0.191	0	0.232	0	0.220	0	0	0.097	0.503
obg	recA	208964.PA4566	208964.PA3617	0.143	0	0.348	0	0.170	0	0	0.311	0.637
obg	tsf	208964.PA4566	208964.PA3655	0.045	0	0.567	0	0.180	0	0	0.243	0.708
obg	rpsB	208964.PA4566	208964.PA3656	0.170	0	0.252	0	0.188	0	0	0.121	0.497
obg	rplS	208964.PA4566	208964.PA3742	0.059	0	0.652	0	0.163	0.805	0	0.101	0.943
obg	trmD	208964.PA4566	208964.PA3743	0.120	0	0.683	0	0.281	0	0	0.074	0.789
obg	rimM	208964.PA4566	208964.PA3744	0.094	0	0	0	0.131	0	0	0.358	0.450
obg	rpsP	208964.PA4566	208964.PA3745	0.130	0	0.507	0	0.352	0	0	0.102	0.717
obg	proA	208964.PA4566	208964.PA4007	0.186	0	0	0	0.488	0	0	0.358	0.709
obg	rpsK	208964.PA4566	208964.PA4240	0.072	0	0.319	0	0.114	0	0	0.061	0.404
obg	rpmJ	208964.PA4566	208964.PA4242	0	0	0	0	0.059	0.624	0	0.154	0.674
obg	rplD	208964.PA4566	208964.PA4262	0.044	0	0.223	0	0.113	0.779	0	0	0.835
obg	rpsL	208964.PA4566	208964.PA4268	0.062	0	0.205	0	0.113	0	0	0.358	0.518
obg	rpoB	208964.PA4566	208964.PA4270	0.044	0	0.231	0	0.302	0	0	0.057	0.451
obg	rpsR	208964.PA4566	208964.PA4934	0	0	0.413	0	0.150	0	0	0	0.480
obg	tpiA	208964.PA4566	208964.PA4748	0.083	0	0.373	0	0.147	0	0	0.171	0.539
obg	rpmB	208964.PA4566	208964.PA5316	0.121	0	0	0	0.125	0.492	0	0	0.575
obg	rplI	208964.PA4566	208964.PA4932	0	0	0	0	0.166	0.805	0	0.170	0.853
obg	rplU	208964.PA4566	208964.PA4568	0.530	0	0.488	0	0.148	0.805	0	0.357	0.969
obg	rpmA	208964.PA4566	208964.PA4567	0.561	0	0.453	0	0.434	0.805	0	0.356	0.979
oprB	oprD	208964.PA3186	208964.PA0958	0	0	0	0	0.096	0	0.540	0.856	0.935
oprB	oprG	208964.PA3186	208964.PA4067	0	0	0	0	0	0	0	0.718	0.718
oprD	rpoB	208964.PA0958	208964.PA4270	0	0	0	0	0.050	0	0	0.412	0.417
oprD	rpsL	208964.PA0958	208964.PA4268	0	0	0	0	0.056	0	0	0.590	0.596
oprD	oprI	208964.PA0958	208964.PA2853	0	0	0	0	0.100	0	0	0.692	0.710
oprD	oprG	208964.PA0958	208964.PA4067	0	0	0	0	0.051	0	0	0.849	0.850
oprG	oprI	208964.PA4067	208964.PA2853	0	0	0	0	0.147	0	0	0.719	0.750
oprI	rpmI	208964.PA2853	208964.PA2742	0	0	0	0	0.413	0	0	0.135	0.470
pdhA	sucB	208964.PA3417	208964.PA1586	0.088	0	0.658	0	0.497	0.321	0.239	0.101	0.910
pdhA	prs	208964.PA3417	208964.PA4670	0	0	0	0	0.044	0.086	0.451	0.141	0.532
phzC2	phzS	208964.PA1901	208964.PA4217	0	0	0	0	0.860	0	0	0.381	0.909
phzS	pqsE	208964.PA4217	208964.PA1000	0	0	0	0	0.343	0	0	0.588	0.718
phzS	pilB	208964.PA4217	208964.PA4526	0	0	0	0	0	0	0	0.411	0.410
pilA	pilP	208964.PA4525	208964.PA5041	0	0	0.194	0	0.068	0	0	0.340	0.461
pilA	pilB	208964.PA4525	208964.PA4526	0.498	0	0.462	0	0.729	0	0	0.729	0.977
pilB	pilP	208964.PA4526	208964.PA5041	0	0	0.178	0	0.126	0.371	0	0.892	0.945
pqsB	pqsD	208964.PA0997	208964.PA0999	0.634	0	0	0	0.955	0	0	0.923	0.998
pqsB	pqsE	208964.PA0997	208964.PA1000	0.641	0	0	0	0.863	0	0.900	0.883	0.999
pqsD	pqsE	208964.PA0999	208964.PA1000	0.778	0	0	0	0.863	0	0.900	0.883	0.999
proA	prs	208964.PA4007	208964.PA4670	0.185	0	0	0	0.156	0.087	0	0.227	0.449
proA	rpsL	208964.PA4007	208964.PA4268	0	0	0	0	0.132	0	0	0.457	0.509
proA	rpmA	208964.PA4007	208964.PA4567	0.186	0	0	0	0.322	0	0	0.235	0.540
proA	rplU	208964.PA4007	208964.PA4568	0.186	0	0	0	0.384	0	0	0.356	0.648
prs	rpsU	208964.PA4670	208964.PA0579	0.073	0	0	0	0.502	0	0	0.145	0.571
prs	sucB	208964.PA4670	208964.PA1586	0	0	0	0	0.209	0.389	0.450	0.143	0.741
prs	rplT	208964.PA4670	208964.PA2741	0.086	0	0.161	0	0.270	0	0	0.224	0.507
prs	rpmF	208964.PA4670	208964.PA2970	0	0	0	0	0.300	0	0	0.241	0.446
prs	purF	208964.PA4670	208964.PA3108	0.153	0	0	0	0.074	0.090	0.900	0.358	0.945
prs	tsf	208964.PA4670	208964.PA3655	0.097	0	0.162	0	0.586	0.087	0	0.306	0.765
prs	rpsB	208964.PA4670	208964.PA3656	0	0	0.156	0	0.377	0.091	0	0.242	0.589
prs	rplS	208964.PA4670	208964.PA3742	0.112	0	0.153	0	0.373	0	0	0.240	0.593
prs	trmD	208964.PA4670	208964.PA3743	0.109	0	0	0	0.314	0.126	0	0	0.419
prs	rpsP	208964.PA4670	208964.PA3745	0.106	0	0.167	0	0.352	0.087	0	0	0.500
prs	rpsK	208964.PA4670	208964.PA4240	0	0	0	0	0.451	0.091	0	0	0.480
prs	rpsM	208964.PA4670	208964.PA4241	0	0	0.166	0	0.392	0.091	0	0	0.499
prs	rpmJ	208964.PA4670	208964.PA4242	0	0	0	0	0.531	0	0	0	0.531
prs	rplD	208964.PA4670	208964.PA4262	0	0	0	0	0.697	0	0	0.048	0.699
prs	rpsL	208964.PA4670	208964.PA4268	0	0	0	0	0.441	0	0	0.241	0.557
prs	rpoB	208964.PA4670	208964.PA4270	0	0	0	0	0.335	0	0	0.243	0.475
prs	rpsI	208964.PA4670	208964.PA4432	0.109	0	0.177	0	0.526	0	0	0.074	0.635
prs	rplU	208964.PA4670	208964.PA4568	0	0	0	0	0.675	0	0	0	0.675
prs	rplI	208964.PA4670	208964.PA4932	0.186	0	0	0	0.544	0	0	0	0.613
prs	tpiA	208964.PA4670	208964.PA4748	0.169	0	0.243	0	0.245	0	0	0.448	0.702
prs	rpsF	208964.PA4670	208964.PA4935	0.186	0	0.188	0	0.575	0	0	0.101	0.714
prs	rpsR	208964.PA4670	208964.PA4934	0.186	0	0	0	0.569	0	0	0.409	0.774
prtN	recA	208964.PA0610	208964.PA3617	0	0	0	0	0.202	0	0	0.767	0.806
purF	rluB	208964.PA3108	208964.PA3179	0.219	0	0	0	0.311	0	0	0	0.439
purF	rpoC	208964.PA3108	208964.PA4269	0	0	0	0	0.305	0	0	0.376	0.548
